#Matching species	POCP (%)
POCP suggests seperate genus between the input genome and Geminisphaera_colitermitum--RS_GCF_000171235.2 as POCP was;	22.473784556720684%
POCP suggests seperate genus between the input genome and Rariglobus_hedericola--RS_GCF_007559335.1 as POCP was;	28.966521106259098%
POCP suggests seperate genus between the input genome and Ereboglobus_luteus--RS_GCF_003096195.1 as POCP was;	24.10032715376227%
POCP suggests seperate genus between the input genome and Cephaloticoccus_primus--RS_GCF_001580015.1 as POCP was;	28.83003048780488%
POCP suggests seperate genus between the input genome and Cephaloticoccus_capnophilus--RS_GCF_001580045.1 as POCP was;	29.721728833629367%
POCP suggests seperate genus between the input genome and Halothermothrix_orenii--RS_GCF_000020485.1 as POCP was;	11.116874135546334%
POCP suggests seperate genus between the input genome and Desulfacinum_infernum--RS_GCF_900129305.1 as POCP was;	12.539140335895246%
POCP suggests seperate genus between the input genome and Desulfacinum_hydrothermale--RS_GCF_900176285.1 as POCP was;	12.416817906836055%
POCP suggests seperate genus between the input genome and Peptoclostridium_litorale--RS_GCF_900141635.1 as POCP was;	10.019053667831058%
POCP suggests seperate genus between the input genome and Haloferula_luteola--RS_GCF_014201715.1 as POCP was;	17.606656980583807%
POCP suggests seperate genus between the input genome and Rubritalea_profundi--RS_GCF_002954445.1 as POCP was;	16.616397038661916%
POCP suggests seperate genus between the input genome and Brevifollis_gellanilyticus--RS_GCF_007992435.1 as POCP was;	14.604904632152587%
POCP suggests seperate genus between the input genome and Coraliomargarita_sinensis--RS_GCF_003185655.1 as POCP was;	34.46072319201995%
POCP suggests seperate genus between the input genome and Puniceicoccus_vermicola--RS_GCF_014230055.1 as POCP was;	27.971403038427166%
POCP suggests seperate genus between the input genome and Pelagicoccus_albus--RS_GCF_014230145.1 as POCP was;	28.071135430916556%
POCP suggests seperate genus between the input genome and Opitutus_terrae--RS_GCF_000019965.1 as POCP was;	26.01717058603957%
POCP suggests seperate genus between the input genome and Nibricoccus_aquaticus--RS_GCF_002310495.1 as POCP was;	27.512263489838823%
POCP suggests seperate genus between the input genome and Oleiharenicola_lentus--RS_GCF_004118375.1 as POCP was;	27.760947397411183%
POCP suggests seperate genus between the input genome and Syntrophorhabdus_aromaticivorans--RS_GCF_000512235.1 as POCP was;	9.183235588613933%
POCP suggests seperate genus between the input genome and Desulfosoma_caldarium--RS_GCF_003751385.1 as POCP was;	11.722119531731362%
POCP suggests seperate genus between the input genome and Desulfoglaeba_alkanexedens--RS_GCF_005377625.1 as POCP was;	12.402252111354395%
POCP suggests seperate genus between the input genome and Rubritalea_marina--RS_GCF_000378105.1 as POCP was;	17.914660468205213%
POCP suggests seperate genus between the input genome and Rubritalea_squalenifaciens--RS_GCF_900141815.1 as POCP was;	15.672466169566418%
POCP suggests seperate genus between the input genome and Coraliomargarita_akajimensis--RS_GCF_000025905.1 as POCP was;	32.23775149746583%
POCP suggests seperate genus between the input genome and Ruficoccus_amylovorans--RS_GCF_014230085.1 as POCP was;	31.04972375690608%
