#Matching species	POCP (%)
POCP suggests seperate genus between the input genome and Altererythrobacter_salegens--RS_GCF_009827435.1 as POCP was;	20.98107661216241%
POCP suggests seperate genus between the input genome and Parvibaculum_lavamentivorans--RS_GCF_000017565.1 as POCP was;	27.16180371352785%
POCP suggests seperate genus between the input genome and Segnochrobactrum_spirostomi--RS_GCF_009600605.1 as POCP was;	21.021377672209027%
POCP suggests seperate genus between the input genome and Ensifer_mexicanus--RS_GCF_013488225.1 as POCP was;	17.12984586641756%
POCP suggests seperate genus between the input genome and Brucella_anthropi--RS_GCF_000017405.1 as POCP was;	19.850617638609595%
POCP suggests seperate genus between the input genome and Salaquimonas_pukyongi--RS_GCF_001953055.1 as POCP was;	25.191864927091327%
POCP suggests seperate genus between the input genome and Kiloniella_majae--RS_GCF_002118315.1 as POCP was;	27.239609206822323%
POCP suggests seperate genus between the input genome and Roseospirillum_parvum--RS_GCF_900100455.1 as POCP was;	31.885508406725382%
POCP suggests seperate genus between the input genome and Thalassospira_povalilytica--RS_GCF_002844235.1 as POCP was;	26.38888888888889%
POCP suggests seperate genus between the input genome and Thalassospira_xianhensis--RS_GCF_003326475.1 as POCP was;	23.754565376187%
POCP suggests seperate genus between the input genome and Thalassospira_lohafexi--RS_GCF_002844275.1 as POCP was;	25.343873517786562%
POCP suggests seperate genus between the input genome and Thalassospira_marina--RS_GCF_002844375.1 as POCP was;	24.23833108209515%
POCP suggests seperate genus between the input genome and Bartonella_bacilliformis--RS_GCF_000709795.1 as POCP was;	28.929604628736737%
POCP suggests seperate genus between the input genome and Hoeflea_phototrophica--RS_GCF_000154705.2 as POCP was;	22.364165588615784%
POCP suggests seperate genus between the input genome and Emcibacter_nanhaiensis--RS_GCF_006385175.1 as POCP was;	26.848319709355135%
POCP suggests seperate genus between the input genome and Thalassospira_profundimaris--RS_GCF_003326755.1 as POCP was;	23.679952934255038%
POCP suggests seperate genus between the input genome and Thalassospira_australica--RS_GCF_000763295.1 as POCP was;	26.71232876712329%
POCP suggests seperate genus between the input genome and Thalassospira_lucentensis--RS_GCF_011806425.1 as POCP was;	26.24457066488473%
POCP suggests seperate genus between the input genome and Aestuariispira_insulae--RS_GCF_003385955.1 as POCP was;	25.74165636588381%
POCP suggests seperate genus between the input genome and Sphingobium_yanoikuyae--RS_GCF_000315525.1 as POCP was;	18.1895937277263%
POCP suggests seperate genus between the input genome and Sphingopyxis_macrogoltabida--RS_GCF_001314325.1 as POCP was;	16.604177825388327%
POCP suggests seperate genus between the input genome and Hoeflea_marina--RS_GCF_003182275.1 as POCP was;	20.1836220938842%
POCP suggests seperate genus between the input genome and Marinicauda_pacifica--RS_GCF_004793635.1 as POCP was;	28.60134003350084%
POCP suggests seperate genus between the input genome and Sphingosinicella_microcystinivorans--RS_GCF_003634215.1 as POCP was;	23.912274495932085%
POCP suggests seperate genus between the input genome and Sphingobium_lactosutens--RS_GCF_013393185.1 as POCP was;	18.1717604757295%
POCP suggests seperate genus between the input genome and Sphingopyxis_bauzanensis--RS_GCF_002205675.1 as POCP was;	19.51783355350066%
POCP suggests seperate genus between the input genome and Sphingopyxis_fribergensis--RS_GCF_000803645.1 as POCP was;	18.00116890707189%
POCP suggests seperate genus between the input genome and Sphingopyxis_alaskensis--RS_GCF_000013985.1 as POCP was;	23.121387283236995%
POCP suggests seperate genus between the input genome and Sphingopyxis_witflariensis--RS_GCF_002205635.1 as POCP was;	19.70193252538487%
POCP suggests seperate genus between the input genome and Sphingomicrobium_lutaoense--RS_GCF_014195685.1 as POCP was;	26.696606786427147%
POCP suggests seperate genus between the input genome and Novosphingobium_pentaromativorans--RS_GCF_000767465.1 as POCP was;	17.78907242693774%
POCP suggests seperate genus between the input genome and Pontixanthobacter_luteolus--RS_GCF_009828095.1 as POCP was;	24.807692307692307%
