#Matching species	POCP (%)
POCP suggests seperate genus between the input genome and Halogeometricum_pallidum--RS_GCF_000337095.1 as POCP was;	2.978172401035886%
POCP suggests seperate genus between the input genome and Halogeometricum_limi--RS_GCF_900115785.1 as POCP was;	3.2025450689289503%
POCP suggests seperate genus between the input genome and Halococcus_salsus--RS_GCF_009900715.1 as POCP was;	3.2536091359620776%
POCP suggests seperate genus between the input genome and Halocalculus_aciditolerans--GB_GCA_014647475.1 as POCP was;	3.2364597093791283%
POCP suggests seperate genus between the input genome and Halobacterium_jilantaiense--RS_GCF_900110535.1 as POCP was;	3.54660915408579%
POCP suggests seperate genus between the input genome and Halodesulfurarchaeum_formicicum--RS_GCF_001886955.1 as POCP was;	4.556726596404215%
POCP suggests seperate genus between the input genome and Methanolinea_tarda--GB_GCA_000235685.2 as POCP was;	5.462051444903144%
POCP suggests seperate genus between the input genome and Methanogenium_cariaci--RS_GCF_001315945.1 as POCP was;	4.479578392621871%
POCP suggests seperate genus between the input genome and Methanobrevibacter_smithii--RS_GCF_002252585.1 as POCP was;	7.412538967786629%
POCP suggests seperate genus between the input genome and Methanobacterium_veterum--RS_GCF_000745485.1 as POCP was;	6.164069660861595%
POCP suggests seperate genus between the input genome and Halogeometricum_borinquense--RS_GCF_000172995.2 as POCP was;	3.1572676727561553%
POCP suggests seperate genus between the input genome and Methanolacinia_paynteri--RS_GCF_000784355.1 as POCP was;	5.032594524119948%
POCP suggests seperate genus between the input genome and Halorubrum_cibi--RS_GCF_900182635.1 as POCP was;	3.3922599139990446%
POCP suggests seperate genus between the input genome and Halobacterium_salinarum--RS_GCF_008124605.1 as POCP was;	4.146549275773928%
POCP suggests seperate genus between the input genome and Halanaeroarchaeum_sulfurireducens--RS_GCF_001011115.1 as POCP was;	4.397247980855519%
POCP suggests seperate genus between the input genome and Methanoregula_boonei--RS_GCF_000017625.1 as POCP was;	5.149501661129568%
POCP suggests seperate genus between the input genome and Methanolacinia_petrolearia--RS_GCF_000147875.1 as POCP was;	4.916773367477592%
POCP suggests seperate genus between the input genome and Methanobacterium_lacus--RS_GCF_000191585.1 as POCP was;	6.683305601774819%
POCP suggests seperate genus between the input genome and Methanobacterium_bryantii--RS_GCF_002287175.1 as POCP was;	6.085376930063579%
POCP suggests seperate genus between the input genome and Halococcus_morrhuae--RS_GCF_000336695.1 as POCP was;	3.2551460028721877%
POCP suggests seperate genus between the input genome and Methanobacterium_formicicum--GB_GCA_001316325.1 as POCP was;	5.943840951014552%
POCP suggests seperate genus between the input genome and Halorubrum_distributum--RS_GCF_000337335.1 as POCP was;	3.358992302309307%
POCP suggests seperate genus between the input genome and Halorubrum_saccharovorum--RS_GCF_000337915.1 as POCP was;	3.163404642694583%
POCP suggests seperate genus between the input genome and Halorubrum_amylolyticum--RS_GCF_004114995.1 as POCP was;	2.9940119760479043%
POCP suggests seperate genus between the input genome and Halorubrum_lipolyticum--RS_GCF_000337375.1 as POCP was;	3.1521242576518955%
POCP suggests seperate genus between the input genome and Halorubrum_depositum--RS_GCF_007671725.1 as POCP was;	3.273244781783681%
POCP suggests seperate genus between the input genome and Halorubrum_aidingense--RS_GCF_000336995.1 as POCP was;	3.3873699491894502%
POCP suggests seperate genus between the input genome and Halorubrum_kocurii--RS_GCF_000337355.1 as POCP was;	3.0565792326035117%
POCP suggests seperate genus between the input genome and Halorubrum_lacusprofundi--RS_GCF_000022205.1 as POCP was;	3.1732599957689867%
POCP suggests seperate genus between the input genome and Halorubrum_aquaticum--RS_GCF_900113615.1 as POCP was;	3.303231939163498%
POCP suggests seperate genus between the input genome and Halogeometricum_rufum--RS_GCF_900112175.1 as POCP was;	3.1238167360848164%
