#Matching species	POCP (%)
POCP suggests seperate genus between the input genome and Macrococcus_carouselicus--RS_GCF_004359515.1 as POCP was;	10.637912287060528%
POCP suggests seperate genus between the input genome and Macrococcus_equipercicus--RS_GCF_004359525.2 as POCP was;	10.323741007194243%
POCP suggests seperate genus between the input genome and Macrococcus_hajekii--RS_GCF_004359505.1 as POCP was;	10.679436212504518%
POCP suggests seperate genus between the input genome and Ectobacillus_panaciterrae--RS_GCF_000430785.1 as POCP was;	11.140830329108036%
POCP suggests seperate genus between the input genome and Ectobacillus_funiculus--RS_GCF_004138295.1 as POCP was;	11.654090310216793%
POCP suggests seperate genus between the input genome and Gracilibacillus_lacisalsi--RS_GCF_000377765.1 as POCP was;	10.475062508224767%
POCP suggests seperate genus between the input genome and Gracilibacillus_massiliensis--RS_GCF_001458115.1 as POCP was;	10.769444830944762%
POCP suggests seperate genus between the input genome and Saccharomonospora_marina--RS_GCF_000244955.1 as POCP was;	8.919098143236075%
POCP suggests seperate genus between the input genome and Ectobacillus_antri--RS_GCF_003852715.1 as POCP was;	12.490943341544703%
POCP suggests seperate genus between the input genome and Amphibacillus_jilinensis--RS_GCF_000306965.1 as POCP was;	10.581092801387685%
POCP suggests seperate genus between the input genome and Gracilibacillus_kekensis--RS_GCF_900143085.1 as POCP was;	10.75116706747772%
POCP suggests seperate genus between the input genome and Gracilibacillus_dipsosauri--RS_GCF_003176895.1 as POCP was;	10.463540254811603%
POCP suggests seperate genus between the input genome and Gracilibacillus_ureilyticus--RS_GCF_900111195.1 as POCP was;	10.876091703056769%
POCP suggests seperate genus between the input genome and Filobacillus_milosensis--RS_GCF_004402015.1 as POCP was;	10.9282325029656%
POCP suggests seperate genus between the input genome and Terribacillus_halophilus--RS_GCF_900162685.1 as POCP was;	11.559257635539968%
POCP suggests seperate genus between the input genome and Alkalicoccus_chagannorensis--RS_GCF_000429725.1 as POCP was;	12.661072819898111%
POCP suggests seperate genus between the input genome and Fictibacillus_aquaticus--RS_GCF_002245695.1 as POCP was;	11.595788322166007%
POCP suggests seperate genus between the input genome and Sanguibacter_inulinus--RS_GCF_013415325.1 as POCP was;	9.058889828120599%
POCP suggests seperate genus between the input genome and Fictibacillus_phosphorivorans--RS_GCF_001619875.1 as POCP was;	11.15658832849221%
POCP suggests seperate genus between the input genome and Saccharomonospora_saliphila--RS_GCF_000383795.1 as POCP was;	9.474268275766404%
POCP suggests seperate genus between the input genome and Saccharomonospora_halophila--RS_GCF_000383775.1 as POCP was;	8.262229806598407%
POCP suggests seperate genus between the input genome and Saccharomonospora_iraqiensis--RS_GCF_000231035.2 as POCP was;	8.485378655336167%
POCP suggests seperate genus between the input genome and Patulibacter_americanus--RS_GCF_000420025.1 as POCP was;	9.369973190348526%
POCP suggests seperate genus between the input genome and Patulibacter_medicamentivorans--RS_GCF_000240225.1 as POCP was;	9.218054672600127%
POCP suggests seperate genus between the input genome and Thermaerobacter_subterraneus--RS_GCF_000183545.2 as POCP was;	14.57787100157315%
POCP suggests seperate genus between the input genome and Thermaerobacter_marianensis--RS_GCF_000184705.1 as POCP was;	14.677137870855148%
POCP suggests seperate genus between the input genome and Syntrophorhabdus_aromaticivorans--RS_GCF_000512235.1 as POCP was;	10.53914539718956%
POCP suggests seperate genus between the input genome and Mammaliicoccus_sciuri--RS_GCF_002901825.1 as POCP was;	9.735240914323303%
POCP suggests seperate genus between the input genome and Amphibacillus_xylanus--RS_GCF_000307165.1 as POCP was;	10.608695652173914%
POCP suggests seperate genus between the input genome and Gracilibacillus_halotolerans--RS_GCF_014206945.1 as POCP was;	10.886850152905199%
POCP suggests seperate genus between the input genome and Alkalicoccus_saliphilus--RS_GCF_003044065.1 as POCP was;	12.8391693193876%
POCP suggests seperate genus between the input genome and Saccharomonospora_viridis--RS_GCF_000023865.1 as POCP was;	10.071350164654227%
POCP suggests seperate genus between the input genome and Patulibacter_minatonensis--RS_GCF_000519325.1 as POCP was;	8.28479733745394%
POCP suggests seperate genus between the input genome and Allochromatium_vinosum--RS_GCF_000025485.1 as POCP was;	12.96716598577697%
POCP suggests seperate genus between the input genome and Thiohalocapsa_marina--RS_GCF_008632335.1 as POCP was;	13.631253513209668%
POCP suggests seperate genus between the input genome and Inmirania_thermothiophila--RS_GCF_003751635.1 as POCP was;	16.886905783422%
POCP suggests seperate genus between the input genome and Mammaliicoccus_stepanovicii--RS_GCF_002902525.1 as POCP was;	10.328556448794128%
POCP suggests seperate genus between the input genome and Macrococcus_bovicus--RS_GCF_004359575.1 as POCP was;	10.833183372323196%
POCP suggests seperate genus between the input genome and Macrococcus_brunensis--RS_GCF_004359615.1 as POCP was;	10.719476744186046%
