#Matching species	POCP (%)
POCP suggests seperate genus between the input genome and Microbacterium_chocolatum--RS_GCF_001652465.1 as POCP was;	6.5371024734982335%
POCP suggests seperate genus between the input genome and Microbacterium_hominis--RS_GCF_013282805.1 as POCP was;	5.654702225787046%
POCP suggests seperate genus between the input genome and Microbacterium_oleivorans--RS_GCF_001691565.1 as POCP was;	6.944444444444445%
POCP suggests seperate genus between the input genome and Salinibacterium_hongtaonis--RS_GCF_003065485.1 as POCP was;	7.007892848600814%
POCP suggests seperate genus between the input genome and Paeniglutamicibacter_antarcticus--RS_GCF_900010755.1 as POCP was;	5.045625335480408%
POCP suggests seperate genus between the input genome and Brachybacterium_vulturis--RS_GCF_002407185.1 as POCP was;	5.876288659793814%
POCP suggests seperate genus between the input genome and Brachybacterium_faecium--RS_GCF_000023405.1 as POCP was;	5.898937323790935%
POCP suggests seperate genus between the input genome and Brachybacterium_nesterenkovii--RS_GCF_900163655.1 as POCP was;	6.985738457819676%
POCP suggests seperate genus between the input genome and Demequina_subtropica--RS_GCF_000971235.1 as POCP was;	7.146171693735499%
POCP suggests seperate genus between the input genome and Demequina_flava--RS_GCF_000975035.1 as POCP was;	7.362438646344614%
POCP suggests seperate genus between the input genome and Microbacterium_kyungheense--RS_GCF_006783905.1 as POCP was;	5.390785301249767%
POCP suggests seperate genus between the input genome and Microbacterium_suaedae--RS_GCF_003254645.1 as POCP was;	6.143646408839779%
POCP suggests seperate genus between the input genome and Glutamicibacter_arilaitensis--RS_GCF_000197735.1 as POCP was;	4.865900383141762%
POCP suggests seperate genus between the input genome and Brachybacterium_avium--RS_GCF_002216795.1 as POCP was;	5.9526304757912385%
POCP suggests seperate genus between the input genome and Brachybacterium_saurashtrense--RS_GCF_003355475.1 as POCP was;	6.050420168067227%
POCP suggests seperate genus between the input genome and Demequina_gelatinilytica--RS_GCF_000971115.1 as POCP was;	6.849620705042392%
POCP suggests seperate genus between the input genome and Demequina_maris--RS_GCF_000971155.1 as POCP was;	7.17984934086629%
POCP suggests seperate genus between the input genome and Demequina_sediminicola--RS_GCF_000975055.1 as POCP was;	7.525745973065752%
POCP suggests seperate genus between the input genome and Oerskovia_turbata--RS_GCF_000718325.1 as POCP was;	5.639697090474292%
POCP suggests seperate genus between the input genome and Flavimobilis_marinus--RS_GCF_900113055.1 as POCP was;	7.671893848009651%
POCP suggests seperate genus between the input genome and Xylanimonas_cellulosilytica--RS_GCF_000024965.1 as POCP was;	5.993945509586276%
POCP suggests seperate genus between the input genome and Tepidiforma_bonchosmolovskayae--RS_GCF_008838325.1 as POCP was;	8.615751789976134%
POCP suggests seperate genus between the input genome and Stackebrandtia_nassauensis--RS_GCF_000024545.1 as POCP was;	3.921321397049552%
POCP suggests seperate genus between the input genome and Actinomadura_madurae--RS_GCF_900115095.1 as POCP was;	3.454947484798231%
POCP suggests seperate genus between the input genome and Salinibacterium_amurskyense--RS_GCF_002797685.1 as POCP was;	7.125486381322957%
POCP suggests seperate genus between the input genome and Citricoccus_muralis--RS_GCF_003386075.1 as POCP was;	6.310043668122272%
POCP suggests seperate genus between the input genome and Laceyella_sediminis--RS_GCF_003003125.1 as POCP was;	7.733443027560674%
POCP suggests seperate genus between the input genome and Laceyella_sacchari--RS_GCF_004343255.1 as POCP was;	7.693924742484759%
POCP suggests seperate genus between the input genome and Stackebrandtia_endophytica--RS_GCF_006716355.1 as POCP was;	4.66321243523316%
POCP suggests seperate genus between the input genome and Planomonospora_parontospora--GB_GCA_014647935.1 as POCP was;	4.462712859659425%
POCP suggests seperate genus between the input genome and Actinomadura_macrotermitis--RS_GCF_009604375.1 as POCP was;	4.107558755028584%
POCP suggests seperate genus between the input genome and Microbacterium_saccharophilum--RS_GCF_007992455.1 as POCP was;	6.930232558139535%
POCP suggests seperate genus between the input genome and Microbacterium_thalassium--RS_GCF_014208045.1 as POCP was;	6.4655172413793105%
POCP suggests seperate genus between the input genome and Microbacterium_kitamiense--RS_GCF_002872075.1 as POCP was;	5.308185883725452%
