#Matching species	POCP (%)
POCP suggests seperate genus between the input genome and Actibacterium_pelagium--RS_GCF_002285415.1 as POCP was;	23.239819004524886%
POCP suggests seperate genus between the input genome and Rhodovulum_sulfidophilum--GB_GCA_003241785.1 as POCP was;	19.9851411589896%
POCP suggests seperate genus between the input genome and Paracoccus_aurantiacus--RS_GCF_007993065.1 as POCP was;	21.863799283154123%
POCP suggests seperate genus between the input genome and Paracoccus_kondratievae--RS_GCF_009301415.1 as POCP was;	19.933972645810407%
POCP suggests seperate genus between the input genome and Sphingomonas_mesophila--RS_GCF_003499275.1 as POCP was;	24.60425146992311%
POCP suggests seperate genus between the input genome and Frigidibacter_albus--RS_GCF_009908165.1 as POCP was;	22.291632418214697%
POCP suggests seperate genus between the input genome and Gemmobacter_caeni--RS_GCF_003054195.1 as POCP was;	18.565517241379307%
POCP suggests seperate genus between the input genome and Thioclava_atlantica--RS_GCF_000737065.1 as POCP was;	23.127753303964756%
POCP suggests seperate genus between the input genome and Glycocaulis_profundi--RS_GCF_007050995.1 as POCP was;	25.267824159586254%
POCP suggests seperate genus between the input genome and Sphingomonas_desiccabilis--RS_GCF_004135605.1 as POCP was;	22.30150018294914%
POCP suggests seperate genus between the input genome and Sphingomonas_gilva--RS_GCF_003515075.1 as POCP was;	22.741433021806852%
POCP suggests seperate genus between the input genome and Sandarakinorhabdus_cyanobacteriorum--RS_GCF_002251755.1 as POCP was;	22.913256955810148%
POCP suggests seperate genus between the input genome and Sphingobium_indicum--RS_GCF_000382885.1 as POCP was;	17.908246053990265%
POCP suggests seperate genus between the input genome and Sphingobium_quisquiliarum--RS_GCF_000445065.1 as POCP was;	21.134104611373637%
POCP suggests seperate genus between the input genome and Sphingobium_fuliginis--RS_GCF_004152845.1 as POCP was;	20.050007813720892%
POCP suggests seperate genus between the input genome and Sphingopyxis_bauzanensis--RS_GCF_002205675.1 as POCP was;	19.85940246045694%
POCP suggests seperate genus between the input genome and Sphingopyxis_alaskensis--RS_GCF_000013985.1 as POCP was;	22.52920452438346%
POCP suggests seperate genus between the input genome and Sphingopyxis_lindanitolerans--RS_GCF_002993885.1 as POCP was;	19.209309740156225%
POCP suggests seperate genus between the input genome and Parasphingopyxis_lamellibrachiae--RS_GCF_003385775.1 as POCP was;	24.013484037279397%
POCP suggests seperate genus between the input genome and Novosphingobium_malaysiense--RS_GCF_000802225.1 as POCP was;	18.389458272327968%
POCP suggests seperate genus between the input genome and Roseibium_aestuarii--RS_GCF_008477545.1 as POCP was;	24.116563389716966%
POCP suggests seperate genus between the input genome and Dichotomicrobium_thermohalophilum--RS_GCF_003550175.1 as POCP was;	27.79695431472081%
POCP suggests seperate genus between the input genome and Rhodobium_orientis--RS_GCF_003258835.1 as POCP was;	21.556271981242674%
POCP suggests seperate genus between the input genome and Martelella_endophytica--RS_GCF_000960975.1 as POCP was;	19.897187783489567%
POCP suggests seperate genus between the input genome and Notoacmeibacter_ruber--RS_GCF_003668555.1 as POCP was;	24.8045757864633%
POCP suggests seperate genus between the input genome and Niveispirillum_cyanobacteriorum--RS_GCF_002868735.1 as POCP was;	22.88930581613508%
POCP suggests seperate genus between the input genome and Niveispirillum_lacus--RS_GCF_002251795.1 as POCP was;	25.427350427350426%
POCP suggests seperate genus between the input genome and Oleisolibacter_albus--RS_GCF_003336875.1 as POCP was;	27.342767295597486%
POCP suggests seperate genus between the input genome and Pararhodospirillum_photometricum--RS_GCF_000284415.1 as POCP was;	25.299929428369794%
POCP suggests seperate genus between the input genome and Rhodospirillum_rubrum--RS_GCF_000013085.1 as POCP was;	25.272727272727273%
POCP suggests seperate genus between the input genome and Roseospirillum_parvum--RS_GCF_900100455.1 as POCP was;	29.409501827274475%
POCP suggests seperate genus between the input genome and Actibacterium_mucosum--RS_GCF_000647975.1 as POCP was;	22.097186700767264%
POCP suggests seperate genus between the input genome and Gemmobacter_aquatilis--RS_GCF_900110025.1 as POCP was;	21.923526465186175%
POCP suggests seperate genus between the input genome and Thioclava_pacifica--RS_GCF_000714535.1 as POCP was;	23.421839282574293%
POCP suggests seperate genus between the input genome and Sphingomonas_paucimobilis--RS_GCF_000739895.2 as POCP was;	20.463446475195823%
POCP suggests seperate genus between the input genome and Sandarakinorhabdus_limnophila--RS_GCF_000420765.1 as POCP was;	25.926714955262035%
POCP suggests seperate genus between the input genome and Sphingobium_yanoikuyae--RS_GCF_000315525.1 as POCP was;	18.412302576891108%
POCP suggests seperate genus between the input genome and Sphingopyxis_macrogoltabida--RS_GCF_001314325.1 as POCP was;	17.03819580237257%
POCP suggests seperate genus between the input genome and Roseibium_denhamense--RS_GCF_009711415.1 as POCP was;	22.22559587065432%
POCP suggests seperate genus between the input genome and Rhizobium_leguminosarum--RS_GCF_002008365.1 as POCP was;	15.580618212197159%
POCP suggests seperate genus between the input genome and Notoacmeibacter_marinus--RS_GCF_002238045.1 as POCP was;	24.31305666098162%
POCP suggests seperate genus between the input genome and Pararhodospirillum_oryzae--RS_GCF_007992075.1 as POCP was;	27.079447967176428%
POCP suggests seperate genus between the input genome and Ruegeria_pomeroyi--RS_GCF_000011965.2 as POCP was;	20.2351863164325%
POCP suggests seperate genus between the input genome and Litorivita_pollutaquae--RS_GCF_003205515.1 as POCP was;	23.78748611625324%
POCP suggests seperate genus between the input genome and Actibacterium_atlanticum--RS_GCF_000671395.1 as POCP was;	24.03700906344411%
