#Matching species	POCP (%)
POCP suggests seperate genus between the input genome and Methanoculleus_sediminis--RS_GCF_001017125.1 as POCP was;	7.546145494028231%
POCP suggests seperate genus between the input genome and Methanoculleus_bourgensis--RS_GCF_000304355.2 as POCP was;	7.530197892572603%
POCP suggests seperate genus between the input genome and Methanomicrobium_mobile--RS_GCF_000711215.1 as POCP was;	8.940513903555086%
POCP suggests seperate genus between the input genome and Methanolacinia_petrolearia--RS_GCF_000147875.1 as POCP was;	7.280832095096583%
POCP suggests seperate genus between the input genome and Methanogenium_cariaci--RS_GCF_001315945.1 as POCP was;	5.784061696658098%
POCP suggests seperate genus between the input genome and Methanocorpusculum_parvum--RS_GCF_002287215.1 as POCP was;	7.52212389380531%
POCP suggests seperate genus between the input genome and Haladaptatus_cibarius--RS_GCF_000710615.1 as POCP was;	4.5684328777382515%
POCP suggests seperate genus between the input genome and Methanocorpusculum_labreanum--RS_GCF_000015765.1 as POCP was;	7.879986811737553%
POCP suggests seperate genus between the input genome and Methanofollis_tationis--RS_GCF_013377755.1 as POCP was;	7.818696883852691%
POCP suggests seperate genus between the input genome and Methanoregula_boonei--RS_GCF_000017625.1 as POCP was;	7.476635514018691%
POCP suggests seperate genus between the input genome and Methanolinea_tarda--GB_GCA_000235685.2 as POCP was;	8.226691042047532%
POCP suggests seperate genus between the input genome and Methanosphaerula_palustris--RS_GCF_000021965.1 as POCP was;	6.656656656656656%
POCP suggests seperate genus between the input genome and Methanoculleus_chikugoensis--RS_GCF_900095385.1 as POCP was;	7.19089498189343%
POCP suggests seperate genus between the input genome and Methanoculleus_thermophilus--RS_GCF_001571405.1 as POCP was;	8.671852492077212%
POCP suggests seperate genus between the input genome and Methanoculleus_taiwanensis--RS_GCF_004102725.1 as POCP was;	7.456929802005657%
POCP suggests seperate genus between the input genome and Methanolacinia_paynteri--RS_GCF_000784355.1 as POCP was;	7.661290322580645%
POCP suggests seperate genus between the input genome and Methanoplanus_limicola--RS_GCF_000243255.1 as POCP was;	6.890086711975626%
POCP suggests seperate genus between the input genome and Methanomethylovorans_hollandica--RS_GCF_000328665.1 as POCP was;	8.822003113648158%
POCP suggests seperate genus between the input genome and Haladaptatus_litoreus--RS_GCF_900156425.1 as POCP was;	4.321285140562249%
POCP suggests seperate genus between the input genome and Methanofollis_ethanolicus--RS_GCF_001571385.1 as POCP was;	7.199999999999999%
POCP suggests seperate genus between the input genome and Methanofollis_liminatans--RS_GCF_000275865.1 as POCP was;	7.633378932968536%
POCP suggests seperate genus between the input genome and Methanoregula_formicica--RS_GCF_000327485.1 as POCP was;	6.883085184281182%
POCP suggests seperate genus between the input genome and Methanoculleus_marisnigri--GB_GCA_002503885.1 as POCP was;	7.103100980652001%
POCP suggests seperate genus between the input genome and Methanoculleus_horonobensis--RS_GCF_001602375.1 as POCP was;	7.530120481927711%
