#Matching species	POCP (%)
POCP suggests seperate genus between the input genome and Desulfonauticus_submarinus--RS_GCF_900104045.1 as POCP was;	16.95842450765864%
POCP suggests seperate genus between the input genome and Desulfohalobium_retbaense--RS_GCF_000024325.1 as POCP was;	18.67375049193231%
POCP suggests seperate genus between the input genome and Geobacter_uraniireducens--RS_GCF_000016745.1 as POCP was;	17.222379203164735%
POCP suggests seperate genus between the input genome and Geobacter_pickeringii--RS_GCF_000817955.1 as POCP was;	20.826191292423722%
POCP suggests seperate genus between the input genome and Geoalkalibacter_subterraneus--RS_GCF_000827125.1 as POCP was;	20.173571311609628%
POCP suggests seperate genus between the input genome and Desulfuromonas_acetoxidans--RS_GCF_000167355.1 as POCP was;	18.135679242091015%
POCP suggests seperate genus between the input genome and Desulfobacca_acetoxidans--GB_GCA_011333555.1 as POCP was;	20.08438818565401%
POCP suggests seperate genus between the input genome and Geobacter_metallireducens--GB_GCA_011046855.1 as POCP was;	21.020481494789795%
POCP suggests seperate genus between the input genome and Geoalkalibacter_ferrihydriticus--RS_GCF_000820505.1 as POCP was;	21.044751289302948%
POCP suggests seperate genus between the input genome and Pelobacter_seleniigenes--RS_GCF_000711225.1 as POCP was;	18.04167856123323%
POCP suggests seperate genus between the input genome and Malonomonas_rubra--RS_GCF_900142125.1 as POCP was;	18.387827775979282%
POCP suggests seperate genus between the input genome and Geopsychrobacter_electrodiphilus--RS_GCF_000384395.1 as POCP was;	17.194289261328368%
POCP suggests seperate genus between the input genome and Lujinxingia_sediminis--RS_GCF_004005565.1 as POCP was;	11.237488626023657%
POCP suggests seperate genus between the input genome and Thermosulfuriphilus_ammonigenes--RS_GCF_011207455.1 as POCP was;	22.045406322936557%
POCP suggests seperate genus between the input genome and Geobacillus_thermocatenulatus--RS_GCF_002217655.1 as POCP was;	14.5153354108578%
POCP suggests seperate genus between the input genome and Geobacillus_thermodenitrificans--RS_GCF_000496575.1 as POCP was;	14.638297872340425%
POCP suggests seperate genus between the input genome and Geobacillus_subterraneus--RS_GCF_001618685.1 as POCP was;	14.939230249831196%
POCP suggests seperate genus between the input genome and Saccharococcus_thermophilus--RS_GCF_011761475.1 as POCP was;	13.987252124645893%
POCP suggests seperate genus between the input genome and Melghiribacillus_thermohalophilus--RS_GCF_004342905.1 as POCP was;	13.258670520231213%
POCP suggests seperate genus between the input genome and Thermoanaerobaculum_aquaticum--RS_GCF_000687145.1 as POCP was;	18.786008230452676%
POCP suggests seperate genus between the input genome and Patulibacter_medicamentivorans--RS_GCF_000240225.1 as POCP was;	10.432931156848829%
POCP suggests seperate genus between the input genome and Conexibacter_woesei--RS_GCF_000025265.1 as POCP was;	10.715552927261975%
POCP suggests seperate genus between the input genome and Gaiella_occulta--RS_GCF_003351045.1 as POCP was;	13.992570316646027%
POCP suggests seperate genus between the input genome and Rubrobacter_taiwanensis--RS_GCF_004337705.1 as POCP was;	15.749153750222696%
POCP suggests seperate genus between the input genome and Moorella_glycerini--RS_GCF_009735625.1 as POCP was;	17.899090157154674%
POCP suggests seperate genus between the input genome and Moorella_humiferrea--RS_GCF_002995755.1 as POCP was;	19.834710743801654%
POCP suggests seperate genus between the input genome and Moorella_thermoacetica--RS_GCF_001267405.1 as POCP was;	20.34998033818325%
POCP suggests seperate genus between the input genome and Thermaerobacter_subterraneus--RS_GCF_000183545.2 as POCP was;	18.34319526627219%
POCP suggests seperate genus between the input genome and Thermaerobacter_marianensis--RS_GCF_000184705.1 as POCP was;	18.18737270875764%
POCP suggests seperate genus between the input genome and Halorhodospira_halophila--RS_GCF_000015585.1 as POCP was;	17.87575150300601%
POCP suggests seperate genus between the input genome and Lujinxingia_litoralis--RS_GCF_003260125.1 as POCP was;	11.706473915776241%
POCP suggests seperate genus between the input genome and Geobacillus_stearothermophilus--RS_GCF_001277805.1 as POCP was;	15.535076170772994%
POCP suggests seperate genus between the input genome and Patulibacter_minatonensis--RS_GCF_000519325.1 as POCP was;	8.995127090741473%
POCP suggests seperate genus between the input genome and Rubrobacter_radiotolerans--RS_GCF_900175965.1 as POCP was;	13.602623856378388%
POCP suggests seperate genus between the input genome and Thiohalocapsa_marina--RS_GCF_008632335.1 as POCP was;	16.28017789072427%
POCP suggests seperate genus between the input genome and Inmirania_thermothiophila--RS_GCF_003751635.1 as POCP was;	21.689634511683643%
POCP suggests seperate genus between the input genome and Halorhodospira_halochloris--RS_GCF_002356555.2 as POCP was;	15.426781519185592%
POCP suggests seperate genus between the input genome and Deferribacter_desulfuricans--RS_GCF_000010985.1 as POCP was;	15.452361889511609%
POCP suggests seperate genus between the input genome and Desulfohalovibrio_reitneri--RS_GCF_000711295.1 as POCP was;	17.76189646156528%
