#Matching species	POCP (%)
POCP suggests seperate genus between the input genome and Geobacter_uraniireducens--RS_GCF_000016745.1 as POCP was;	16.67363725080162%
POCP suggests seperate genus between the input genome and Geobacter_lovleyi--RS_GCF_000020385.1 as POCP was;	17.694369973190348%
POCP suggests seperate genus between the input genome and Pelobacter_propionicus--RS_GCF_000015045.1 as POCP was;	17.4980574980575%
POCP suggests seperate genus between the input genome and Geobacter_metallireducens--GB_GCA_011046855.1 as POCP was;	19.042571983748456%
POCP suggests seperate genus between the input genome and Geobacter_argillaceus--RS_GCF_007830735.1 as POCP was;	17.752467729688686%
POCP suggests seperate genus between the input genome and Desulfuromonas_acetexigens--RS_GCF_900111775.1 as POCP was;	18.63560732113145%
POCP suggests seperate genus between the input genome and Desulfuromonas_acetoxidans--RS_GCF_000167355.1 as POCP was;	17.166167166167163%
POCP suggests seperate genus between the input genome and Desulfuromonas_thiophila--RS_GCF_900101955.1 as POCP was;	18.83602044828942%
POCP suggests seperate genus between the input genome and Desulfonatronovibrio_hydrogenovorans--RS_GCF_000686525.1 as POCP was;	16.962119798469864%
POCP suggests seperate genus between the input genome and Desulfobacterium_autotrophicum--RS_GCF_000020365.1 as POCP was;	13.603281725552469%
POCP suggests seperate genus between the input genome and Desulforegula_conservatrix--RS_GCF_000426225.1 as POCP was;	14.601631116687578%
POCP suggests seperate genus between the input genome and Desulfatibacillum_alkenivorans--RS_GCF_900142135.1 as POCP was;	14.245667686034658%
POCP suggests seperate genus between the input genome and Desulfatiglans_anilini--RS_GCF_000422285.1 as POCP was;	16.026812918951858%
POCP suggests seperate genus between the input genome and Geobacter_thiogenes--RS_GCF_900167465.1 as POCP was;	18.08816078365141%
POCP suggests seperate genus between the input genome and Geobacter_pelophilus--RS_GCF_002117975.1 as POCP was;	17.825814536340854%
POCP suggests seperate genus between the input genome and Geobacter_pickeringii--RS_GCF_000817955.1 as POCP was;	19.16006071850228%
POCP suggests seperate genus between the input genome and Geobacter_sulfurreducens--RS_GCF_000007985.2 as POCP was;	19.615957622910113%
POCP suggests seperate genus between the input genome and Geoalkalibacter_ferrihydriticus--RS_GCF_000820505.1 as POCP was;	18.784801834261383%
POCP suggests seperate genus between the input genome and Geothermobacter_ehrlichii--RS_GCF_008124615.1 as POCP was;	19.484702093397747%
POCP suggests seperate genus between the input genome and Desulfonatronovibrio_magnus--RS_GCF_000934755.1 as POCP was;	13.929098966026586%
POCP suggests seperate genus between the input genome and Desulfoluna_butyratoxydans--RS_GCF_900699765.1 as POCP was;	13.227717671303452%
POCP suggests seperate genus between the input genome and Desulfatibacillum_aliphaticivorans--RS_GCF_000429905.1 as POCP was;	13.88888888888889%
POCP suggests seperate genus between the input genome and Geomonas_oryzae--RS_GCF_004117875.1 as POCP was;	17.4110411480451%
POCP suggests seperate genus between the input genome and Geomonas_edaphica--RS_GCF_004917075.1 as POCP was;	17.429290685621204%
POCP suggests seperate genus between the input genome and Geomonas_ferrireducens--RS_GCF_004917065.1 as POCP was;	17.216009417304296%
POCP suggests seperate genus between the input genome and Geobacter_daltonii--RS_GCF_000022265.1 as POCP was;	18.0114604305405%
POCP suggests seperate genus between the input genome and Geobacter_toluenoxydans--GB_GCA_001311985.1 as POCP was;	17.243957139297283%
