#Matching species	POCP (%)
POCP suggests seperate genus between the input genome and Desulfatiglans_anilini--RS_GCF_000422285.1 as POCP was;	13.243064729194188%
POCP suggests seperate genus between the input genome and Desulfobacca_acetoxidans--GB_GCA_011333555.1 as POCP was;	14.097527155072797%
POCP suggests seperate genus between the input genome and Dethiosulfatarculus_sandiegensis--RS_GCF_000931935.2 as POCP was;	10.93306863301191%
POCP suggests seperate genus between the input genome and Desulforhopalus_singaporensis--RS_GCF_900104445.1 as POCP was;	11.08534322820037%
POCP suggests seperate genus between the input genome and Desulfobulbus_mediterraneus--RS_GCF_000429965.1 as POCP was;	11.830097892815662%
POCP suggests seperate genus between the input genome and Syntrophobacter_fumaroxidans--RS_GCF_000014965.1 as POCP was;	13.33758774728781%
POCP suggests seperate genus between the input genome and Geobacter_thiogenes--RS_GCF_900167465.1 as POCP was;	13.55994827267689%
POCP suggests seperate genus between the input genome and Geobacter_metallireducens--GB_GCA_011046855.1 as POCP was;	15.486124587618862%
POCP suggests seperate genus between the input genome and Thermosulfuriphilus_ammonigenes--RS_GCF_011207455.1 as POCP was;	15.744186046511627%
POCP suggests seperate genus between the input genome and Desulfarculus_baarsii--RS_GCF_000143965.1 as POCP was;	12.21359940872136%
POCP suggests seperate genus between the input genome and Desulfotalea_psychrophila--RS_GCF_000025945.1 as POCP was;	11.324626865671641%
POCP suggests seperate genus between the input genome and Desulfacinum_infernum--RS_GCF_900129305.1 as POCP was;	14.59487534626039%
POCP suggests seperate genus between the input genome and Geobacter_uraniireducens--RS_GCF_000016745.1 as POCP was;	12.588147036759189%
POCP suggests seperate genus between the input genome and Geoalkalibacter_subterraneus--RS_GCF_000827125.1 as POCP was;	14.207938180540921%
POCP suggests seperate genus between the input genome and Flavobacterium_faecale--RS_GCF_003076455.1 as POCP was;	6.808223795079204%
POCP suggests seperate genus between the input genome and Flavobacterium_frigidarium--RS_GCF_000425505.1 as POCP was;	8.301671732522795%
POCP suggests seperate genus between the input genome and Balneola_vulgaris--RS_GCF_000375465.1 as POCP was;	12.795275590551181%
POCP suggests seperate genus between the input genome and Rhodothermus_marinus--RS_GCF_000024845.1 as POCP was;	15.068493150684931%
POCP suggests seperate genus between the input genome and Rhodothermus_profundi--RS_GCF_900142415.1 as POCP was;	15.288741171582885%
POCP suggests seperate genus between the input genome and Chlorobium_phaeobacteroides--RS_GCF_000020545.1 as POCP was;	12.598257913745487%
POCP suggests seperate genus between the input genome and Chlorobium_limicola--RS_GCF_000020465.1 as POCP was;	12.798634812286688%
POCP suggests seperate genus between the input genome and Chlorobaculum_tepidum--RS_GCF_000006985.1 as POCP was;	13.942774005819592%
POCP suggests seperate genus between the input genome and Ignavibacterium_album--GB_GCA_011329055.1 as POCP was;	16.559391456992394%
POCP suggests seperate genus between the input genome and Syntrophorhabdus_aromaticivorans--RS_GCF_000512235.1 as POCP was;	12.75039191778436%
POCP suggests seperate genus between the input genome and Hippea_maritima--RS_GCF_000194135.1 as POCP was;	13.551401869158877%
POCP suggests seperate genus between the input genome and Pseudodesulfovibrio_indicus--RS_GCF_001563225.1 as POCP was;	10.872974385781495%
POCP suggests seperate genus between the input genome and Desulfopila_aestuarii--RS_GCF_900143695.1 as POCP was;	11.651937457511895%
POCP suggests seperate genus between the input genome and Deferribacter_desulfuricans--RS_GCF_000010985.1 as POCP was;	13.942832205978616%
POCP suggests seperate genus between the input genome and Hippea_alviniae--RS_GCF_000420385.1 as POCP was;	13.807315816589385%
POCP suggests seperate genus between the input genome and Hippea_jasoniae--RS_GCF_000744435.1 as POCP was;	13.500784929356357%
POCP suggests seperate genus between the input genome and Desulfovibrio_desulfuricans--RS_GCF_000022125.1 as POCP was;	9.949036117881676%
POCP suggests seperate genus between the input genome and Desulfovibrio_vulgaris--RS_GCF_000195755.1 as POCP was;	11.154129793510323%
POCP suggests seperate genus between the input genome and Pseudodesulfovibrio_piezophilus--RS_GCF_000341895.1 as POCP was;	10.960161556820267%
POCP suggests seperate genus between the input genome and Desulfobacula_toluolica--RS_GCF_000307105.1 as POCP was;	10.876720526630761%
POCP suggests seperate genus between the input genome and Desulforegula_conservatrix--RS_GCF_000426225.1 as POCP was;	10.480572597137014%
