#Matching species	POCP (%)
POCP suggests seperate genus between the input genome and Sulfurivirga_caldicuralii--RS_GCF_900141795.1 as POCP was;	14.911781445645989%
POCP suggests seperate genus between the input genome and Thiohalophilus_thiocyanatoxydans--RS_GCF_004366735.1 as POCP was;	14.672721578452865%
POCP suggests seperate genus between the input genome and Methylomagnum_ishizawai--RS_GCF_900155475.1 as POCP was;	11.901063448440674%
POCP suggests seperate genus between the input genome and Immundisolibacter_cernigliae--RS_GCF_001697225.1 as POCP was;	14.086408640864088%
POCP suggests seperate genus between the input genome and Bacteriovorax_stolpii--RS_GCF_002872415.1 as POCP was;	8.037889039242218%
POCP suggests seperate genus between the input genome and Geomonas_oryzae--RS_GCF_004117875.1 as POCP was;	16.268064969945005%
POCP suggests seperate genus between the input genome and Geomonas_ferrireducens--RS_GCF_004917065.1 as POCP was;	16.375545851528383%
POCP suggests seperate genus between the input genome and Geobacter_uraniireducens--RS_GCF_000016745.1 as POCP was;	16.04802156070072%
POCP suggests seperate genus between the input genome and Geobacter_thiogenes--RS_GCF_900167465.1 as POCP was;	16.78483576906381%
POCP suggests seperate genus between the input genome and Geobacter_metallireducens--GB_GCA_011046855.1 as POCP was;	17.471056983912195%
POCP suggests seperate genus between the input genome and Geoalkalibacter_ferrihydriticus--RS_GCF_000820505.1 as POCP was;	18.136978579481397%
POCP suggests seperate genus between the input genome and Inmirania_thermothiophila--RS_GCF_003751635.1 as POCP was;	17.465528562048586%
POCP suggests seperate genus between the input genome and Thioalbus_denitrificans--RS_GCF_003337735.1 as POCP was;	14.804356595401371%
POCP suggests seperate genus between the input genome and Geomonas_edaphica--RS_GCF_004917075.1 as POCP was;	16.634379439493735%
POCP suggests seperate genus between the input genome and Geobacter_daltonii--RS_GCF_000022265.1 as POCP was;	16.59728749832147%
POCP suggests seperate genus between the input genome and Geobacter_lovleyi--RS_GCF_000020385.1 as POCP was;	16.58709589414814%
POCP suggests seperate genus between the input genome and Geobacter_pickeringii--RS_GCF_000817955.1 as POCP was;	17.92166498048851%
POCP suggests seperate genus between the input genome and Geoalkalibacter_subterraneus--RS_GCF_000827125.1 as POCP was;	17.130144605116797%
POCP suggests seperate genus between the input genome and Geothermobacter_ehrlichii--RS_GCF_008124615.1 as POCP was;	18.83264933880529%
POCP suggests seperate genus between the input genome and Vulgatibacter_incomptus--RS_GCF_001263175.1 as POCP was;	13.440860215053762%
POCP suggests seperate genus between the input genome and Thermosulfuriphilus_ammonigenes--RS_GCF_011207455.1 as POCP was;	17.54053121766126%
POCP suggests seperate genus between the input genome and Alcanivorax_borkumensis--RS_GCF_000009365.1 as POCP was;	12.327063578423752%
POCP suggests seperate genus between the input genome and Desulfopila_aestuarii--RS_GCF_900143695.1 as POCP was;	13.633796453179714%
POCP suggests seperate genus between the input genome and Vibrio_pectenicida--RS_GCF_003937805.1 as POCP was;	9.774733236727704%
POCP suggests seperate genus between the input genome and Marinobacterium_georgiense--RS_GCF_900107855.1 as POCP was;	11.819552996023583%
POCP suggests seperate genus between the input genome and Haliea_salexigens--RS_GCF_000423125.1 as POCP was;	11.569148936170212%
POCP suggests seperate genus between the input genome and Microbulbifer_thermotolerans--RS_GCF_900112305.1 as POCP was;	12.545113324671576%
POCP suggests seperate genus between the input genome and Microbulbifer_flavimaris--RS_GCF_001641755.2 as POCP was;	13.531940121535497%
POCP suggests seperate genus between the input genome and Microbulbifer_yueqingensis--RS_GCF_900100355.1 as POCP was;	13.066509711595057%
POCP suggests seperate genus between the input genome and Alcanivorax_sediminis--RS_GCF_009601165.1 as POCP was;	11.574468085106384%
POCP suggests seperate genus between the input genome and Marichromatium_purpuratum--RS_GCF_000224005.2 as POCP was;	14.817507634142796%
POCP suggests seperate genus between the input genome and Marichromatium_gracile--RS_GCF_004343155.1 as POCP was;	14.70376243332853%
POCP suggests seperate genus between the input genome and Thiohalocapsa_marina--RS_GCF_008632335.1 as POCP was;	14.605067064083457%
