#Matching species	POCP (%)
POCP suggests seperate genus between the input genome and Desulfuromonas_thiophila--RS_GCF_900101955.1 as POCP was;	14.789012738853502%
POCP suggests seperate genus between the input genome and Aerococcus_urinaehominis--RS_GCF_001543245.1 as POCP was;	7.507721549061534%
POCP suggests seperate genus between the input genome and Ureibacillus_thermosphaericus--RS_GCF_012396605.1 as POCP was;	9.938001458789204%
POCP suggests seperate genus between the input genome and Psychrobacillus_glaciei--RS_GCF_008973485.1 as POCP was;	8.784489187173751%
POCP suggests seperate genus between the input genome and Paenisporosarcina_indica--RS_GCF_001939075.1 as POCP was;	8.96086813548175%
POCP suggests seperate genus between the input genome and Planococcus_versutus--RS_GCF_001186155.3 as POCP was;	9.162125340599456%
POCP suggests seperate genus between the input genome and Planococcus_halocryophilus--RS_GCF_001687585.2 as POCP was;	9.623573496848918%
POCP suggests seperate genus between the input genome and Caldibacillus_thermoamylovorans--RS_GCF_000751775.1 as POCP was;	9.572165806559015%
POCP suggests seperate genus between the input genome and Geobacillus_thermodenitrificans--RS_GCF_000496575.1 as POCP was;	11.205145565335139%
POCP suggests seperate genus between the input genome and Geobacillus_subterraneus--RS_GCF_001618685.1 as POCP was;	11.448715796541883%
POCP suggests seperate genus between the input genome and Gracilibacillus_massiliensis--RS_GCF_001458115.1 as POCP was;	8.015625%
POCP suggests seperate genus between the input genome and Gracilibacillus_halotolerans--RS_GCF_014206945.1 as POCP was;	8.77802885451069%
POCP suggests seperate genus between the input genome and Gracilibacillus_ureilyticus--RS_GCF_900111195.1 as POCP was;	8.133312949090353%
POCP suggests seperate genus between the input genome and Halobacillus_litoralis--RS_GCF_009856355.1 as POCP was;	9.041563275434243%
POCP suggests seperate genus between the input genome and Filobacillus_milosensis--RS_GCF_004402015.1 as POCP was;	8.796374013765318%
POCP suggests seperate genus between the input genome and Piscibacillus_halophilus--RS_GCF_900110685.1 as POCP was;	9.517045454545455%
POCP suggests seperate genus between the input genome and Halalkalibacillus_sediminis--RS_GCF_002844535.1 as POCP was;	9.465095194922938%
POCP suggests seperate genus between the input genome and Melghiribacillus_thermohalophilus--RS_GCF_004342905.1 as POCP was;	10.486622373855269%
POCP suggests seperate genus between the input genome and Tepidibacillus_fermentans--RS_GCF_004342885.1 as POCP was;	12.502516609623516%
POCP suggests seperate genus between the input genome and Vulcanibacillus_modesticaldus--RS_GCF_001730235.1 as POCP was;	12.479026845637584%
POCP suggests seperate genus between the input genome and Desulfosporosinus_lacus--RS_GCF_900129935.1 as POCP was;	10.969813744380218%
POCP suggests seperate genus between the input genome and Desulfosporosinus_fructosivorans--RS_GCF_004766045.1 as POCP was;	10.8982748364069%
POCP suggests seperate genus between the input genome and Desulfosporosinus_hippei--RS_GCF_900100785.1 as POCP was;	11.1781206171108%
POCP suggests seperate genus between the input genome and Thermoanaerobaculum_aquaticum--RS_GCF_000687145.1 as POCP was;	16.697322705906398%
POCP suggests seperate genus between the input genome and Anoxybacter_fermentans--RS_GCF_003991135.1 as POCP was;	14.783214347901794%
POCP suggests seperate genus between the input genome and Patulibacter_minatonensis--RS_GCF_000519325.1 as POCP was;	6.963021243115657%
POCP suggests seperate genus between the input genome and Patulibacter_medicamentivorans--RS_GCF_000240225.1 as POCP was;	7.88358293303193%
POCP suggests seperate genus between the input genome and Moorella_humiferrea--RS_GCF_002995755.1 as POCP was;	15.297937356760885%
POCP suggests seperate genus between the input genome and Thermaerobacter_subterraneus--RS_GCF_000183545.2 as POCP was;	13.9440616132955%
POCP suggests seperate genus between the input genome and Thermaerobacter_marianensis--RS_GCF_000184705.1 as POCP was;	14.404207970867894%
POCP suggests seperate genus between the input genome and Psychrobacillus_insolitus--RS_GCF_003254155.1 as POCP was;	9.117445054945055%
POCP suggests seperate genus between the input genome and Planococcus_citreus--RS_GCF_003664125.1 as POCP was;	9.601600266711118%
POCP suggests seperate genus between the input genome and Caldibacillus_debilis--RS_GCF_000383875.1 as POCP was;	10.588455772113942%
POCP suggests seperate genus between the input genome and Geobacillus_stearothermophilus--RS_GCF_001277805.1 as POCP was;	11.962616822429908%
POCP suggests seperate genus between the input genome and Halobacillus_halophilus--RS_GCF_000284515.1 as POCP was;	8.825301204819278%
POCP suggests seperate genus between the input genome and Piscibacillus_salipiscarius--GB_GCA_001311865.1 as POCP was;	9.383561643835616%
POCP suggests seperate genus between the input genome and Halalkalibacillus_halophilus--RS_GCF_000423105.1 as POCP was;	9.262048192771084%
POCP suggests seperate genus between the input genome and Desulfosporosinus_orientis--RS_GCF_000235605.1 as POCP was;	11.691075228439104%
POCP suggests seperate genus between the input genome and Desulfonatronum_lacustre--RS_GCF_000519265.1 as POCP was;	13.625552157662248%
POCP suggests seperate genus between the input genome and Desulfobacca_acetoxidans--GB_GCA_011333555.1 as POCP was;	15.315315315315313%
POCP suggests seperate genus between the input genome and Geoalkalibacter_subterraneus--RS_GCF_000827125.1 as POCP was;	14.837133550488598%
POCP suggests seperate genus between the input genome and Desulfuromonas_acetoxidans--RS_GCF_000167355.1 as POCP was;	12.78600269179004%
