#Matching species	POCP (%)
POCP suggests seperate genus between the input genome and Lihuaxuella_thermophila--RS_GCF_900110165.1 as POCP was;	11.470785762256549%
POCP suggests seperate genus between the input genome and Staphylospora_marina--RS_GCF_003856495.1 as POCP was;	12.280701754385964%
POCP suggests seperate genus between the input genome and Alicyclobacillus_acidiphilus--RS_GCF_001544355.1 as POCP was;	10.684451630288331%
POCP suggests seperate genus between the input genome and Alicyclobacillus_sacchari--RS_GCF_004366795.1 as POCP was;	11.508176862507572%
POCP suggests seperate genus between the input genome and Kyrpidia_spormannii--RS_GCF_002804065.1 as POCP was;	12.604076945162216%
POCP suggests seperate genus between the input genome and Desulfotomaculum_ferrireducens--RS_GCF_002005145.1 as POCP was;	13.371495670042567%
POCP suggests seperate genus between the input genome and Desulfotomaculum_reducens--RS_GCF_000016165.1 as POCP was;	12.482682183430313%
POCP suggests seperate genus between the input genome and Desulfotomaculum_aeronauticum--RS_GCF_900142375.1 as POCP was;	12.462006079027356%
POCP suggests seperate genus between the input genome and Hydrogenispora_ethanolica--RS_GCF_004340685.1 as POCP was;	12.10390773709551%
POCP suggests seperate genus between the input genome and Geobacillus_lituanicus--GB_GCA_002243605.1 as POCP was;	11.627906976744185%
POCP suggests seperate genus between the input genome and Melghirimyces_profundicolus--RS_GCF_003054245.1 as POCP was;	12.00758088533911%
POCP suggests seperate genus between the input genome and Alicyclobacillus_hesperidum--RS_GCF_900107035.1 as POCP was;	11.589302182600676%
POCP suggests seperate genus between the input genome and Kyrpidia_tusciae--RS_GCF_000092905.1 as POCP was;	12.603246938194246%
POCP suggests seperate genus between the input genome and Desulfotomaculum_profundi--RS_GCF_002607855.1 as POCP was;	13.647611977233359%
POCP suggests seperate genus between the input genome and Desulfotomaculum_aquiferis--GB_GCA_004143605.1 as POCP was;	13.006949486567784%
POCP suggests seperate genus between the input genome and Desulfotomaculum_hydrothermale--RS_GCF_000315365.1 as POCP was;	14.542586750788644%
POCP suggests seperate genus between the input genome and Desulfofundulus_australicus--RS_GCF_900129285.1 as POCP was;	15.198906771940479%
POCP suggests seperate genus between the input genome and Desulfofundulus_thermosubterraneus--RS_GCF_900142025.1 as POCP was;	15.561188564990847%
POCP suggests seperate genus between the input genome and Desulfofundulus_thermobenzoicus--RS_GCF_009428905.1 as POCP was;	14.837370242214531%
POCP suggests seperate genus between the input genome and Carboxydothermus_hydrogenoformans--RS_GCF_000012865.1 as POCP was;	13.896987366375122%
POCP suggests seperate genus between the input genome and Carboxydothermus_pertinax--RS_GCF_001950255.1 as POCP was;	13.563659628918746%
POCP suggests seperate genus between the input genome and Caldanaerobacter_subterraneus--RS_GCF_004345675.1 as POCP was;	14.260647631201149%
POCP suggests seperate genus between the input genome and Melghirimyces_algeriensis--RS_GCF_900182565.1 as POCP was;	11.273456524853174%
POCP suggests seperate genus between the input genome and Alicyclobacillus_acidocaldarius--RS_GCF_000024285.1 as POCP was;	11.696845794392523%
POCP suggests seperate genus between the input genome and Desulfotomaculum_nigrificans--RS_GCF_000189755.2 as POCP was;	14.159952253058789%
POCP suggests seperate genus between the input genome and Desulfofundulus_kuznetsovii--GB_GCA_000214705.1 as POCP was;	14.74279409736588%
POCP suggests seperate genus between the input genome and Geobacillus_kaustophilus--RS_GCF_000948285.1 as POCP was;	11.209439528023598%
POCP suggests seperate genus between the input genome and Geobacillus_vulcani--RS_GCF_000733845.1 as POCP was;	11.416878351679367%
POCP suggests seperate genus between the input genome and Geobacillus_proteiniphilus--RS_GCF_001908025.1 as POCP was;	11.519978031031169%
POCP suggests seperate genus between the input genome and Geobacillus_thermocatenulatus--RS_GCF_002217655.1 as POCP was;	11.300757054370267%
POCP suggests seperate genus between the input genome and Geobacillus_stearothermophilus--RS_GCF_001277805.1 as POCP was;	11.966075558982267%
POCP suggests seperate genus between the input genome and Geobacillus_icigianus--RS_GCF_000750005.1 as POCP was;	10.955215419501133%
POCP suggests seperate genus between the input genome and Thermoflavimicrobium_dichotomicum--RS_GCF_900114055.1 as POCP was;	10.730027548209366%
