#Matching species	POCP (%)
POCP suggests the input genome and Altererythrobacter_rhizovicinus--RS_GCF_004135625.1 belong to the same genus with a POCP was;	62.83389350787193%
POCP suggests the input genome and Altererythrobacter_atlanticus--RS_GCF_001008165.2 belong to the same genus with a POCP was;	55.23265306122449%
POCP suggests seperate genus between the input genome and Caenibius_tardaugens--RS_GCF_003860345.1 as POCP was;	46.93555332280752%
POCP suggests seperate genus between the input genome and Novosphingobium_malaysiense--RS_GCF_000802225.1 as POCP was;	47.8076003188945%
POCP suggests the input genome and Erythrobacter_longus--RS_GCF_000715015.1 belong to the same genus with a POCP was;	68.35218093699515%
POCP suggests the input genome and Erythrobacter_insulae--RS_GCF_007004095.1 belong to the same genus with a POCP was;	72.41500792672187%
POCP suggests the input genome and Erythrobacter_litoralis--RS_GCF_000013005.1 belong to the same genus with a POCP was;	65.82430806257521%
POCP suggests the input genome and Parapontixanthobacter_aurantiacus--RS_GCF_009827635.1 belong to the same genus with a POCP was;	59.83241219468711%
POCP suggests the input genome and Altererythrobacter_xiamenensis--RS_GCF_900177715.1 belong to the same genus with a POCP was;	68.42195540308748%
POCP suggests the input genome and Altererythrobacter_ishigakiensis--RS_GCF_001663155.1 belong to the same genus with a POCP was;	70.84564254062037%
POCP suggests the input genome and Qipengyuania_sediminis--RS_GCF_004358425.1 belong to the same genus with a POCP was;	60.36279428791972%
POCP suggests the input genome and Altererythrobacter_soli--RS_GCF_009828065.1 belong to the same genus with a POCP was;	55.45215100965759%
POCP suggests the input genome and Altererythrobacter_salegens--RS_GCF_009827435.1 belong to the same genus with a POCP was;	51.49795017344686%
POCP suggests the input genome and Croceicoccus_marinus--RS_GCF_001661675.2 belong to the same genus with a POCP was;	50.43504350435043%
