#Matching species	POCP (%)
POCP suggests seperate genus between the input genome and Methanolobus_psychrotolerans--RS_GCF_002243045.1 as POCP was;	14.056821935910142%
POCP suggests seperate genus between the input genome and Methanolobus_zinderi--RS_GCF_013388255.1 as POCP was;	14.908456843940716%
POCP suggests seperate genus between the input genome and Methanomethylovorans_hollandica--RS_GCF_000328665.1 as POCP was;	14.055662524067916%
POCP suggests seperate genus between the input genome and Thermococcus_barossii--RS_GCF_002214465.1 as POCP was;	13.480727841909607%
POCP suggests seperate genus between the input genome and Thermococcus_piezophilus--RS_GCF_001647085.1 as POCP was;	13.04022450888681%
POCP suggests seperate genus between the input genome and Thermococcus_profundus--RS_GCF_002214585.1 as POCP was;	12.81262023855329%
POCP suggests seperate genus between the input genome and Thermococcus_siculi--RS_GCF_002214505.1 as POCP was;	13.291139240506327%
POCP suggests seperate genus between the input genome and Thermococcus_celer--RS_GCF_002214365.1 as POCP was;	13.351767726644281%
POCP suggests seperate genus between the input genome and Thermococcus_thioreducens--RS_GCF_002214545.1 as POCP was;	12.999071494893222%
POCP suggests seperate genus between the input genome and Thermococcus_celericrescens--RS_GCF_001484195.1 as POCP was;	12.841918294849023%
POCP suggests seperate genus between the input genome and Thermococcus_cleftensis--RS_GCF_000265525.1 as POCP was;	12.796116504854368%
POCP suggests seperate genus between the input genome and Thermococcus_kodakarensis--RS_GCF_000009965.1 as POCP was;	13.323436630172575%
POCP suggests seperate genus between the input genome and Thermococcus_peptonophilus--RS_GCF_001592435.1 as POCP was;	13.615114920140241%
POCP suggests seperate genus between the input genome and Thermococcus_gammatolerans--RS_GCF_000022365.1 as POCP was;	12.742857142857142%
POCP suggests seperate genus between the input genome and Thermococcus_eurythermalis--RS_GCF_000769655.1 as POCP was;	12.698412698412698%
POCP suggests seperate genus between the input genome and Thermococcus_nautili--RS_GCF_000585495.1 as POCP was;	12.897089594825948%
POCP suggests seperate genus between the input genome and Thermococcus_guaymasensis--RS_GCF_000816105.1 as POCP was;	12.449334105385061%
POCP suggests seperate genus between the input genome and Thermococcus_zilligii--RS_GCF_000258515.1 as POCP was;	13.620724549686297%
POCP suggests seperate genus between the input genome and Thermococcus_pacificus--RS_GCF_002214485.1 as POCP was;	13.333333333333334%
POCP suggests seperate genus between the input genome and Thermococcus_gorgonarius--RS_GCF_002214385.1 as POCP was;	13.056680161943321%
POCP suggests seperate genus between the input genome and Thermococcus_barophilus--RS_GCF_000151105.2 as POCP was;	13.935508202904018%
POCP suggests seperate genus between the input genome and Thermococcus_paralvinellae--RS_GCF_000517445.1 as POCP was;	13.891020721412126%
POCP suggests seperate genus between the input genome and Palaeococcus_ferrophilus--RS_GCF_000966265.1 as POCP was;	13.412155920931093%
POCP suggests seperate genus between the input genome and Palaeococcus_pacificus--RS_GCF_000725425.1 as POCP was;	14.844058428740622%
POCP suggests seperate genus between the input genome and Methanocaldococcus_infernus--RS_GCF_000092305.1 as POCP was;	11.780219780219781%
POCP suggests seperate genus between the input genome and Acidiplasma_aeolicum--RS_GCF_001402945.1 as POCP was;	9.617352158788622%
POCP suggests seperate genus between the input genome and Picrophilus_oshimae--RS_GCF_900176435.1 as POCP was;	10.317460317460316%
POCP suggests seperate genus between the input genome and Cuniculiplasma_divulgatum--RS_GCF_900083515.1 as POCP was;	9.690230341540905%
POCP suggests seperate genus between the input genome and Thermogymnomonas_acidicola--RS_GCF_001316105.1 as POCP was;	10.716550412175016%
POCP suggests seperate genus between the input genome and Thermoplasma_acidophilum--RS_GCF_000195915.1 as POCP was;	10.912613000430477%
POCP suggests seperate genus between the input genome and Thermoplasma_volcanium--RS_GCF_000011185.1 as POCP was;	10.818837505303351%
POCP suggests seperate genus between the input genome and Methanomassiliicoccus_luminyensis--RS_GCF_000308215.1 as POCP was;	17.662612374405075%
POCP suggests seperate genus between the input genome and Methanoculleus_bourgensis--RS_GCF_000304355.2 as POCP was;	14.08695652173913%
POCP suggests seperate genus between the input genome and Methanolobus_tindarius--RS_GCF_000504205.1 as POCP was;	13.764510779436154%
POCP suggests seperate genus between the input genome and Methanocaldococcus_jannaschii--RS_GCF_000091665.1 as POCP was;	11.22551988693721%
POCP suggests seperate genus between the input genome and Methanoregula_boonei--RS_GCF_000017625.1 as POCP was;	12.098501070663811%
POCP suggests seperate genus between the input genome and Methanoregula_formicica--RS_GCF_000327485.1 as POCP was;	12.39086635325722%
POCP suggests seperate genus between the input genome and Methanolinea_tarda--GB_GCA_000235685.2 as POCP was;	14.121766193347598%
POCP suggests seperate genus between the input genome and Methanosphaerula_palustris--RS_GCF_000021965.1 as POCP was;	12.502134927412467%
POCP suggests seperate genus between the input genome and Methanoculleus_thermophilus--RS_GCF_001571405.1 as POCP was;	13.452157598499062%
