#Matching species	POCP (%)
POCP suggests seperate genus between the input genome and Thermodesulfobacterium_commune--RS_GCF_000734015.1 as POCP was;	13.608298345270436%
POCP suggests seperate genus between the input genome and Thermodesulfobacterium_hveragerdense--RS_GCF_000423845.1 as POCP was;	13.973147687717555%
POCP suggests seperate genus between the input genome and Thermodesulfobacterium_thermophilum--RS_GCF_000421605.1 as POCP was;	13.813517513566847%
POCP suggests seperate genus between the input genome and Caldimicrobium_thiodismutans--RS_GCF_001548275.1 as POCP was;	13.733170134638922%
POCP suggests seperate genus between the input genome and Thermosulfurimonas_marina--RS_GCF_012317585.1 as POCP was;	18.11965811965812%
POCP suggests seperate genus between the input genome and Thermodesulfatator_autotrophicus--RS_GCF_001642325.1 as POCP was;	15.091395452518949%
POCP suggests seperate genus between the input genome and Thermosulfuriphilus_ammonigenes--RS_GCF_011207455.1 as POCP was;	17.06013363028953%
POCP suggests seperate genus between the input genome and Thermosulfurimonas_dismutans--RS_GCF_001652585.1 as POCP was;	16.062884483937115%
POCP suggests seperate genus between the input genome and Thermodesulfatator_indicus--RS_GCF_000217795.1 as POCP was;	15.754779169413316%
POCP suggests seperate genus between the input genome and Geobacillus_proteiniphilus--RS_GCF_001908025.1 as POCP was;	16.27630685675492%
POCP suggests seperate genus between the input genome and Geobacillus_thermocatenulatus--RS_GCF_002217655.1 as POCP was;	16.121893088185224%
POCP suggests seperate genus between the input genome and Geobacillus_stearothermophilus--RS_GCF_001277805.1 as POCP was;	16.274047899489595%
POCP suggests seperate genus between the input genome and Geobacillus_thermodenitrificans--RS_GCF_000496575.1 as POCP was;	16.737438075017693%
POCP suggests seperate genus between the input genome and Geobacillus_subterraneus--RS_GCF_001618685.1 as POCP was;	16.646202420627958%
POCP suggests seperate genus between the input genome and Staphylospora_marina--RS_GCF_003856495.1 as POCP was;	18.257425742574256%
POCP suggests seperate genus between the input genome and Hippea_maritima--RS_GCF_000194135.1 as POCP was;	13.978228599703119%
POCP suggests seperate genus between the input genome and Thermus_antranikianii--RS_GCF_000423905.1 as POCP was;	22.699251431087628%
POCP suggests seperate genus between the input genome and Marinithermus_hydrothermalis--RS_GCF_000195335.1 as POCP was;	24.52954048140044%
POCP suggests seperate genus between the input genome and Thermanaeromonas_toyohensis--RS_GCF_900176005.1 as POCP was;	18.34927382217499%
POCP suggests seperate genus between the input genome and Desulfovirgula_thermocuniculi--RS_GCF_000429345.1 as POCP was;	18.477863154043174%
POCP suggests seperate genus between the input genome and Fervidicola_ferrireducens--RS_GCF_001562425.1 as POCP was;	16.42706131078224%
POCP suggests seperate genus between the input genome and Brockia_lithotrophica--GB_GCA_003050565.1 as POCP was;	18.55804268610099%
POCP suggests seperate genus between the input genome and Pseudothermotoga_elfii--RS_GCF_000504085.1 as POCP was;	14.720581553839162%
POCP suggests seperate genus between the input genome and Thermotoga_profunda--RS_GCF_000828675.1 as POCP was;	14.35374149659864%
POCP suggests seperate genus between the input genome and Thermotoga_caldifontis--RS_GCF_000828655.1 as POCP was;	15.9331607437044%
POCP suggests seperate genus between the input genome and Pseudothermotoga_hypogea--RS_GCF_000816145.1 as POCP was;	15.963718820861677%
POCP suggests seperate genus between the input genome and Pseudothermotoga_thermarum--RS_GCF_000217815.1 as POCP was;	15.460601883758326%
POCP suggests seperate genus between the input genome and Thermotoga_maritima--RS_GCF_000008545.1 as POCP was;	16.015344042196116%
POCP suggests seperate genus between the input genome and Thermotoga_neapolitana--RS_GCF_000018945.1 as POCP was;	16.066350710900473%
POCP suggests seperate genus between the input genome and Thermotoga_petrophila--RS_GCF_000016785.1 as POCP was;	16.257594167679223%
POCP suggests seperate genus between the input genome and Acetomicrobium_hydrogeniformans--RS_GCF_000160455.2 as POCP was;	16.312056737588655%
POCP suggests seperate genus between the input genome and Acetomicrobium_thermoterrenum--RS_GCF_900107215.1 as POCP was;	16.531681753215818%
POCP suggests seperate genus between the input genome and Thermus_aquaticus--RS_GCF_001280255.1 as POCP was;	21.324474924989286%
POCP suggests seperate genus between the input genome and Fulvimonas_soli--RS_GCF_003148905.1 as POCP was;	12.484327422532688%
POCP suggests seperate genus between the input genome and Inmirania_thermothiophila--RS_GCF_003751635.1 as POCP was;	18.394648829431436%
POCP suggests seperate genus between the input genome and Alkalispirillum_mobile--RS_GCF_003664325.1 as POCP was;	15.057217426219635%
POCP suggests seperate genus between the input genome and Hippea_alviniae--RS_GCF_000420385.1 as POCP was;	14.022593320235757%
POCP suggests seperate genus between the input genome and Geoalkalibacter_ferrihydriticus--RS_GCF_000820505.1 as POCP was;	15.04837595024188%
POCP suggests seperate genus between the input genome and Anaeromyxobacter_dehalogenans--RS_GCF_000013385.1 as POCP was;	14.315230224321132%
