#Matching species	POCP (%)
POCP suggests seperate genus between the input genome and Desulfonauticus_submarinus--RS_GCF_900104045.1 as POCP was;	12.480650154798761%
POCP suggests seperate genus between the input genome and Desulfobacca_acetoxidans--GB_GCA_011333555.1 as POCP was;	16.785312851255153%
POCP suggests seperate genus between the input genome and Geoalkalibacter_ferrihydriticus--RS_GCF_000820505.1 as POCP was;	18.12679679225299%
POCP suggests seperate genus between the input genome and Desulfuromonas_acetoxidans--RS_GCF_000167355.1 as POCP was;	14.380089107389768%
POCP suggests seperate genus between the input genome and Polyangium_fumosum--RS_GCF_005144585.1 as POCP was;	10.33969010727056%
POCP suggests seperate genus between the input genome and Thermosulfurimonas_dismutans--RS_GCF_001652585.1 as POCP was;	17.370441458733204%
POCP suggests seperate genus between the input genome and Thermodesulfatator_indicus--RS_GCF_000217795.1 as POCP was;	15.469099032017871%
POCP suggests seperate genus between the input genome and Thermodesulfatator_atlanticus--GB_GCA_011321895.1 as POCP was;	16.523647974456196%
POCP suggests seperate genus between the input genome and Desulfarculus_baarsii--RS_GCF_000143965.1 as POCP was;	16.176241631636305%
POCP suggests seperate genus between the input genome and Geoalkalibacter_subterraneus--RS_GCF_000827125.1 as POCP was;	17.375093214019387%
POCP suggests seperate genus between the input genome and Anaeromyxobacter_dehalogenans--RS_GCF_000013385.1 as POCP was;	20.810846386731605%
POCP suggests seperate genus between the input genome and Thermosulfurimonas_marina--RS_GCF_012317585.1 as POCP was;	19.83319772172498%
POCP suggests seperate genus between the input genome and Thermodesulfatator_autotrophicus--RS_GCF_001642325.1 as POCP was;	16.03542491049557%
POCP suggests seperate genus between the input genome and Thermosulfuriphilus_ammonigenes--RS_GCF_011207455.1 as POCP was;	18.094520805874602%
POCP suggests seperate genus between the input genome and Thermoanaerobaculum_aquaticum--RS_GCF_000687145.1 as POCP was;	21.986075485525834%
POCP suggests seperate genus between the input genome and Actinopolymorpha_singaporensis--RS_GCF_900104745.1 as POCP was;	14.113403223988277%
POCP suggests seperate genus between the input genome and Allostreptomyces_psammosilenae--RS_GCF_013407765.1 as POCP was;	13.375423827896643%
POCP suggests seperate genus between the input genome and Acidothermus_cellulolyticus--RS_GCF_000015025.1 as POCP was;	17.968456627863315%
POCP suggests seperate genus between the input genome and Egibacter_rhizosphaerae--RS_GCF_004322855.1 as POCP was;	17.72529858849077%
POCP suggests seperate genus between the input genome and Thermoleophilum_album--RS_GCF_900108055.1 as POCP was;	19.582295458900173%
POCP suggests seperate genus between the input genome and Moorella_thermoacetica--RS_GCF_001267405.1 as POCP was;	17.399718508092892%
POCP suggests seperate genus between the input genome and Thermaerobacter_subterraneus--RS_GCF_000183545.2 as POCP was;	22.385888343335154%
POCP suggests seperate genus between the input genome and Thermaerobacter_marianensis--RS_GCF_000184705.1 as POCP was;	22.839506172839506%
POCP suggests seperate genus between the input genome and Gemmatimonas_aurantiaca--RS_GCF_000010305.1 as POCP was;	26.315051199326696%
POCP suggests seperate genus between the input genome and Gemmatimonas_phototrophica--RS_GCF_000695095.2 as POCP was;	26.110876005078293%
POCP suggests seperate genus between the input genome and Longimicrobium_terrae--RS_GCF_014202995.1 as POCP was;	26.142971154942423%
POCP suggests seperate genus between the input genome and Hippea_maritima--RS_GCF_000194135.1 as POCP was;	12.625951059017067%
POCP suggests seperate genus between the input genome and Desulfohalovibrio_reitneri--RS_GCF_000711295.1 as POCP was;	16.148382004735595%
POCP suggests seperate genus between the input genome and Inmirania_thermothiophila--RS_GCF_003751635.1 as POCP was;	23.35414808206958%
POCP suggests seperate genus between the input genome and Hippea_alviniae--RS_GCF_000420385.1 as POCP was;	12.425914571837318%
POCP suggests seperate genus between the input genome and Desulfovibrio_vulgaris--RS_GCF_000195755.1 as POCP was;	14.980574980574982%
POCP suggests seperate genus between the input genome and Desulfovibrio_indonesiensis--RS_GCF_007625075.1 as POCP was;	13.443670150987225%
POCP suggests seperate genus between the input genome and Desulfovibrio_marinus--RS_GCF_013085545.1 as POCP was;	13.809261300992281%
POCP suggests seperate genus between the input genome and Desulfohalovibrio_alkalitolerans--RS_GCF_000422245.1 as POCP was;	15.41005291005291%
POCP suggests seperate genus between the input genome and Desulfovibrio_sulfodismutans--RS_GCF_013376455.1 as POCP was;	13.507042253521126%
