#Matching species	POCP (%)
POCP suggests seperate genus between the input genome and Methanobacterium_congolense--RS_GCF_900095295.1 as POCP was;	9.919210053859965%
POCP suggests seperate genus between the input genome and Methanobacterium_paludis--RS_GCF_000214725.1 as POCP was;	9.776413853572995%
POCP suggests seperate genus between the input genome and Methanothermobacter_marburgensis--RS_GCF_000145295.1 as POCP was;	10.779994817310184%
POCP suggests seperate genus between the input genome and Methanothermus_fervidus--RS_GCF_000166095.1 as POCP was;	12.306794983960339%
POCP suggests seperate genus between the input genome and Thermococcus_thioreducens--RS_GCF_002214545.1 as POCP was;	9.457013574660634%
POCP suggests seperate genus between the input genome and Thermococcus_celericrescens--RS_GCF_001484195.1 as POCP was;	9.003215434083602%
POCP suggests seperate genus between the input genome and Thermococcus_kodakarensis--RS_GCF_000009965.1 as POCP was;	9.855334538878843%
POCP suggests seperate genus between the input genome and Methanothermobacter_thermautotrophicus--RS_GCF_000008645.1 as POCP was;	10.659643842488087%
POCP suggests seperate genus between the input genome and Thermococcus_piezophilus--RS_GCF_001647085.1 as POCP was;	10.182648401826484%
POCP suggests seperate genus between the input genome and Thermococcus_cleftensis--RS_GCF_000265525.1 as POCP was;	9.725209080047788%
POCP suggests seperate genus between the input genome and Thermococcus_eurythermalis--RS_GCF_000769655.1 as POCP was;	10.022779043280181%
POCP suggests seperate genus between the input genome and Thermococcus_pacificus--RS_GCF_002214485.1 as POCP was;	10.098522167487685%
POCP suggests seperate genus between the input genome and Pyrococcus_furiosus--RS_GCF_000007305.1 as POCP was;	10.27771184429148%
POCP suggests seperate genus between the input genome and Pyrococcus_kukulkanii--RS_GCF_001577775.1 as POCP was;	10.344031401523896%
POCP suggests seperate genus between the input genome and Thermococcus_litoralis--RS_GCF_000246985.2 as POCP was;	9.635416666666668%
POCP suggests seperate genus between the input genome and Thermococcus_sibiricus--RS_GCF_000022545.1 as POCP was;	10.454985479186835%
POCP suggests seperate genus between the input genome and Archaeoglobus_fulgidus--GB_GCA_011048195.1 as POCP was;	9.704865727200213%
POCP suggests seperate genus between the input genome and Geoglobus_acetivorans--RS_GCF_000789255.1 as POCP was;	9.394427814874511%
POCP suggests seperate genus between the input genome and Geoglobus_ahangari--RS_GCF_001006045.1 as POCP was;	9.749034749034749%
POCP suggests seperate genus between the input genome and Archaeoglobus_sulfaticallidus--RS_GCF_000385565.1 as POCP was;	9.938030755106725%
POCP suggests seperate genus between the input genome and Methanococcus_vannielii--RS_GCF_000017165.1 as POCP was;	10.396681358568836%
POCP suggests seperate genus between the input genome and Methanococcus_aeolicus--RS_GCF_000017185.1 as POCP was;	10.478547854785479%
POCP suggests seperate genus between the input genome and Methanothermococcus_okinawensis--RS_GCF_000179575.2 as POCP was;	10.9375%
POCP suggests seperate genus between the input genome and Methanothermococcus_thermolithotrophicus--RS_GCF_000376965.1 as POCP was;	11.7243200422498%
POCP suggests seperate genus between the input genome and Methanofervidicoccus_abyssi--RS_GCF_004310395.1 as POCP was;	11.401425178147269%
POCP suggests seperate genus between the input genome and Methanotorris_formicicus--RS_GCF_000243455.1 as POCP was;	11.397690985015966%
POCP suggests seperate genus between the input genome and Methanotorris_igneus--RS_GCF_000214415.1 as POCP was;	11.212814645308924%
POCP suggests seperate genus between the input genome and Methanocaldococcus_fervens--RS_GCF_000023985.1 as POCP was;	11.41029058917622%
POCP suggests seperate genus between the input genome and Methanocaldococcus_bathoardescens--RS_GCF_000739065.1 as POCP was;	11.7243200422498%
POCP suggests seperate genus between the input genome and Methanocaldococcus_jannaschii--RS_GCF_000091665.1 as POCP was;	10.857572718154463%
POCP suggests seperate genus between the input genome and Methanocaldococcus_vulcanius--RS_GCF_000024625.1 as POCP was;	11.182851239669422%
POCP suggests seperate genus between the input genome and Methanocaldococcus_infernus--RS_GCF_000092305.1 as POCP was;	12.105997210599721%
POCP suggests seperate genus between the input genome and Methanocaldococcus_villosus--RS_GCF_000371805.1 as POCP was;	11.7512181140728%
POCP suggests seperate genus between the input genome and Methanobacterium_formicicum--GB_GCA_001316325.1 as POCP was;	8.956992888587877%
POCP suggests seperate genus between the input genome and Methanonatronarchaeum_thermophilum--RS_GCF_002153915.1 as POCP was;	9.043286462641301%
POCP suggests seperate genus between the input genome and Methanobrevibacter_smithii--RS_GCF_002252585.1 as POCP was;	9.248850281042412%
POCP suggests seperate genus between the input genome and Methanosphaera_cuniculi--RS_GCF_003149675.1 as POCP was;	8.874458874458876%
POCP suggests seperate genus between the input genome and Methanosphaera_stadtmanae--RS_GCF_000012545.1 as POCP was;	9.090909090909092%
POCP suggests seperate genus between the input genome and Methanobacterium_subterraneum--RS_GCF_002813695.1 as POCP was;	9.276764123983293%
