#Matching species	POCP (%)
POCP suggests seperate genus between the input genome and Exiguobacterium_indicum--RS_GCF_001939065.1 as POCP was;	12.131289762868711%
POCP suggests seperate genus between the input genome and Exiguobacterium_alkaliphilum--RS_GCF_000714435.1 as POCP was;	12.978912978912978%
POCP suggests seperate genus between the input genome and Exiguobacterium_mexicanum--RS_GCF_005960665.1 as POCP was;	12.29456384323641%
POCP suggests seperate genus between the input genome and Psychrobacillus_glaciei--RS_GCF_008973485.1 as POCP was;	10.537913156189243%
POCP suggests seperate genus between the input genome and Psychrobacillus_lasiicapitis--RS_GCF_006861795.1 as POCP was;	11.577496554316502%
POCP suggests seperate genus between the input genome and Sporosarcina_ureae--RS_GCF_002109325.1 as POCP was;	12.000583260425781%
POCP suggests seperate genus between the input genome and Filibacter_tadaridae--RS_GCF_900609045.1 as POCP was;	11.897203325774756%
POCP suggests seperate genus between the input genome and Paenisporosarcina_indica--RS_GCF_001939075.1 as POCP was;	11.435420191765369%
POCP suggests seperate genus between the input genome and Neobacillus_notoginsengisoli--RS_GCF_003515685.1 as POCP was;	10.919193139268026%
POCP suggests seperate genus between the input genome and Mesobacillus_zeae--RS_GCF_003570705.1 as POCP was;	10.921588594704684%
POCP suggests seperate genus between the input genome and Exiguobacterium_aurantiacum--RS_GCF_001766415.1 as POCP was;	12.696456086286595%
POCP suggests seperate genus between the input genome and Exiguobacterium_profundum--RS_GCF_001909285.1 as POCP was;	12.358190893964604%
POCP suggests seperate genus between the input genome and Chryseomicrobium_excrementi--RS_GCF_002798305.1 as POCP was;	13.37712271707786%
POCP suggests seperate genus between the input genome and Sporosarcina_luteola--RS_GCF_007991495.1 as POCP was;	11.327359283113973%
POCP suggests seperate genus between the input genome and Sporosarcina_koreensis--RS_GCF_000826145.2 as POCP was;	12.542477602718566%
POCP suggests seperate genus between the input genome and Planococcus_salinus--RS_GCF_003719725.1 as POCP was;	11.965937454118338%
POCP suggests seperate genus between the input genome and Cytobacillus_gottheilii--RS_GCF_001636345.1 as POCP was;	11.201197455407259%
POCP suggests seperate genus between the input genome and Ectobacillus_funiculus--RS_GCF_004138295.1 as POCP was;	11.572561829211386%
POCP suggests seperate genus between the input genome and Bacillus_wudalianchiensis--RS_GCF_001685015.1 as POCP was;	12.274230475705927%
POCP suggests seperate genus between the input genome and Ammoniphilus_oxalaticus--RS_GCF_003609605.1 as POCP was;	12.176129123601868%
POCP suggests seperate genus between the input genome and Thermoactinomyces_daqus--RS_GCF_000763315.1 as POCP was;	13.59612724757953%
POCP suggests seperate genus between the input genome and Ureibacillus_thermosphaericus--RS_GCF_012396605.1 as POCP was;	12.118878965198645%
POCP suggests seperate genus between the input genome and Psychrobacillus_insolitus--RS_GCF_003254155.1 as POCP was;	12.262218320163887%
POCP suggests seperate genus between the input genome and Planococcus_citreus--RS_GCF_003664125.1 as POCP was;	12.56955343130261%
POCP suggests seperate genus between the input genome and Ectobacillus_panaciterrae--RS_GCF_000430785.1 as POCP was;	11.50532759011562%
POCP suggests seperate genus between the input genome and Thermoactinomyces_vulgaris--RS_GCF_003688725.1 as POCP was;	14.08245755860954%
POCP suggests seperate genus between the input genome and Desulfovibrio_indonesiensis--RS_GCF_007625075.1 as POCP was;	12.927860357288967%
POCP suggests seperate genus between the input genome and Desulfobacca_acetoxidans--GB_GCA_011333555.1 as POCP was;	15.424520145253329%
POCP suggests seperate genus between the input genome and Desulfarculus_baarsii--RS_GCF_000143965.1 as POCP was;	15.827023878858473%
POCP suggests seperate genus between the input genome and Geobacter_sulfurreducens--RS_GCF_000007985.2 as POCP was;	17.284303906138216%
POCP suggests seperate genus between the input genome and Geoalkalibacter_ferrihydriticus--RS_GCF_000820505.1 as POCP was;	17.578678763821944%
POCP suggests seperate genus between the input genome and Geothermobacter_ehrlichii--RS_GCF_008124615.1 as POCP was;	18.0510937739024%
POCP suggests seperate genus between the input genome and Exiguobacterium_sibiricum--RS_GCF_000620865.1 as POCP was;	12.462686567164178%
POCP suggests seperate genus between the input genome and Exiguobacterium_acetylicum--RS_GCF_000702605.1 as POCP was;	12.10127306536976%
