#Matching species	POCP (%)
POCP suggests seperate genus between the input genome and Salinibacterium_hongtaonis--RS_GCF_003065485.1 as POCP was;	16.122971818958156%
POCP suggests seperate genus between the input genome and Microterricola_pindariensis--RS_GCF_002936985.1 as POCP was;	15.330477356181152%
POCP suggests seperate genus between the input genome and Microterricola_viridarii--RS_GCF_900104895.1 as POCP was;	15.236664162283997%
POCP suggests seperate genus between the input genome and Protaetiibacter_intestinalis--RS_GCF_003627075.1 as POCP was;	16.121031746031747%
POCP suggests seperate genus between the input genome and Planctomonas_deserti--RS_GCF_003067705.1 as POCP was;	15.250379362670714%
POCP suggests seperate genus between the input genome and Aurantimicrobium_minutum--RS_GCF_002355535.1 as POCP was;	14.421252371916509%
POCP suggests seperate genus between the input genome and Amnibacterium_flavum--RS_GCF_003097495.1 as POCP was;	15.241009946442235%
POCP suggests seperate genus between the input genome and Lysinibacter_cavernae--RS_GCF_011758565.1 as POCP was;	13.19956105972723%
POCP suggests seperate genus between the input genome and Alpinimonas_psychrophila--RS_GCF_014137865.1 as POCP was;	15.227187382651145%
POCP suggests seperate genus between the input genome and Cryobacterium_soli--RS_GCF_003611035.1 as POCP was;	14.651454014192291%
POCP suggests seperate genus between the input genome and Tropheryma_whipplei--RS_GCF_000007485.1 as POCP was;	7.444471564559434%
POCP suggests seperate genus between the input genome and Pontimonas_salivibrio--RS_GCF_002950575.1 as POCP was;	14.856557377049182%
POCP suggests seperate genus between the input genome and Curtobacterium_pusillum--RS_GCF_002025645.1 as POCP was;	13.215400624349636%
POCP suggests seperate genus between the input genome and Curtobacterium_flaccumfaciens--RS_GCF_000349565.1 as POCP was;	14.337240757439135%
POCP suggests seperate genus between the input genome and Leucobacter_aridicollis--RS_GCF_013409595.1 as POCP was;	14.824081313526191%
POCP suggests seperate genus between the input genome and Glutamicibacter_halophytocola--RS_GCF_001302565.1 as POCP was;	12.808027150656635%
POCP suggests seperate genus between the input genome and Tetrasphaera_australiensis--RS_GCF_001050535.1 as POCP was;	16.585233441910965%
POCP suggests seperate genus between the input genome and Phycicoccus_elongatus--RS_GCF_000367525.1 as POCP was;	19.308450476652126%
POCP suggests seperate genus between the input genome and Segeticoccus_rhizosphaerae--RS_GCF_009192725.1 as POCP was;	17.431561996779386%
POCP suggests seperate genus between the input genome and Knoellia_sinensis--RS_GCF_000768705.1 as POCP was;	18.378766140602583%
POCP suggests seperate genus between the input genome and Knoellia_flava--RS_GCF_000768675.1 as POCP was;	19.394963144963146%
POCP suggests seperate genus between the input genome and Sanguibacter_inulinus--RS_GCF_013415325.1 as POCP was;	16.013308259800375%
POCP suggests seperate genus between the input genome and Sanguibacter_keddieii--RS_GCF_001064145.1 as POCP was;	13.228655544651618%
POCP suggests seperate genus between the input genome and Ilumatobacter_coccineus--RS_GCF_000348785.1 as POCP was;	48.61036157582299%
POCP suggests seperate genus between the input genome and Ilumatobacter_nonamiensis--RS_GCF_000350145.1 as POCP was;	49.73633083541493%
POCP suggests seperate genus between the input genome and Ilumatobacter_fluminis--RS_GCF_004364865.1 as POCP was;	47.89318303811058%
POCP suggests seperate genus between the input genome and Desertimonas_flava--RS_GCF_003426815.1 as POCP was;	36.18759794045221%
POCP suggests seperate genus between the input genome and Ferrimicrobium_acidiphilum--RS_GCF_000745905.1 as POCP was;	17.84092819909198%
POCP suggests seperate genus between the input genome and Ferrithrix_thermotolerans--RS_GCF_900128965.1 as POCP was;	19.639606843829633%
POCP suggests seperate genus between the input genome and Microlunatus_phosphovorus--RS_GCF_000270245.1 as POCP was;	15.162023197417195%
POCP suggests seperate genus between the input genome and Salinibacterium_amurskyense--RS_GCF_002797685.1 as POCP was;	15.727618389215348%
POCP suggests seperate genus between the input genome and Amnibacterium_kyonggiense--RS_GCF_004364555.1 as POCP was;	15.1854031783402%
POCP suggests seperate genus between the input genome and Cryobacterium_psychrophilum--RS_GCF_004365915.1 as POCP was;	15.611814345991561%
POCP suggests seperate genus between the input genome and Curtobacterium_citreum--RS_GCF_006715175.1 as POCP was;	15.116985718626557%
POCP suggests seperate genus between the input genome and Tetrasphaera_japonica--RS_GCF_001046855.1 as POCP was;	17.983475342112058%
POCP suggests seperate genus between the input genome and Phycicoccus_jejuensis--RS_GCF_000720925.1 as POCP was;	19.29292929292929%
POCP suggests seperate genus between the input genome and Friedmanniella_luteola--RS_GCF_900105065.1 as POCP was;	17.726242836198853%
POCP suggests seperate genus between the input genome and Microbacterium_sediminis--RS_GCF_004564075.1 as POCP was;	16.08673726676752%
POCP suggests seperate genus between the input genome and Microbacterium_wangchenii--RS_GCF_004564355.1 as POCP was;	16.389375364856974%
POCP suggests seperate genus between the input genome and Microbacterium_hydrocarbonoxydans--RS_GCF_900105205.1 as POCP was;	15.32404603270745%
POCP suggests seperate genus between the input genome and Microbacterium_maritypicum--RS_GCF_000455825.1 as POCP was;	14.995715509854326%
