#Matching species	POCP (%)
POCP suggests seperate genus between the input genome and Methanobrevibacter_millerae--RS_GCF_900103415.1 as POCP was;	7.354531689379192%
POCP suggests seperate genus between the input genome and Methanobrevibacter_smithii--RS_GCF_002252585.1 as POCP was;	7.789006655163915%
POCP suggests seperate genus between the input genome and Methanosphaera_cuniculi--RS_GCF_003149675.1 as POCP was;	7.1372753321177385%
POCP suggests seperate genus between the input genome and Methanothermobacter_tenebrarum--RS_GCF_003264935.1 as POCP was;	10.505735140771638%
POCP suggests seperate genus between the input genome and Thermococcus_celer--RS_GCF_002214365.1 as POCP was;	10.257014854987032%
POCP suggests seperate genus between the input genome and Methanosphaera_stadtmanae--RS_GCF_000012545.1 as POCP was;	7.803468208092486%
POCP suggests seperate genus between the input genome and Methanothermus_fervidus--RS_GCF_000166095.1 as POCP was;	9.966405375139978%
POCP suggests seperate genus between the input genome and Thermococcus_barossii--RS_GCF_002214465.1 as POCP was;	10.025647003963629%
POCP suggests seperate genus between the input genome and Thermococcus_thioreducens--RS_GCF_002214545.1 as POCP was;	9.59894806048652%
POCP suggests seperate genus between the input genome and Thermococcus_piezophilus--RS_GCF_001647085.1 as POCP was;	9.440636745522884%
POCP suggests seperate genus between the input genome and Thermococcus_profundus--RS_GCF_002214585.1 as POCP was;	9.506398537477148%
POCP suggests seperate genus between the input genome and Thermococcus_celericrescens--RS_GCF_001484195.1 as POCP was;	9.005823627287853%
POCP suggests seperate genus between the input genome and Thermococcus_siculi--RS_GCF_002214505.1 as POCP was;	9.540072859744992%
POCP suggests seperate genus between the input genome and Thermococcus_cleftensis--RS_GCF_000265525.1 as POCP was;	9.842883548983364%
POCP suggests seperate genus between the input genome and Thermococcus_kodakarensis--RS_GCF_000009965.1 as POCP was;	9.393474928837312%
POCP suggests seperate genus between the input genome and Thermococcus_peptonophilus--RS_GCF_001592435.1 as POCP was;	9.925788497217068%
POCP suggests seperate genus between the input genome and Thermococcus_gammatolerans--RS_GCF_000022365.1 as POCP was;	9.530261969286359%
POCP suggests seperate genus between the input genome and Thermococcus_eurythermalis--RS_GCF_000769655.1 as POCP was;	9.530112508272667%
POCP suggests seperate genus between the input genome and Thermococcus_nautili--RS_GCF_000585495.1 as POCP was;	9.5152198421646%
POCP suggests seperate genus between the input genome and Thermococcus_guaymasensis--RS_GCF_000816105.1 as POCP was;	9.589355356733195%
POCP suggests seperate genus between the input genome and Thermococcus_barophilus--RS_GCF_000151105.2 as POCP was;	9.640705199732203%
POCP suggests seperate genus between the input genome and Thermococcus_paralvinellae--RS_GCF_000517445.1 as POCP was;	9.977220956719817%
POCP suggests seperate genus between the input genome and Pyrococcus_furiosus--RS_GCF_000007305.1 as POCP was;	9.80257116620753%
POCP suggests seperate genus between the input genome and Pyrococcus_horikoshii--RS_GCF_000011105.1 as POCP was;	9.603289791969036%
POCP suggests seperate genus between the input genome and Thermococcus_chitonophagus--RS_GCF_002214605.1 as POCP was;	9.68178740690589%
POCP suggests seperate genus between the input genome and Pyrococcus_kukulkanii--RS_GCF_001577775.1 as POCP was;	9.432275368797496%
POCP suggests seperate genus between the input genome and Pyrococcus_yayanosii--RS_GCF_000215995.1 as POCP was;	10.686653771760154%
POCP suggests seperate genus between the input genome and Archaeoglobus_profundus--RS_GCF_000025285.1 as POCP was;	9.449963653985947%
POCP suggests seperate genus between the input genome and Ferroglobus_placidus--RS_GCF_000025505.1 as POCP was;	8.695652173913043%
POCP suggests seperate genus between the input genome and Archaeoglobus_fulgidus--GB_GCA_011048195.1 as POCP was;	8.58094262295082%
POCP suggests seperate genus between the input genome and Methanococcus_aeolicus--RS_GCF_000017185.1 as POCP was;	8.573696745170679%
POCP suggests seperate genus between the input genome and Methanothermococcus_okinawensis--RS_GCF_000179575.2 as POCP was;	9.39015054860934%
POCP suggests seperate genus between the input genome and Methanothermococcus_thermolithotrophicus--RS_GCF_000376965.1 as POCP was;	9.618320610687023%
POCP suggests seperate genus between the input genome and Methanotorris_formicicus--RS_GCF_000243455.1 as POCP was;	9.397247271001424%
POCP suggests seperate genus between the input genome and Methanomassiliicoccus_luminyensis--RS_GCF_000308215.1 as POCP was;	7.482993197278912%
POCP suggests seperate genus between the input genome and Persephonella_marina--RS_GCF_000021565.1 as POCP was;	4.017649790989317%
POCP suggests seperate genus between the input genome and Methanothermobacter_thermautotrophicus--RS_GCF_000008645.1 as POCP was;	10.193704600484262%
POCP suggests seperate genus between the input genome and Methanococcus_vannielii--RS_GCF_000017165.1 as POCP was;	8.924999999999999%
POCP suggests seperate genus between the input genome and Methanotorris_igneus--RS_GCF_000214415.1 as POCP was;	9.666339548577037%
POCP suggests seperate genus between the input genome and Persephonella_hydrogeniphila--RS_GCF_900215515.1 as POCP was;	3.826648224988474%
POCP suggests seperate genus between the input genome and Methanonatronarchaeum_thermophilum--RS_GCF_002153915.1 as POCP was;	7.480106100795755%
POCP suggests seperate genus between the input genome and Methanobrevibacter_gottschalkii--RS_GCF_003814835.1 as POCP was;	7.808687164470474%
