#Matching species	POCP (%)
POCP suggests seperate genus between the input genome and Desulfosporosinus_lacus--RS_GCF_900129935.1 as POCP was;	14.276148386232757%
POCP suggests seperate genus between the input genome and Desulfosporosinus_hippei--RS_GCF_900100785.1 as POCP was;	14.73869641808573%
POCP suggests seperate genus between the input genome and Desulfosporosinus_youngiae--RS_GCF_000244895.1 as POCP was;	13.853101341479611%
POCP suggests seperate genus between the input genome and Desulfosporosinus_acididurans--RS_GCF_001029285.1 as POCP was;	14.863240156296964%
POCP suggests seperate genus between the input genome and Desulfitobacterium_metallireducens--RS_GCF_000231405.2 as POCP was;	17.15909090909091%
POCP suggests seperate genus between the input genome and Dehalobacter_restrictus--RS_GCF_000512895.1 as POCP was;	16.748671521354062%
POCP suggests seperate genus between the input genome and Desulfonispora_thiosulfatigenes--RS_GCF_900176035.1 as POCP was;	17.2279792746114%
POCP suggests seperate genus between the input genome and Desulfosporosinus_acidiphilus--RS_GCF_000255115.2 as POCP was;	14.884057971014492%
POCP suggests seperate genus between the input genome and Desulfitobacterium_dehalogenans--RS_GCF_000243155.2 as POCP was;	14.757950806830644%
POCP suggests seperate genus between the input genome and Syntrophobotulus_glycolicus--RS_GCF_000190635.1 as POCP was;	14.575116529221944%
POCP suggests seperate genus between the input genome and Megasphaera_paucivorans--RS_GCF_900103535.1 as POCP was;	14.949083503054988%
POCP suggests seperate genus between the input genome and Dialister_invisus--RS_GCF_000160055.1 as POCP was;	13.09880239520958%
POCP suggests seperate genus between the input genome and Selenomonas_sputigena--RS_GCF_000208405.1 as POCP was;	17.71984091913389%
POCP suggests seperate genus between the input genome and Mitsuokella_jalaludinii--RS_GCF_000702905.1 as POCP was;	17.17679305619004%
POCP suggests seperate genus between the input genome and Mitsuokella_multacida--RS_GCF_000155955.1 as POCP was;	16.824487998238276%
POCP suggests seperate genus between the input genome and Selenomonas_bovis--RS_GCF_000381005.1 as POCP was;	17.49146757679181%
POCP suggests seperate genus between the input genome and Selenomonas_ruminantium--RS_GCF_900113715.1 as POCP was;	15.690866510538642%
POCP suggests seperate genus between the input genome and Thermosinus_carboxydivorans--RS_GCF_000169155.1 as POCP was;	21.19010212097408%
POCP suggests seperate genus between the input genome and Sporomusa_sphaeroides--RS_GCF_001941975.1 as POCP was;	15.968471755948036%
POCP suggests seperate genus between the input genome and Sporomusa_malonica--RS_GCF_900176355.1 as POCP was;	15.411436541143656%
POCP suggests seperate genus between the input genome and Anaerosporomusa_subterranea--RS_GCF_001611555.1 as POCP was;	17.584250917584253%
POCP suggests seperate genus between the input genome and Acidaminococcus_intestini--RS_GCF_000425045.1 as POCP was;	15.951620264719308%
POCP suggests seperate genus between the input genome and Succinispira_mobilis--RS_GCF_000384135.1 as POCP was;	16.97931697931698%
POCP suggests seperate genus between the input genome and Moorella_thermoacetica--RS_GCF_001267405.1 as POCP was;	22.49531347635909%
POCP suggests seperate genus between the input genome and Carboxydothermus_hydrogenoformans--RS_GCF_000012865.1 as POCP was;	19.76276212666808%
POCP suggests seperate genus between the input genome and Carboxydothermus_pertinax--RS_GCF_001950255.1 as POCP was;	19.233173577828712%
POCP suggests seperate genus between the input genome and Thermoanaerobacter_wiegelii--RS_GCF_000147695.2 as POCP was;	17.07558369608231%
POCP suggests seperate genus between the input genome and Thermoanaerobacter_pseudethanolicus--RS_GCF_000019085.1 as POCP was;	17.7359316838187%
POCP suggests seperate genus between the input genome and Cohnella_thermotolerans--RS_GCF_000429825.1 as POCP was;	13.826508146191104%
POCP suggests seperate genus between the input genome and Alicyclobacillus_acidocaldarius--RS_GCF_000024285.1 as POCP was;	14.661723818350325%
POCP suggests seperate genus between the input genome and Desulfosporosinus_orientis--RS_GCF_000235605.1 as POCP was;	14.352757137270238%
POCP suggests seperate genus between the input genome and Megasphaera_elsdenii--RS_GCF_003010495.1 as POCP was;	16.100178890876567%
POCP suggests seperate genus between the input genome and Staphylococcus_croceilyticus--GB_GCA_002902575.1 as POCP was;	10.855996433348194%
POCP suggests seperate genus between the input genome and Bacillus_ndiopicus--RS_GCF_000612805.1 as POCP was;	11.372867587327375%
POCP suggests seperate genus between the input genome and Ureibacillus_thermosphaericus--RS_GCF_012396605.1 as POCP was;	12.833914053426248%
POCP suggests seperate genus between the input genome and Paenibacillus_taiwanensis--RS_GCF_000425125.1 as POCP was;	12.642004078065833%
POCP suggests seperate genus between the input genome and Cohnella_phaseoli--RS_GCF_003386235.1 as POCP was;	10.075464001631653%
POCP suggests seperate genus between the input genome and Alicyclobacillus_kakegawensis--RS_GCF_001552655.1 as POCP was;	15.663956639566395%
