#Matching species	POCP (%)
POCP suggests seperate genus between the input genome and Haloferax_elongans--RS_GCF_000336755.1 as POCP was;	4.157884652232228%
POCP suggests seperate genus between the input genome and Haloferax_larsenii--RS_GCF_000336955.1 as POCP was;	4.336372847011145%
POCP suggests seperate genus between the input genome and Halovivax_asiaticus--RS_GCF_000337515.1 as POCP was;	4.439936894297949%
POCP suggests seperate genus between the input genome and Halovivax_ruber--RS_GCF_000328525.1 as POCP was;	4.508009153318078%
POCP suggests seperate genus between the input genome and Halorussus_litoreus--RS_GCF_003382685.1 as POCP was;	3.621001810500905%
POCP suggests seperate genus between the input genome and Halorientalis_persicus--RS_GCF_900110215.1 as POCP was;	3.1027386417603293%
POCP suggests seperate genus between the input genome and Methanobrevibacter_woesei--RS_GCF_003111605.1 as POCP was;	9.00709219858156%
POCP suggests seperate genus between the input genome and Methanobrevibacter_millerae--RS_GCF_900103415.1 as POCP was;	6.487385639035209%
POCP suggests seperate genus between the input genome and Methanosphaera_cuniculi--RS_GCF_003149675.1 as POCP was;	7.899397803754871%
POCP suggests seperate genus between the input genome and Halostella_pelagica--RS_GCF_005954745.1 as POCP was;	4.053015751056473%
POCP suggests seperate genus between the input genome and Halorientalis_regularis--RS_GCF_900102305.1 as POCP was;	3.2044198895027622%
POCP suggests seperate genus between the input genome and Methanobrevibacter_thaueri--RS_GCF_003111625.1 as POCP was;	7.075192421551215%
POCP suggests seperate genus between the input genome and Methanobrevibacter_smithii--RS_GCF_002252585.1 as POCP was;	7.793488983886879%
POCP suggests seperate genus between the input genome and Methanothermobacter_marburgensis--RS_GCF_000145295.1 as POCP was;	9.042196918955124%
POCP suggests seperate genus between the input genome and Methanothermobacter_thermautotrophicus--RS_GCF_000008645.1 as POCP was;	8.638407193320488%
POCP suggests seperate genus between the input genome and Methanothermus_fervidus--RS_GCF_000166095.1 as POCP was;	10.054773082942097%
POCP suggests seperate genus between the input genome and Methanococcus_vannielii--RS_GCF_000017165.1 as POCP was;	8.411528150134048%
POCP suggests seperate genus between the input genome and Methanococcus_maripaludis--RS_GCF_000017225.1 as POCP was;	8.5965483555845%
POCP suggests seperate genus between the input genome and Methanococcus_aeolicus--RS_GCF_000017185.1 as POCP was;	8.794788273615636%
POCP suggests seperate genus between the input genome and Methanothermococcus_okinawensis--RS_GCF_000179575.2 as POCP was;	8.749569410954185%
POCP suggests seperate genus between the input genome and Methanothermococcus_thermolithotrophicus--RS_GCF_000376965.1 as POCP was;	8.956760466712423%
POCP suggests seperate genus between the input genome and Methanofervidicoccus_abyssi--RS_GCF_004310395.1 as POCP was;	9.899799599198397%
POCP suggests seperate genus between the input genome and Methanotorris_formicicus--RS_GCF_000243455.1 as POCP was;	8.94308943089431%
POCP suggests seperate genus between the input genome and Methanotorris_igneus--RS_GCF_000214415.1 as POCP was;	9.444444444444445%
POCP suggests seperate genus between the input genome and Methanocaldococcus_fervens--RS_GCF_000023985.1 as POCP was;	9.346768589298124%
POCP suggests seperate genus between the input genome and Methanocaldococcus_bathoardescens--RS_GCF_000739065.1 as POCP was;	9.265614275909403%
POCP suggests seperate genus between the input genome and Methanocaldococcus_jannaschii--RS_GCF_000091665.1 as POCP was;	8.924558587479936%
POCP suggests seperate genus between the input genome and Methanocaldococcus_vulcanius--RS_GCF_000024625.1 as POCP was;	8.969656552184063%
POCP suggests seperate genus between the input genome and Halostella_salina--RS_GCF_003675855.1 as POCP was;	3.938558487593541%
POCP suggests seperate genus between the input genome and Halorussus_rarus--RS_GCF_003369835.1 as POCP was;	3.6635986284064246%
POCP suggests seperate genus between the input genome and Methanosphaera_stadtmanae--RS_GCF_000012545.1 as POCP was;	7.956989247311828%
POCP suggests seperate genus between the input genome and Haloferax_volcanii--RS_GCF_000025685.1 as POCP was;	4.104123123693711%
POCP suggests seperate genus between the input genome and Haloferax_prahovense--RS_GCF_000336815.1 as POCP was;	4.195535026943803%
POCP suggests seperate genus between the input genome and Haloferax_gibbonsii--RS_GCF_000336775.1 as POCP was;	4.061784897025172%
POCP suggests seperate genus between the input genome and Haloferax_denitrificans--RS_GCF_000337795.1 as POCP was;	4.107957928160349%
POCP suggests seperate genus between the input genome and Haloferax_sulfurifontis--RS_GCF_000337835.1 as POCP was;	4.298954841254191%
POCP suggests seperate genus between the input genome and Haloferax_mediterranei--RS_GCF_000306765.2 as POCP was;	4.198767334360555%
POCP suggests seperate genus between the input genome and Haloferax_mucosum--RS_GCF_000337815.1 as POCP was;	4.48334756618275%
