#Matching species	POCP (%)
POCP suggests seperate genus between the input genome and Halorhabdus_utahensis--RS_GCF_000023945.1 as POCP was;	8.035714285714286%
POCP suggests seperate genus between the input genome and Halorientalis_persicus--RS_GCF_900110215.1 as POCP was;	5.541561712846348%
POCP suggests seperate genus between the input genome and Halomicroarcula_limicola--RS_GCF_010119205.1 as POCP was;	7.024533445166702%
POCP suggests seperate genus between the input genome and Halomicrobium_mukohataei--RS_GCF_000023965.1 as POCP was;	7.694112127609665%
POCP suggests seperate genus between the input genome and Methanofollis_liminatans--RS_GCF_000275865.1 as POCP was;	5.340977670488836%
POCP suggests seperate genus between the input genome and Methanoregula_boonei--RS_GCF_000017625.1 as POCP was;	4.99412455934195%
POCP suggests seperate genus between the input genome and Methanoregula_formicica--RS_GCF_000327485.1 as POCP was;	4.765708200212993%
POCP suggests seperate genus between the input genome and Methanosphaerula_palustris--RS_GCF_000021965.1 as POCP was;	4.705882352941177%
POCP suggests seperate genus between the input genome and Methanoculleus_chikugoensis--RS_GCF_900095385.1 as POCP was;	5.049645390070922%
POCP suggests seperate genus between the input genome and Halomicrobium_katesii--RS_GCF_000379085.1 as POCP was;	7.473544973544974%
POCP suggests seperate genus between the input genome and Halomicrobium_zhouii--RS_GCF_900114435.1 as POCP was;	6.881376275255051%
POCP suggests seperate genus between the input genome and Methanospirillum_hungatei--RS_GCF_000013445.1 as POCP was;	3.986013986013986%
POCP suggests seperate genus between the input genome and Methanolinea_tarda--GB_GCA_000235685.2 as POCP was;	5.984359061543692%
POCP suggests seperate genus between the input genome and Methanoculleus_marisnigri--GB_GCA_002503885.1 as POCP was;	4.662004662004662%
POCP suggests seperate genus between the input genome and Methanoculleus_horonobensis--RS_GCF_001602375.1 as POCP was;	5.2854122621564485%
POCP suggests seperate genus between the input genome and Methanoculleus_thermophilus--RS_GCF_001571405.1 as POCP was;	5.814696485623004%
POCP suggests seperate genus between the input genome and Methanoculleus_taiwanensis--RS_GCF_004102725.1 as POCP was;	5.186020293122886%
POCP suggests seperate genus between the input genome and Methanolacinia_petrolearia--RS_GCF_000147875.1 as POCP was;	4.868812550716798%
POCP suggests seperate genus between the input genome and Methanoplanus_limicola--RS_GCF_000243255.1 as POCP was;	4.55934793683138%
POCP suggests seperate genus between the input genome and Methanogenium_cariaci--RS_GCF_001315945.1 as POCP was;	3.6630754162585704%
POCP suggests seperate genus between the input genome and Methanomethylovorans_hollandica--RS_GCF_000328665.1 as POCP was;	6.091659550241959%
POCP suggests seperate genus between the input genome and Methanofervidicoccus_abyssi--RS_GCF_004310395.1 as POCP was;	8.626347866854196%
POCP suggests seperate genus between the input genome and Desulfurococcus_amylolyticus--RS_GCF_000513855.1 as POCP was;	5.046480743691899%
POCP suggests seperate genus between the input genome and Desulfurococcus_mucosus--RS_GCF_000186365.1 as POCP was;	5.520926090828139%
POCP suggests seperate genus between the input genome and Thermogladius_calderae--RS_GCF_000264495.1 as POCP was;	5.137135393992163%
POCP suggests seperate genus between the input genome and Haloplanus_natans--RS_GCF_000427685.1 as POCP was;	6.781062642133554%
POCP suggests seperate genus between the input genome and Halomicroarcula_pellucida--GB_GCA_014647235.1 as POCP was;	7.344862665310274%
POCP suggests seperate genus between the input genome and Methanofollis_tationis--RS_GCF_013377755.1 as POCP was;	5.738476011288805%
POCP suggests seperate genus between the input genome and Methanoculleus_bourgensis--RS_GCF_000304355.2 as POCP was;	4.816901408450704%
POCP suggests seperate genus between the input genome and Methanolacinia_paynteri--RS_GCF_000784355.1 as POCP was;	4.85249517507582%
POCP suggests seperate genus between the input genome and Haloplanus_vescus--RS_GCF_900107665.1 as POCP was;	8.141076637496687%
POCP suggests seperate genus between the input genome and Halobaculum_gomorrense--RS_GCF_900129775.1 as POCP was;	7.7490774907749085%
POCP suggests seperate genus between the input genome and Natronoarchaeum_philippinense--RS_GCF_900215575.1 as POCP was;	8.716590416566337%
POCP suggests seperate genus between the input genome and Halorussus_salinus--RS_GCF_004765815.2 as POCP was;	6.609503394069311%
POCP suggests seperate genus between the input genome and Halorussus_rarus--RS_GCF_003369835.1 as POCP was;	7.163545085923924%
POCP suggests seperate genus between the input genome and Halodesulfurarchaeum_formicicum--RS_GCF_001886955.1 as POCP was;	10.205434062292909%
POCP suggests seperate genus between the input genome and Halorhabdus_tiamatea--RS_GCF_000470655.1 as POCP was;	7.507433102081268%
