#Matching species	POCP (%)
POCP suggests seperate genus between the input genome and Methanobacterium_lacus--RS_GCF_000191585.1 as POCP was;	6.423611111111111%
POCP suggests seperate genus between the input genome and Methanobacterium_veterum--RS_GCF_000745485.1 as POCP was;	5.742762221167537%
POCP suggests seperate genus between the input genome and Methanothermobacter_marburgensis--RS_GCF_000145295.1 as POCP was;	8.240119313944817%
POCP suggests seperate genus between the input genome and Methanothermobacter_tenebrarum--RS_GCF_003264935.1 as POCP was;	8.465818759936408%
POCP suggests seperate genus between the input genome and Methanobrevibacter_arboriphilus--RS_GCF_000513315.1 as POCP was;	7.011572498298162%
POCP suggests seperate genus between the input genome and Methanobrevibacter_boviskoreani--RS_GCF_000320505.1 as POCP was;	7.1883189816548105%
POCP suggests seperate genus between the input genome and Methanobrevibacter_gottschalkii--RS_GCF_003814835.1 as POCP was;	6.875449964002881%
POCP suggests seperate genus between the input genome and Methanobrevibacter_millerae--RS_GCF_900103415.1 as POCP was;	5.964274901604602%
POCP suggests seperate genus between the input genome and Methanobrevibacter_curvatus--RS_GCF_001639295.1 as POCP was;	6.572608396421198%
POCP suggests seperate genus between the input genome and Methanosphaera_cuniculi--RS_GCF_003149675.1 as POCP was;	7.383882493052798%
POCP suggests seperate genus between the input genome and Methanobacterium_subterraneum--RS_GCF_002813695.1 as POCP was;	6.880189798339265%
POCP suggests seperate genus between the input genome and Methanobacterium_congolense--RS_GCF_900095295.1 as POCP was;	6.739859713327235%
POCP suggests seperate genus between the input genome and Methanobacterium_paludis--RS_GCF_000214725.1 as POCP was;	6.706056129985229%
POCP suggests seperate genus between the input genome and Methanobacterium_bryantii--RS_GCF_002287175.1 as POCP was;	5.289139633286319%
POCP suggests seperate genus between the input genome and Methanothermobacter_thermautotrophicus--RS_GCF_000008645.1 as POCP was;	7.7935943060498225%
POCP suggests seperate genus between the input genome and Methanonatronarchaeum_thermophilum--RS_GCF_002153915.1 as POCP was;	8.081632653061224%
POCP suggests seperate genus between the input genome and Methanobrevibacter_wolinii--RS_GCF_000621965.1 as POCP was;	7.439908431896222%
POCP suggests seperate genus between the input genome and Methanobrevibacter_thaueri--RS_GCF_003111625.1 as POCP was;	5.985686402081978%
POCP suggests seperate genus between the input genome and Methanobrevibacter_smithii--RS_GCF_002252585.1 as POCP was;	6.941907197661673%
POCP suggests seperate genus between the input genome and Methanosphaera_stadtmanae--RS_GCF_000012545.1 as POCP was;	7.240547063555914%
POCP suggests seperate genus between the input genome and Methanobacterium_formicicum--GB_GCA_001316325.1 as POCP was;	6.111228589553817%
