#Matching species	POCP (%)
POCP suggests seperate genus between the input genome and Dissulfuribacter_thermophilus--RS_GCF_001687335.1 as POCP was;	14.29237222308529%
POCP suggests seperate genus between the input genome and Dissulfurirhabdus_thermomarina--RS_GCF_012979235.1 as POCP was;	18.650172251800814%
POCP suggests seperate genus between the input genome and Geobacter_toluenoxydans--GB_GCA_001311985.1 as POCP was;	16.014234875444842%
POCP suggests seperate genus between the input genome and Geobacter_thiogenes--RS_GCF_900167465.1 as POCP was;	15.572560075177877%
POCP suggests seperate genus between the input genome and Geobacter_metallireducens--GB_GCA_011046855.1 as POCP was;	17.777159549311445%
POCP suggests seperate genus between the input genome and Geobacter_argillaceus--RS_GCF_007830735.1 as POCP was;	16.861826697892273%
POCP suggests seperate genus between the input genome and Geoalkalibacter_ferrihydriticus--RS_GCF_000820505.1 as POCP was;	18.063924548074404%
POCP suggests seperate genus between the input genome and Anaeromyxobacter_dehalogenans--RS_GCF_000013385.1 as POCP was;	23.845975411737417%
POCP suggests seperate genus between the input genome and Vulgatibacter_incomptus--RS_GCF_001263175.1 as POCP was;	23.35728952772074%
POCP suggests seperate genus between the input genome and Deferrisoma_camini--RS_GCF_000526155.1 as POCP was;	18.328259766615933%
POCP suggests seperate genus between the input genome and Desulfomicrobium_baculatum--RS_GCF_000023225.1 as POCP was;	13.423612937154877%
POCP suggests seperate genus between the input genome and Desulfohalovibrio_reitneri--RS_GCF_000711295.1 as POCP was;	14.945652173913043%
POCP suggests seperate genus between the input genome and Desulfomicrobium_orale--RS_GCF_001553625.1 as POCP was;	13.274731823599522%
POCP suggests seperate genus between the input genome and Geobacter_lovleyi--RS_GCF_000020385.1 as POCP was;	15.859702630575676%
POCP suggests seperate genus between the input genome and Pelobacter_propionicus--RS_GCF_000015045.1 as POCP was;	15.132487755870901%
POCP suggests seperate genus between the input genome and Geobacter_pickeringii--RS_GCF_000817955.1 as POCP was;	17.996513343167493%
POCP suggests seperate genus between the input genome and Geobacter_sulfurreducens--RS_GCF_000007985.2 as POCP was;	18.126568899458317%
POCP suggests seperate genus between the input genome and Geoalkalibacter_subterraneus--RS_GCF_000827125.1 as POCP was;	17.244501940491592%
POCP suggests seperate genus between the input genome and Haliangium_ochraceum--RS_GCF_000024805.1 as POCP was;	18.2049187766585%
POCP suggests seperate genus between the input genome and Acidihalobacter_prosperus--RS_GCF_000754095.2 as POCP was;	16.155198053264836%
POCP suggests seperate genus between the input genome and Acidihalobacter_aeolianus--RS_GCF_001753165.1 as POCP was;	16.073326248671627%
POCP suggests seperate genus between the input genome and Desulfatibacillum_aliphaticivorans--RS_GCF_000429905.1 as POCP was;	11.939034716342082%
POCP suggests seperate genus between the input genome and Desulfatibacillum_alkenivorans--RS_GCF_900142135.1 as POCP was;	12.286689419795222%
POCP suggests seperate genus between the input genome and Syntrophus_gentianae--RS_GCF_900109885.1 as POCP was;	13.652742559722409%
POCP suggests seperate genus between the input genome and Syntrophus_aciditrophicus--RS_GCF_000013405.1 as POCP was;	13.906536778201328%
POCP suggests seperate genus between the input genome and Desulforhopalus_singaporensis--RS_GCF_900104445.1 as POCP was;	12.735183443085607%
POCP suggests seperate genus between the input genome and Desulfurivibrio_alkaliphilus--RS_GCF_000092205.1 as POCP was;	15.30373831775701%
POCP suggests seperate genus between the input genome and Desulfacinum_infernum--RS_GCF_900129305.1 as POCP was;	17.076292882744497%
POCP suggests seperate genus between the input genome and Syntrophobacter_fumaroxidans--RS_GCF_000014965.1 as POCP was;	14.571290944123314%
