#Matching species	POCP (%)
POCP suggests seperate genus between the input genome and Desulfohalovibrio_reitneri--RS_GCF_000711295.1 as POCP was;	13.866820742452694%
POCP suggests seperate genus between the input genome and Desulfofustis_glycolicus--RS_GCF_900130015.1 as POCP was;	13.714425907752698%
POCP suggests seperate genus between the input genome and Geobacter_pelophilus--RS_GCF_002117975.1 as POCP was;	13.591973244147157%
POCP suggests seperate genus between the input genome and Thermodesulfatator_indicus--RS_GCF_000217795.1 as POCP was;	12.164429530201343%
POCP suggests seperate genus between the input genome and Bacillus_ndiopicus--RS_GCF_000612805.1 as POCP was;	10.411749278783109%
POCP suggests seperate genus between the input genome and Pradoshia_eiseniae--RS_GCF_002946355.1 as POCP was;	11.35905363624143%
POCP suggests seperate genus between the input genome and Mesobacillus_foraminis--RS_GCF_004340465.1 as POCP was;	10.693353975450623%
POCP suggests seperate genus between the input genome and Geobacillus_kaustophilus--RS_GCF_000948285.1 as POCP was;	12.212413055109685%
POCP suggests seperate genus between the input genome and Geoalkalibacter_subterraneus--RS_GCF_000827125.1 as POCP was;	14.74016179898533%
POCP suggests seperate genus between the input genome and Thermodesulfatator_atlanticus--GB_GCA_011321895.1 as POCP was;	11.394891944990176%
POCP suggests seperate genus between the input genome and Neobacillus_jeddahensis--RS_GCF_000612625.1 as POCP was;	11.57552397012768%
POCP suggests seperate genus between the input genome and Geobacillus_lituanicus--GB_GCA_002243605.1 as POCP was;	12.126684261703016%
POCP suggests seperate genus between the input genome and Geobacillus_vulcani--RS_GCF_000733845.1 as POCP was;	12.485923423423422%
POCP suggests seperate genus between the input genome and Geobacillus_proteiniphilus--RS_GCF_001908025.1 as POCP was;	12.23120120531434%
POCP suggests seperate genus between the input genome and Geobacillus_thermocatenulatus--RS_GCF_002217655.1 as POCP was;	12.33008375669367%
POCP suggests seperate genus between the input genome and Geobacillus_stearothermophilus--RS_GCF_001277805.1 as POCP was;	12.57880978010149%
POCP suggests seperate genus between the input genome and Geobacillus_jurassicus--RS_GCF_001544315.1 as POCP was;	12.466954222902462%
POCP suggests seperate genus between the input genome and Geobacillus_icigianus--RS_GCF_000750005.1 as POCP was;	11.803788521345773%
POCP suggests seperate genus between the input genome and Geobacillus_thermodenitrificans--RS_GCF_000496575.1 as POCP was;	12.74606996176179%
POCP suggests seperate genus between the input genome and Geobacillus_subterraneus--RS_GCF_001618685.1 as POCP was;	12.60196905766526%
POCP suggests seperate genus between the input genome and Parageobacillus_thermoglucosidasius--RS_GCF_001655645.1 as POCP was;	12.121610950250066%
POCP suggests seperate genus between the input genome and Metabacillus_indicus--RS_GCF_000708755.2 as POCP was;	11.157654226961156%
POCP suggests seperate genus between the input genome and Melghirimyces_thermohalophilus--RS_GCF_900102685.1 as POCP was;	11.955114372032801%
POCP suggests seperate genus between the input genome and Anoxybacter_fermentans--RS_GCF_003991135.1 as POCP was;	14.704176334106728%
POCP suggests seperate genus between the input genome and Marmoricola_mangrovicus--RS_GCF_003674065.1 as POCP was;	7.476878989188485%
POCP suggests seperate genus between the input genome and Calderihabitans_maritimus--RS_GCF_002207765.1 as POCP was;	13.816873969728757%
POCP suggests seperate genus between the input genome and Moorella_thermoacetica--RS_GCF_001267405.1 as POCP was;	14.636479591836734%
POCP suggests seperate genus between the input genome and Thioalkalivibrio_versutus--RS_GCF_001999325.1 as POCP was;	10.610121393662304%
POCP suggests seperate genus between the input genome and Halorhodospira_halophila--RS_GCF_000015585.1 as POCP was;	10.994170984455959%
POCP suggests seperate genus between the input genome and Metabacillus_fastidiosus--RS_GCF_001591625.1 as POCP was;	10.064895310395494%
POCP suggests seperate genus between the input genome and Melghirimyces_algeriensis--RS_GCF_900182565.1 as POCP was;	11.444492070295755%
POCP suggests seperate genus between the input genome and Marmoricola_aurantiacus--RS_GCF_003752505.1 as POCP was;	7.003942181340342%
POCP suggests seperate genus between the input genome and Spongiibacter_tropicus--RS_GCF_000420325.1 as POCP was;	9.291019581363944%
POCP suggests seperate genus between the input genome and Lamprocystis_purpurea--RS_GCF_000379525.1 as POCP was;	8.926181406362607%
POCP suggests seperate genus between the input genome and Thioalkalivibrio_nitratireducens--RS_GCF_000321415.2 as POCP was;	10.08537886872999%
POCP suggests seperate genus between the input genome and Halorhodospira_halochloris--RS_GCF_002356555.2 as POCP was;	10.168414362885288%
POCP suggests seperate genus between the input genome and Methylohalobius_crimeensis--RS_GCF_000421465.1 as POCP was;	10.848989970334793%
POCP suggests seperate genus between the input genome and Desulfovibrio_alaskensis--RS_GCF_000482745.1 as POCP was;	13.626500795602489%
