#Matching species	POCP (%)
POCP suggests seperate genus between the input genome and Massilia_eurypsychrophila--RS_GCF_002760655.1 as POCP was;	8.521739130434783%
POCP suggests seperate genus between the input genome and Massilia_plicata--RS_GCF_004421005.1 as POCP was;	8.606836442870762%
POCP suggests seperate genus between the input genome and Massilia_buxea--RS_GCF_009720835.1 as POCP was;	8.60372340425532%
POCP suggests seperate genus between the input genome and Duganella_pernnla--RS_GCF_009857535.1 as POCP was;	8.460063897763579%
POCP suggests seperate genus between the input genome and Duganella_levis--RS_GCF_009857605.1 as POCP was;	7.978263554402865%
POCP suggests seperate genus between the input genome and Janthinobacterium_lividum--RS_GCF_000242815.1 as POCP was;	9.553557824165777%
POCP suggests seperate genus between the input genome and Herminiimonas_fonticola--RS_GCF_003293745.1 as POCP was;	10.967993754879%
POCP suggests seperate genus between the input genome and Herbaspirillum_rubrisubalbicans--RS_GCF_003719195.1 as POCP was;	10.01700198356475%
POCP suggests seperate genus between the input genome and Zavarzinia_aquatilis--RS_GCF_003173035.1 as POCP was;	9.712851090538207%
POCP suggests seperate genus between the input genome and Duganella_phyllosphaerae--RS_GCF_001758785.1 as POCP was;	7.960596379126731%
POCP suggests seperate genus between the input genome and Janthinobacterium_violaceinigrum--RS_GCF_009208555.1 as POCP was;	8.269900657979615%
POCP suggests seperate genus between the input genome and Janthinobacterium_agaricidamnosum--RS_GCF_000723165.1 as POCP was;	8.782763825991493%
POCP suggests seperate genus between the input genome and Nitrosomonas_aestuarii--RS_GCF_003046585.1 as POCP was;	10.902184235517568%
POCP suggests seperate genus between the input genome and Geothermobacter_ehrlichii--RS_GCF_008124615.1 as POCP was;	18.29886851346079%
POCP suggests seperate genus between the input genome and Desulfuribacillus_stibiiarsenatis--RS_GCF_001742305.1 as POCP was;	22.95938104448743%
POCP suggests seperate genus between the input genome and Desulfitobacterium_metallireducens--RS_GCF_000231405.2 as POCP was;	24.36020781219935%
POCP suggests seperate genus between the input genome and Halanaerobium_congolense--RS_GCF_004366375.1 as POCP was;	46.69850498338871%
POCP suggests seperate genus between the input genome and Halanaerobium_saccharolyticum--RS_GCF_003053565.1 as POCP was;	47.196718109005666%
POCP suggests seperate genus between the input genome and Halanaerobium_praevalens--RS_GCF_000165465.1 as POCP was;	49.98831502687544%
POCP suggests seperate genus between the input genome and Halanaerobium_kushneri--RS_GCF_900156285.1 as POCP was;	47.46426473467789%
POCP suggests seperate genus between the input genome and Halanaerobium_salsuginis--RS_GCF_900114545.1 as POCP was;	43.79979570990807%
POCP suggests seperate genus between the input genome and Halothermothrix_orenii--RS_GCF_000020485.1 as POCP was;	45.031666302686176%
POCP suggests seperate genus between the input genome and Halarsenatibacter_silvermanii--RS_GCF_900103135.1 as POCP was;	42.13662481379017%
POCP suggests seperate genus between the input genome and Massilia_timonae--RS_GCF_000315425.1 as POCP was;	8.617886178861788%
POCP suggests seperate genus between the input genome and Duganella_zoogloeoides--GB_GCA_000383895.1 as POCP was;	7.979149959903769%
POCP suggests seperate genus between the input genome and Herbaspirillum_seropedicae--RS_GCF_001040945.1 as POCP was;	9.885821650527534%
POCP suggests seperate genus between the input genome and Nitrosomonas_europaea--RS_GCF_900167395.1 as POCP was;	11.341515023275498%
POCP suggests seperate genus between the input genome and Desulfuribacillus_alkaliarsenatis--RS_GCF_001730225.1 as POCP was;	23.234891453158614%
POCP suggests seperate genus between the input genome and Desulfitobacterium_dehalogenans--RS_GCF_000243155.2 as POCP was;	20.714285714285715%
POCP suggests seperate genus between the input genome and Aestuariirhabdus_litorea--RS_GCF_003864255.1 as POCP was;	12.339424642663289%
POCP suggests seperate genus between the input genome and Cellvibrio_japonicus--RS_GCF_000019225.1 as POCP was;	9.923142613151153%
POCP suggests seperate genus between the input genome and Massilia_namucuonensis--RS_GCF_900116645.1 as POCP was;	7.901342355123868%
POCP suggests seperate genus between the input genome and Massilia_frigida--RS_GCF_011682175.1 as POCP was;	7.522224754957831%
POCP suggests seperate genus between the input genome and Massilia_rubra--RS_GCF_011682065.1 as POCP was;	7.526881720430108%
POCP suggests seperate genus between the input genome and Massilia_mucilaginosa--RS_GCF_011682145.1 as POCP was;	7.588322162899011%
POCP suggests seperate genus between the input genome and Massilia_violaceinigra--RS_GCF_002752675.1 as POCP was;	7.76084407971864%
POCP suggests seperate genus between the input genome and Massilia_atriviolacea--RS_GCF_003953935.1 as POCP was;	8.007695082361428%
