####################################################################################
#               '||'''|,          '||'''|,  .|';                                   #
#                ||   ||           ||   ||  ||                                     #
#                ||...|' '||  ||`  ||...|' '||'   '''|.  '||),,(|,                 #
#                ||       `|..||   ||       ||   .|''||   || || ||                 #
#               .||           ||  .||      .||.  `|..||. .||    ||.                #
#                          ,  |'                                                   #
#                           ''                                                     #
#                                                                                  #
#       This program is free software: you can redistribute it and/or modify       #
#       it under the terms of the GNU General Public License as published by       #
#        the Free Software Foundation, either version 3 of the License, or         #
#                       (at your option) any later version.                        #
#         This program is distributed in the hope that it will be useful,          #
#          but WITHOUT ANY WARRANTY; without even the implied warranty of          #
#          MERCHANTABILITY or FITNESS FOR A PARTICULAR PURPOSE.  See the           #
#                   GNU General Public License for more details.                   #
#        You should have received a copy of the GNU General Public License         #
#       along with this program. If not, see <http://www.gnu.org/licenses/>.       #
#                                                                                  #
#    PyPfam is a Python (lite) port of the PfamSearch scripts written in Perl.     #
#  Perl authors: Jaina Mistry (jm14@sanger.ac.uk), John Tate (jt6@sanger.ac.uk),   #
#                           Rob Finn (rdf@sanger.ac.uk)                            #
#                Python authors: Aaron Mussig (a.mussig@uq.edu.au)                 #
# ================================================================================ #
# Execution time:           2022-04-20 19:46:30.701154
# Query sequence file:      /home1/christina/Elos_meta/Curtain3/MAGs/arc/with_16S/MAG_91/Protologger/GTDB-TK-Results/identify/intermediate_results/marker_genes/bin91-contigs/bin91-contigs_protein.faa
# CPU threads:              20
# Searching against:        /mnt/big/miniconda3/envs/protologger/share/gtdbtk-1.5.0/db/markers/pfam/Pfam-A.hmm
# Resolve clan overlaps:    on
# ================================================================================ #
# <seq id> <alignment start> <alignment end> <envelope start> <envelope end> <hmm acc> <hmm name> <type> <hmm start> <hmm end> <hmm length> <bit score> <E-value> <significance> <clan> 
c_000000000079_139      5    120      4    123 PF01092.20  Ribosomal_S6e     Family     2   120   125    107.2   2.7e-32   1 No_clan  
c_000000000079_164      9     77      7     77 PF01191.20  RNA_pol_Rpb5_C    Domain     5    73    73     91.5   1.1e-27   1 No_clan  
c_000000000079_180      1     93      1     95 PF01157.19  Ribosomal_L21e    Family     1    97   101    104.9   8.6e-32   1 CL0107   
c_000000000079_182     10    183      9    184 PF04919.13  DUF655            Family     2   180   181    191.0   9.3e-58   1 CL0198   
c_000000000079_183      8    163      2    163 PF00827.18  Ribosomal_L15e    Family    10   169   189    144.9   1.2e-43   1 CL0652   
c_000000000079_184      4     75      2     80 PF01198.20  Ribosomal_L31e    Family     4    73    82     54.5   5.3e-16   1 No_clan  
c_000000000079_186      5    129      3    134 PF01090.20  Ribosomal_S19e    Family     7   130   137    142.8   2.7e-43   1 CL0123   
c_000000000079_204     14     75     12     75 PF01200.19  Ribosomal_S28e    Family     3    64    64     94.0     2e-28   1 CL0021   
c_000000000079_231      4    151      2    153 PF01025.20  GrpE              Family    12   164   166    132.5   5.6e-40   1 No_clan  
c_000000000079_239      5    221      1    225 PF01866.18  Diphthamide_syn   Family    67   286   302    111.3     3e-33   1 No_clan  
c_000000000079_277    132    221    121    225 PF07541.13  EIF_2_alpha       Family    15   110   114     61.4   4.2e-18   1 No_clan  
c_000000000079_284    326    425    325    425 PF02978.20  SRP_SPB           Domain     2   100   100    103.6   3.7e-31   1 CL0123   
c_000000000123_193     13     83     12     85 PF13656.7   RNA_pol_L_2       Domain     2    73    75     49.8   1.1e-14   1 CL0509   
c_000000000123_208      1     57      1     59 PF01194.18  RNA_pol_N         Domain     1    57    59     90.6   2.8e-27   1 No_clan  
c_000000000123_209      8    131      8    131 PF00380.20  Ribosomal_S9      Family     1   121   121    110.2   4.5e-33   1 CL0329   
c_000000000123_212     44    148     44    157 PF01000.27  RNA_pol_A_bac     Domain     1   111   112     78.7     2e-23   1 No_clan  
c_000000000123_240      3     75      3     86 PF01990.18  ATP-synt_F        Family     2    78    91     26.8   2.5e-07   1 No_clan  
c_000000000123_244    151    348     34    385 PF01496.20  V_ATPase_I        Family   200   410   812     40.2   5.5e-12   1 No_clan  
c_000000000123_27      18    211      7    212 PF00687.22  Ribosomal_L1      Domain     5   203   204    125.2   1.4e-37   1 No_clan  
c_000000000123_28      12    108     10    110 PF00466.21  Ribosomal_L10     Family     3    98   100     79.6   7.9e-24   1 No_clan  
c_000000000151_175     23     95     19     96 PF01282.20  Ribosomal_S24e    Family     5    78    79     48.4   3.5e-14   1 No_clan  
c_000000000151_22     307    411    260    427 PF04104.15  DNA_primase_lrg   Family   100   215   266     33.7   1.2e-09   1 CL0242   
c_000000000151_245     29     84     29     87 PF01866.18  Diphthamide_syn   Family     1    56   302     43.5   1.3e-12   1 No_clan  
c_000000000151_246      6    178      2    183 PF01015.19  Ribosomal_S3Ae    Family    11   187   195    120.9   2.4e-36   1 No_clan  
c_000000000151_59       5     77      2     78 PF01868.17  UPF0086           Family     5    86    87     62.0   1.9e-18   1 CL0639   
c_000000000151_66       5    126      5    126 PF00410.20  Ribosomal_S8      Domain     1   126   126     76.2   1.1e-22   1 No_clan  
c_000000000151_68       7    104      2    104 PF01655.19  Ribosomal_L32e    Family     6   108   108     53.1   1.8e-15   1 No_clan  
c_000000000151_69       1    142      1    143 PF01280.21  Ribosomal_L19e    Family     2   143   144    161.7   5.4e-49   1 No_clan  
