accession	ncbi_organism_name	ncbi_taxonomy	gtdb_taxonomy	gtdb_species_representative	ncbi_type_material
GCA_001802185.1	Ignavibacteria bacterium GWA2_35_8	d__Bacteria; p__Ignavibacteriae; c__Ignavibacteria; o__; f__; g__; s__	d__Bacteria; p__Bacteroidota; c__Kapabacteria; o__Kapabacteriales; f__UBA2268; g__XYC2-FULL-35-21; s__XYC2-FULL-35-21 sp001804705	False	False
GCA_001802705.1	Ignavibacteria bacterium GWB2_35_12	d__Bacteria; p__Ignavibacteriae; c__Ignavibacteria; o__; f__; g__; s__	d__Bacteria; p__Bacteroidota; c__Kapabacteria; o__Kapabacteriales; f__UBA2268; g__XYC2-FULL-35-21; s__XYC2-FULL-35-21 sp001804705	False	False
GCA_001802975.1	Ignavibacteria bacterium RIFOXYA2_FULL_35_10	d__Bacteria; p__Ignavibacteriae; c__Ignavibacteria; o__; f__; g__; s__	d__Bacteria; p__Bacteroidota; c__Kapabacteria; o__Kapabacteriales; f__UBA2268; g__XYC2-FULL-35-21; s__XYC2-FULL-35-21 sp001804705	False	False
GCA_001804565.1	Ignavibacteria bacterium GWF2_33_9	d__Bacteria; p__Ignavibacteriae; c__Ignavibacteria; o__; f__; g__; s__	d__Bacteria; p__Bacteroidota; c__Kapabacteria; o__Kapabacteriales; f__UBA2268; g__GWF2-33-9; s__GWF2-33-9 sp001804565	True	False
GCA_001804705.1	Ignavibacteria bacterium RIFOXYC2_FULL_35_21	d__Bacteria; p__Ignavibacteriae; c__Ignavibacteria; o__; f__; g__; s__	d__Bacteria; p__Bacteroidota; c__Kapabacteria; o__Kapabacteriales; f__UBA2268; g__XYC2-FULL-35-21; s__XYC2-FULL-35-21 sp001804705	True	False
GCA_002347195.1	Ignavibacteria bacterium UBA2268	d__Bacteria; p__Ignavibacteriae; c__Ignavibacteria; o__; f__; g__; s__	d__Bacteria; p__Bacteroidota; c__Kapabacteria; o__Kapabacteriales; f__UBA2268; g__UBA2268; s__UBA2268 sp002418685	False	False
GCA_002418685.1	Ignavibacteria bacterium UBA5771	d__Bacteria; p__Ignavibacteriae; c__Ignavibacteria; o__; f__; g__; s__	d__Bacteria; p__Bacteroidota; c__Kapabacteria; o__Kapabacteriales; f__UBA2268; g__UBA2268; s__UBA2268 sp002418685	True	False
GCA_002423525.1	Ignavibacteria bacterium UBA6104	d__Bacteria; p__Ignavibacteriae; c__Ignavibacteria; o__; f__; g__; s__	d__Bacteria; p__Bacteroidota; c__Kapabacteria; o__Kapabacteriales; f__UBA2268; g__UBA2268; s__UBA2268 sp002418685	False	False
GCA_002839765.1	Ignavibacteriae bacterium HGW-Ignavibacteriae-4	d__Bacteria; p__Ignavibacteriae; c__; o__; f__; g__; s__	d__Bacteria; p__Bacteroidota; c__Kapabacteria; o__Kapabacteriales; f__UBA2268; g__PGYR01; s__PGYR01 sp002839765	True	False
GCA_002839825.1	Ignavibacteriae bacterium HGW-Ignavibacteriae-1	d__Bacteria; p__Ignavibacteriae; c__; o__; f__; g__; s__	d__Bacteria; p__Bacteroidota; c__Kapabacteria; o__Kapabacteriales; f__UBA2268; g__PGYU01; s__PGYU01 sp002839825	True	False
GCA_003543555.1	Bacteroidetes bacterium	d__Bacteria; p__Bacteroidetes; c__; o__; f__; g__; s__	d__Bacteria; p__Bacteroidota; c__Kapabacteria; o__Kapabacteriales; f__UBA2268; g__UBA2268; s__UBA2268 sp002418685	False	False
GCA_003731655.1	Bacteroidetes/Chlorobi group bacterium Naka2016	d__Bacteria; p__; c__; o__; f__; g__; s__	d__Bacteria; p__Bacteroidota; c__Kapabacteria; o__Kapabacteriales; f__UBA2268; g__Naka2016; s__Naka2016 sp003731655	False	False
GCA_003731675.1	Bacteroidetes/Chlorobi group bacterium ChocPot_Mid	d__Bacteria; p__; c__; o__; f__; g__; s__	d__Bacteria; p__Bacteroidota; c__Kapabacteria; o__Kapabacteriales; f__UBA2268; g__ChocPot-Mid; s__ChocPot-Mid sp003731675	True	False
GCA_003731685.1	Bacteroidetes/Chlorobi group bacterium MS-B_bin-24	d__Bacteria; p__; c__; o__; f__; g__; s__	d__Bacteria; p__Bacteroidota; c__Kapabacteria; o__Kapabacteriales; f__UBA2268; g__Naka2016; s__Naka2016 sp003731685	True	False
GCA_004322215.1	Bacteriodetes bacterium	d__Bacteria; p__Bacteroidetes; c__; o__; f__; g__; s__	d__Bacteria; p__Bacteroidota; c__Kapabacteria; o__Kapabacteriales; f__UBA2268; g__XYC2-FULL-35-21; s__XYC2-FULL-35-21 sp004322215	True	False
GCA_009777815.1	Bacteroidetes bacterium	d__Bacteria; p__Bacteroidetes; c__; o__; f__; g__; s__	d__Bacteria; p__Bacteroidota; c__Kapabacteria; o__Kapabacteriales; f__UBA2268; g__WRLB01; s__WRLB01 sp009777815	True	False
GCA_011329105.1	Ignavibacteria bacterium	d__Bacteria; p__Ignavibacteriae; c__Ignavibacteria; o__; f__; g__; s__	d__Bacteria; p__Bacteroidota; c__Kapabacteria; o__Kapabacteriales; f__UBA2268; g__SpSt-478; s__SpSt-478 sp011329105	True	False
GCA_011367615.1	Ignavibacteria bacterium	d__Bacteria; p__Ignavibacteriae; c__Ignavibacteria; o__; f__; g__; s__	d__Bacteria; p__Bacteroidota; c__Kapabacteria; o__Kapabacteriales; f__UBA2268; g__DSYC01; s__DSYC01 sp011367615	True	False
GCA_012518115.1	Ignavibacteria bacterium	d__Bacteria; p__Ignavibacteriae; c__Ignavibacteria; o__; f__; g__; s__	d__Bacteria; p__Bacteroidota; c__Kapabacteria; o__Kapabacteriales; f__UBA2268; g__JAAYTD01; s__JAAYTD01 sp012518115	True	False
GCA_012522895.1	Ignavibacteria bacterium	d__Bacteria; p__Ignavibacteriae; c__Ignavibacteria; o__; f__; g__; s__	d__Bacteria; p__Bacteroidota; c__Kapabacteria; o__Kapabacteriales; f__UBA2268; g__JAAYJM01; s__JAAYJM01 sp012522895	True	False
GCA_013414795.1	Candidatus Kapabacteria bacterium	d__Bacteria; p__Candidatus Kapabacteria; c__; o__; f__; g__; s__	d__Bacteria; p__Bacteroidota; c__Kapabacteria; o__Kapabacteriales; f__UBA2268; g__Naka2016; s__Naka2016 sp003731655	True	False
GCA_014879555.1	Candidatus Kapabacteria bacterium	d__Bacteria; p__Candidatus Kapabacteria; c__; o__; f__; g__; s__	d__Bacteria; p__Bacteroidota; c__Kapabacteria; o__Kapabacteriales; f__UBA2268; g__PGYU01; s__PGYU01 sp018335795	False	False
GCA_016219595.1	Ignavibacteriae bacterium	d__Bacteria; p__Ignavibacteriae; c__; o__; f__; g__; s__	d__Bacteria; p__Bacteroidota; c__Kapabacteria; o__Kapabacteriales; f__UBA2268; g__XYC2-FULL-35-21; s__XYC2-FULL-35-21 sp016219595	True	False
GCA_016844745.1	Ignavibacteria bacterium	d__Bacteria; p__Ignavibacteriae; c__Ignavibacteria; o__; f__; g__; s__	d__Bacteria; p__Bacteroidota; c__Kapabacteria; o__Kapabacteriales; f__UBA2268; g__JAERMQ01; s__JAERMQ01 sp016844745	True	False
GCA_017428585.1	Bacteroidetes bacterium	d__Bacteria; p__Bacteroidetes; c__; o__; f__; g__; s__	d__Bacteria; p__Bacteroidota; c__Kapabacteria; o__Kapabacteriales; f__UBA2268; g__JAAYTD01; s__JAAYTD01 sp017428585	True	False
GCA_017995735.1	Candidatus Kapabacteria bacterium	d__Bacteria; p__Candidatus Kapabacteria; c__; o__; f__; g__; s__	d__Bacteria; p__Bacteroidota; c__Kapabacteria; o__Kapabacteriales; f__UBA2268; g__UBA2268; s__UBA2268 sp017995735	True	False
GCA_018335795.1	Desulfobulbaceae bacterium	d__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfobacterales; f__Desulfobulbaceae; g__; s__	d__Bacteria; p__Bacteroidota; c__Kapabacteria; o__Kapabacteriales; f__UBA2268; g__PGYU01; s__PGYU01 sp018335795	True	False
GCA_903862655.1	uncultured Ignavibacteria bacterium	d__Bacteria; p__Ignavibacteriae; c__Ignavibacteria; o__; f__; g__; s__	d__Bacteria; p__Bacteroidota; c__Kapabacteria; o__Kapabacteriales; f__UBA2268; g__CAIOZA01; s__CAIOZA01 sp903862655	True	False
GCA_903911805.1	uncultured Ignavibacteria bacterium	d__Bacteria; p__Ignavibacteriae; c__Ignavibacteria; o__; f__; g__; s__	d__Bacteria; p__Bacteroidota; c__Kapabacteria; o__Kapabacteriales; f__UBA2268; g__CAIWET01; s__CAIWET01 sp903911805	True	False
