#Matching species	POCP (%)
POCP suggests seperate genus between the input genome and Nibricoccus_aquaticus--RS_GCF_002310495.1 as POCP was;	28.005822416302767%
POCP suggests seperate genus between the input genome and Cephaloticoccus_primus--RS_GCF_001580015.1 as POCP was;	30.40337146297411%
POCP suggests seperate genus between the input genome and Cephaloticoccus_capnophilus--RS_GCF_001580045.1 as POCP was;	31.382757184506456%
POCP suggests seperate genus between the input genome and Nocardioides_silvaticus--RS_GCF_003160695.1 as POCP was;	8.687466379774072%
POCP suggests seperate genus between the input genome and Gryllotalpicola_protaetiae--RS_GCF_003627055.1 as POCP was;	9.362340585146287%
POCP suggests seperate genus between the input genome and Brachybacterium_vulturis--RS_GCF_002407185.1 as POCP was;	9.905587370376102%
POCP suggests seperate genus between the input genome and Brachybacterium_faecium--RS_GCF_000023405.1 as POCP was;	9.980713596914176%
POCP suggests seperate genus between the input genome and Peptoclostridium_acidaminophilum--RS_GCF_000597865.1 as POCP was;	10.23976023976024%
POCP suggests seperate genus between the input genome and Akkermansia_glycaniphila--RS_GCF_001683795.1 as POCP was;	15.485335195530725%
POCP suggests seperate genus between the input genome and Terrimicrobium_sacchariphilum--RS_GCF_001613545.1 as POCP was;	18.5378590078329%
POCP suggests seperate genus between the input genome and Coraliomargarita_sinensis--RS_GCF_003185655.1 as POCP was;	35.14875629978865%
POCP suggests seperate genus between the input genome and Ruficoccus_amylovorans--RS_GCF_014230085.1 as POCP was;	33.04659498207885%
POCP suggests seperate genus between the input genome and Geminisphaera_colitermitum--RS_GCF_000171235.2 as POCP was;	23.883351790328536%
POCP suggests seperate genus between the input genome and Opitutus_terrae--RS_GCF_000019965.1 as POCP was;	27.045805455481215%
POCP suggests seperate genus between the input genome and Ereboglobus_luteus--RS_GCF_003096195.1 as POCP was;	26.21059473513162%
POCP suggests seperate genus between the input genome and Oleiharenicola_lentus--RS_GCF_004118375.1 as POCP was;	29.484064599113907%
POCP suggests seperate genus between the input genome and Microbacterium_suaedae--RS_GCF_003254645.1 as POCP was;	10.479139504563234%
POCP suggests seperate genus between the input genome and Sinomonas_mesophila--RS_GCF_001999765.1 as POCP was;	9.237187127532778%
POCP suggests seperate genus between the input genome and Brachybacterium_avium--RS_GCF_002216795.1 as POCP was;	10.216233155750547%
POCP suggests seperate genus between the input genome and Nitratiruptor_tergarcus--RS_GCF_900176045.1 as POCP was;	9.733990147783251%
POCP suggests seperate genus between the input genome and Akkermansia_muciniphila--RS_GCF_000020225.1 as POCP was;	16.824196597353495%
POCP suggests seperate genus between the input genome and Coraliomargarita_akajimensis--RS_GCF_000025905.1 as POCP was;	32.644892731348065%
POCP suggests seperate genus between the input genome and Puniceicoccus_vermicola--RS_GCF_014230055.1 as POCP was;	29.664376321353064%
POCP suggests seperate genus between the input genome and Pelagicoccus_albus--RS_GCF_014230145.1 as POCP was;	29.751596877217885%
POCP suggests seperate genus between the input genome and Rariglobus_hedericola--RS_GCF_007559335.1 as POCP was;	29.06888720666162%
