#Matching species	POCP (%)
POCP suggests seperate genus between the input genome and Methanococcoides_burtonii--RS_GCF_000013725.1 as POCP was;	20.35266624176758%
POCP suggests seperate genus between the input genome and Methanococcoides_methylutens--RS_GCF_000765475.1 as POCP was;	21.819380355965723%
POCP suggests seperate genus between the input genome and Methanosalsum_zhilinae--RS_GCF_000217995.1 as POCP was;	22.651128914785144%
POCP suggests seperate genus between the input genome and Methanosaeta_harundinacea--RS_GCF_000235565.1 as POCP was;	22.982724688388366%
POCP suggests seperate genus between the input genome and Thermococcus_celer--RS_GCF_002214365.1 as POCP was;	18.656533464084333%
POCP suggests seperate genus between the input genome and Thermococcus_piezophilus--RS_GCF_001647085.1 as POCP was;	16.968585186883743%
POCP suggests seperate genus between the input genome and Thermococcus_celericrescens--RS_GCF_001484195.1 as POCP was;	15.540249677141627%
POCP suggests seperate genus between the input genome and Methanohalobium_evestigatum--RS_GCF_000196655.1 as POCP was;	20.818505338078293%
POCP suggests seperate genus between the input genome and Thermococcus_barossii--RS_GCF_002214465.1 as POCP was;	18.48800581536225%
POCP suggests seperate genus between the input genome and Thermococcus_profundus--RS_GCF_002214585.1 as POCP was;	17.679164689131465%
POCP suggests seperate genus between the input genome and Thermococcus_cleftensis--RS_GCF_000265525.1 as POCP was;	17.522803648583775%
POCP suggests seperate genus between the input genome and Thermococcus_kodakarensis--RS_GCF_000009965.1 as POCP was;	17.412031782065835%
POCP suggests seperate genus between the input genome and Thermococcus_peptonophilus--RS_GCF_001592435.1 as POCP was;	18.192771084337352%
POCP suggests seperate genus between the input genome and Thermococcus_gammatolerans--RS_GCF_000022365.1 as POCP was;	17.72151898734177%
POCP suggests seperate genus between the input genome and Thermococcus_eurythermalis--RS_GCF_000769655.1 as POCP was;	16.838252116220545%
POCP suggests seperate genus between the input genome and Thermococcus_nautili--RS_GCF_000585495.1 as POCP was;	16.920196583196816%
POCP suggests seperate genus between the input genome and Thermococcus_guaymasensis--RS_GCF_000816105.1 as POCP was;	17.155110793423876%
POCP suggests seperate genus between the input genome and Thermococcus_zilligii--RS_GCF_000258515.1 as POCP was;	18.37250442254233%
POCP suggests seperate genus between the input genome and Thermococcus_pacificus--RS_GCF_002214485.1 as POCP was;	18.55976243504083%
POCP suggests seperate genus between the input genome and Thermococcus_gorgonarius--RS_GCF_002214385.1 as POCP was;	17.795753286147622%
POCP suggests seperate genus between the input genome and Palaeococcus_pacificus--RS_GCF_000725425.1 as POCP was;	17.883390494855465%
POCP suggests seperate genus between the input genome and Methanotorris_igneus--RS_GCF_000214415.1 as POCP was;	18.932038834951456%
POCP suggests seperate genus between the input genome and Methanocaldococcus_fervens--RS_GCF_000023985.1 as POCP was;	18.381564844587352%
POCP suggests seperate genus between the input genome and Methanocaldococcus_bathoardescens--RS_GCF_000739065.1 as POCP was;	18.76326963906582%
POCP suggests seperate genus between the input genome and Methanocaldococcus_jannaschii--RS_GCF_000091665.1 as POCP was;	16.855631141345427%
POCP suggests seperate genus between the input genome and Methanocaldococcus_vulcanius--RS_GCF_000024625.1 as POCP was;	17.389047495458083%
POCP suggests seperate genus between the input genome and Methanocaldococcus_infernus--RS_GCF_000092305.1 as POCP was;	17.807066741447%
POCP suggests seperate genus between the input genome and Picrophilus_oshimae--RS_GCF_900176435.1 as POCP was;	14.16530723219141%
POCP suggests seperate genus between the input genome and Cuniculiplasma_divulgatum--RS_GCF_900083515.1 as POCP was;	12.586377097729518%
POCP suggests seperate genus between the input genome and Thermogymnomonas_acidicola--RS_GCF_001316105.1 as POCP was;	15.552216378662658%
POCP suggests seperate genus between the input genome and Thermoplasma_acidophilum--RS_GCF_000195915.1 as POCP was;	15.237575095576188%
POCP suggests seperate genus between the input genome and Thermoplasma_volcanium--RS_GCF_000011185.1 as POCP was;	15.522788203753352%
POCP suggests seperate genus between the input genome and Methanomassiliicoccus_luminyensis--RS_GCF_000308215.1 as POCP was;	43.932608232032415%
POCP suggests seperate genus between the input genome and Methanolobus_tindarius--RS_GCF_000504205.1 as POCP was;	18.7871581450654%
POCP suggests seperate genus between the input genome and Palaeococcus_ferrophilus--RS_GCF_000966265.1 as POCP was;	17.02415895235945%
POCP suggests seperate genus between the input genome and Methanolinea_tarda--GB_GCA_000235685.2 as POCP was;	22.035121481837862%
POCP suggests seperate genus between the input genome and Methanosphaerula_palustris--RS_GCF_000021965.1 as POCP was;	18.68199548347362%
POCP suggests seperate genus between the input genome and Methanolobus_profundi--RS_GCF_900114835.1 as POCP was;	19.672131147540984%
POCP suggests seperate genus between the input genome and Methanolobus_zinderi--RS_GCF_013388255.1 as POCP was;	20.985055777731006%
POCP suggests seperate genus between the input genome and Methanomethylovorans_hollandica--RS_GCF_000328665.1 as POCP was;	20.30027489955593%
