#Matching species	POCP (%)
POCP suggests seperate genus between the input genome and Novosphingobium_malaysiense--RS_GCF_000802225.1 as POCP was;	19.68683274021352%
POCP suggests seperate genus between the input genome and Cohaesibacter_intestini--RS_GCF_003324485.1 as POCP was;	23.24594635550841%
POCP suggests seperate genus between the input genome and Parvibaculum_lavamentivorans--RS_GCF_000017565.1 as POCP was;	27.24268957541715%
POCP suggests seperate genus between the input genome and Hyphomicrobium_zavarzinii--RS_GCF_000383415.1 as POCP was;	23.27938284677053%
POCP suggests seperate genus between the input genome and Bartonella_tribocorum--RS_GCF_000196435.1 as POCP was;	22.429705945481864%
POCP suggests seperate genus between the input genome and Bartonella_krasnovii--RS_GCF_003606345.3 as POCP was;	24.36693741041567%
POCP suggests seperate genus between the input genome and Filomicrobium_insigne--RS_GCF_900104305.1 as POCP was;	24.82447342026078%
POCP suggests seperate genus between the input genome and Bartonella_kosoyi--RS_GCF_003606325.2 as POCP was;	23.99441990234829%
POCP suggests seperate genus between the input genome and Bartonella_birtlesii--RS_GCF_000273375.1 as POCP was;	25.50352467270896%
POCP suggests seperate genus between the input genome and Bartonella_doshiae--RS_GCF_000278155.1 as POCP was;	25.849297573435503%
POCP suggests seperate genus between the input genome and Bartonella_quintana--RS_GCF_009936175.1 as POCP was;	26.664854580048925%
POCP suggests seperate genus between the input genome and Brucella_anthropi--RS_GCF_000017405.1 as POCP was;	20.149456521739133%
POCP suggests seperate genus between the input genome and Brucella_cytisi--GB_GCA_012103075.1 as POCP was;	16.469391529498797%
POCP suggests seperate genus between the input genome and Brucella_melitensis--RS_GCF_000007125.1 as POCP was;	25.354416575790623%
POCP suggests seperate genus between the input genome and Salaquimonas_pukyongi--RS_GCF_001953055.1 as POCP was;	25.47237076648841%
POCP suggests seperate genus between the input genome and Nitratireductor_indicus--RS_GCF_000300515.1 as POCP was;	21.3987183059348%
POCP suggests seperate genus between the input genome and Oceanibacterium_hippocampi--RS_GCF_900172325.1 as POCP was;	25.852808825664102%
POCP suggests seperate genus between the input genome and Hypericibacter_terrae--RS_GCF_008728855.1 as POCP was;	23.65984087648363%
POCP suggests seperate genus between the input genome and Oceanibaculum_pacificum--RS_GCF_001618175.1 as POCP was;	28.702774991641594%
POCP suggests seperate genus between the input genome and Azospirillum_oryzae--RS_GCF_008364795.1 as POCP was;	24.154878925917046%
POCP suggests seperate genus between the input genome and Azospirillum_griseum--RS_GCF_003966125.1 as POCP was;	25.135887577886784%
POCP suggests seperate genus between the input genome and Niveispirillum_cyanobacteriorum--RS_GCF_002868735.1 as POCP was;	25.08815462975055%
POCP suggests seperate genus between the input genome and Niveispirillum_lacus--RS_GCF_002251795.1 as POCP was;	27.923521565140064%
POCP suggests seperate genus between the input genome and Oleisolibacter_albus--RS_GCF_003336875.1 as POCP was;	29.74828375286041%
POCP suggests seperate genus between the input genome and Magnetospirillum_kuznetsovii--RS_GCF_003284725.1 as POCP was;	25.75921072915061%
POCP suggests seperate genus between the input genome and Magnetospirillum_gryphiswaldense--RS_GCF_000513295.1 as POCP was;	26.586196224079234%
POCP suggests seperate genus between the input genome and Magnetospirillum_molischianum--RS_GCF_000294655.1 as POCP was;	27.369471233787827%
POCP suggests seperate genus between the input genome and Roseospira_marina--RS_GCF_014197855.1 as POCP was;	27.499612463184004%
POCP suggests seperate genus between the input genome and Roseospira_navarrensis--RS_GCF_009601025.1 as POCP was;	28.67899819937797%
POCP suggests seperate genus between the input genome and Rhodospira_trueperi--RS_GCF_900101965.1 as POCP was;	28.253652058432937%
POCP suggests seperate genus between the input genome and Pararhodospirillum_photometricum--RS_GCF_000284415.1 as POCP was;	26.863380521917108%
POCP suggests seperate genus between the input genome and Rhodospirillum_rubrum--RS_GCF_000013085.1 as POCP was;	27.702161729383505%
POCP suggests seperate genus between the input genome and Caenispirillum_bisanense--RS_GCF_900230255.1 as POCP was;	26.282492091871816%
POCP suggests seperate genus between the input genome and Roseospirillum_parvum--RS_GCF_900100455.1 as POCP was;	31.03448275862069%
POCP suggests seperate genus between the input genome and Cohaesibacter_gelatinilyticus--RS_GCF_900215605.1 as POCP was;	21.645445641527914%
POCP suggests seperate genus between the input genome and Nitratireductor_aquibiodomus--RS_GCF_000615975.1 as POCP was;	21.98483804272915%
POCP suggests seperate genus between the input genome and Oceanibaculum_indicum--RS_GCF_000299935.1 as POCP was;	30.754066042385414%
POCP suggests seperate genus between the input genome and Pararhodospirillum_oryzae--RS_GCF_007992075.1 as POCP was;	28.072701097714592%
POCP suggests seperate genus between the input genome and Oceanicella_actignis--RS_GCF_008124525.1 as POCP was;	27.475856845294448%
POCP suggests seperate genus between the input genome and Marinicaulis_flavus--RS_GCF_002943565.1 as POCP was;	22.850051102350708%
POCP suggests seperate genus between the input genome and Sandarakinorhabdus_cyanobacteriorum--RS_GCF_002251755.1 as POCP was;	23.814541622760803%
POCP suggests seperate genus between the input genome and Sandarakinorhabdus_limnophila--RS_GCF_000420765.1 as POCP was;	27.101656780527716%
