#Matching species	POCP (%)
POCP suggests seperate genus between the input genome and Paenibacillus_taihuensis--RS_GCF_003386535.1 as POCP was;	7.853403141361256%
POCP suggests seperate genus between the input genome and Paenibacillus_humicus--RS_GCF_004000905.1 as POCP was;	8.868861024033437%
POCP suggests seperate genus between the input genome and Paenibacillus_cellulosilyticus--RS_GCF_003182255.1 as POCP was;	7.892922794117648%
POCP suggests seperate genus between the input genome and Paenibacillus_catalpae--RS_GCF_900112695.1 as POCP was;	8.161108501643964%
POCP suggests seperate genus between the input genome and Alkalihalobacillus_clausii--RS_GCF_001598215.1 as POCP was;	8.915696062118691%
POCP suggests seperate genus between the input genome and Brevibacillus_fortis--RS_GCF_003013395.1 as POCP was;	8.617636642663204%
POCP suggests seperate genus between the input genome and Laceyella_sacchari--RS_GCF_004343255.1 as POCP was;	9.366485013623977%
POCP suggests seperate genus between the input genome and Gordonia_amarae--RS_GCF_000241345.1 as POCP was;	6.611796982167352%
POCP suggests seperate genus between the input genome and Alkalispirochaeta_americana--RS_GCF_900156105.1 as POCP was;	28.594920518911017%
POCP suggests seperate genus between the input genome and Salinispira_pacifica--RS_GCF_000507245.1 as POCP was;	28.29450773677946%
POCP suggests seperate genus between the input genome and Sphaerochaeta_globosa--RS_GCF_000190435.1 as POCP was;	14.889867841409693%
POCP suggests seperate genus between the input genome and Sphaerochaeta_halotolerans--RS_GCF_003429665.1 as POCP was;	16.59735349716446%
POCP suggests seperate genus between the input genome and Alkalihalobacillus_shacheensis--RS_GCF_001484965.1 as POCP was;	9.096468429903684%
POCP suggests seperate genus between the input genome and Brevibacillus_porteri--RS_GCF_003013475.1 as POCP was;	8.33614960009012%
POCP suggests seperate genus between the input genome and Laceyella_sediminis--RS_GCF_003003125.1 as POCP was;	9.30232558139535%
POCP suggests seperate genus between the input genome and Alkalispirochaeta_alkalica--RS_GCF_000373545.1 as POCP was;	29.537105069801616%
POCP suggests seperate genus between the input genome and Spirochaeta_africana--RS_GCF_000242595.2 as POCP was;	29.138217383281052%
POCP suggests seperate genus between the input genome and Spirochaeta_lutea--RS_GCF_000758165.1 as POCP was;	27.942238267148014%
POCP suggests seperate genus between the input genome and Sediminispirochaeta_bajacaliforniensis--RS_GCF_000378205.1 as POCP was;	20.017572118904674%
POCP suggests seperate genus between the input genome and Treponema_caldarium--RS_GCF_000219725.1 as POCP was;	22.773722627737225%
POCP suggests seperate genus between the input genome and Enterococcus_faecalis--RS_GCF_000392875.1 as POCP was;	7.821541907784208%
POCP suggests seperate genus between the input genome and Planococcus_citreus--RS_GCF_003664125.1 as POCP was;	8.838133068520357%
POCP suggests seperate genus between the input genome and Alkalihalobacillus_alcalophilus--RS_GCF_000292245.2 as POCP was;	8.934859154929578%
POCP suggests seperate genus between the input genome and Enterococcus_sulfureus--RS_GCF_000407605.1 as POCP was;	8.765690376569038%
POCP suggests seperate genus between the input genome and Enterococcus_italicus--RS_GCF_000185365.1 as POCP was;	8.764693751288926%
POCP suggests seperate genus between the input genome and Enterococcus_cecorum--RS_GCF_000407565.1 as POCP was;	8.532423208191126%
POCP suggests seperate genus between the input genome and Listeria_goaensis--RS_GCF_900186125.1 as POCP was;	8.059810357403355%
POCP suggests seperate genus between the input genome and Listeria_valentina--RS_GCF_011800755.1 as POCP was;	8.191190253045923%
POCP suggests seperate genus between the input genome and Listeria_costaricensis--RS_GCF_900183385.1 as POCP was;	8.909479686386316%
POCP suggests seperate genus between the input genome and Salinicoccus_roseus--RS_GCF_003814515.1 as POCP was;	8.446544595392794%
POCP suggests seperate genus between the input genome and Planococcus_maitriensis--RS_GCF_003289925.1 as POCP was;	8.768558951965066%
POCP suggests seperate genus between the input genome and Paenibacillus_taiwanensis--RS_GCF_000425125.1 as POCP was;	8.440570084405701%
POCP suggests seperate genus between the input genome and Paenibacillus_montanisoli--RS_GCF_003268025.1 as POCP was;	7.943981649160932%
