#Matching species	POCP (%)
POCP suggests seperate genus between the input genome and Chryseobacterium_aureum--RS_GCF_003971235.1 as POCP was;	6.879637781411144%
POCP suggests seperate genus between the input genome and Brumimicrobium_mesophilum--RS_GCF_003025005.1 as POCP was;	6.7871308946672535%
POCP suggests seperate genus between the input genome and Brumimicrobium_salinarum--RS_GCF_002844555.1 as POCP was;	7.363678732328724%
POCP suggests seperate genus between the input genome and Phaeocystidibacter_luteus--RS_GCF_008933115.1 as POCP was;	8.19933131666932%
POCP suggests seperate genus between the input genome and Phaeocystidibacter_marisrubri--RS_GCF_008933165.1 as POCP was;	8.229231730168644%
POCP suggests seperate genus between the input genome and Alkaliflexus_imshenetskii--RS_GCF_000517065.1 as POCP was;	9.483273596176822%
POCP suggests seperate genus between the input genome and Anaerophaga_thermohalophila--RS_GCF_000250735.1 as POCP was;	9.913487448588851%
POCP suggests seperate genus between the input genome and Marinilabilia_salmonicolor--RS_GCF_003003035.1 as POCP was;	9.308846207766717%
POCP suggests seperate genus between the input genome and Mucilaginibacter_paludis--RS_GCF_000166195.2 as POCP was;	6.442235558889722%
POCP suggests seperate genus between the input genome and Pedobacter_indicus--RS_GCF_003449035.1 as POCP was;	8.913518576334686%
POCP suggests seperate genus between the input genome and Anseongella_ginsenosidimutans--RS_GCF_008033235.1 as POCP was;	9.344239567447664%
POCP suggests seperate genus between the input genome and Niabella_aurantiaca--RS_GCF_000374125.1 as POCP was;	7.518433458237641%
POCP suggests seperate genus between the input genome and Niabella_ginsenosidivorans--RS_GCF_001654455.1 as POCP was;	7.9115479115479115%
POCP suggests seperate genus between the input genome and Chitinophaga_ginsengisegetis--RS_GCF_900168065.1 as POCP was;	7.09545686574783%
POCP suggests seperate genus between the input genome and Taibaiella_chishuiensis--RS_GCF_003014535.1 as POCP was;	6.701834312432562%
POCP suggests seperate genus between the input genome and Lewinella_agarilytica--RS_GCF_900110645.1 as POCP was;	7.4234755362738%
POCP suggests seperate genus between the input genome and Lewinella_persica--RS_GCF_000373105.1 as POCP was;	7.243714843301572%
POCP suggests seperate genus between the input genome and Lewinella_antarctica--RS_GCF_011927835.1 as POCP was;	8.102605863192181%
POCP suggests seperate genus between the input genome and Lewinella_lacunae--RS_GCF_014349155.1 as POCP was;	7.873407950598224%
POCP suggests seperate genus between the input genome and Lewinella_litorea--RS_GCF_004803465.1 as POCP was;	8.823529411764707%
POCP suggests seperate genus between the input genome and Lewinella_marina--RS_GCF_002631205.1 as POCP was;	9.135235909938332%
POCP suggests seperate genus between the input genome and Lewinella_aquimaris--RS_GCF_014197245.1 as POCP was;	8.818169073321183%
POCP suggests seperate genus between the input genome and Lewinella_xylanilytica--RS_GCF_002934605.1 as POCP was;	8.257477243172952%
POCP suggests seperate genus between the input genome and Lewinella_cohaerens--RS_GCF_000379805.1 as POCP was;	7.2570725707257075%
POCP suggests seperate genus between the input genome and Flavilitoribacter_nigricans--RS_GCF_002646595.1 as POCP was;	6.716864892615727%
POCP suggests seperate genus between the input genome and Phaeodactylibacter_luteus--RS_GCF_007993045.1 as POCP was;	8.213292898660601%
POCP suggests seperate genus between the input genome and Phaeodactylibacter_xiamenensis--RS_GCF_000759025.1 as POCP was;	7.7997060676044505%
POCP suggests seperate genus between the input genome and Haliscomenobacter_hydrossis--RS_GCF_000212735.1 as POCP was;	6.8247821878025166%
POCP suggests seperate genus between the input genome and Reichenbachiella_versicolor--RS_GCF_003171675.1 as POCP was;	7.40402193784278%
POCP suggests seperate genus between the input genome and Nafulsella_turpanensis--RS_GCF_000346615.1 as POCP was;	8.647066648929094%
POCP suggests seperate genus between the input genome and Marivirga_tractuosa--RS_GCF_000183425.1 as POCP was;	7.967795669072737%
POCP suggests seperate genus between the input genome and Echinicola_rosea--RS_GCF_005281475.1 as POCP was;	7.790334214955519%
POCP suggests seperate genus between the input genome and Pontibacter_mucosus--RS_GCF_003054055.1 as POCP was;	8.731888703679958%
POCP suggests seperate genus between the input genome and Pontibacter_roseus--RS_GCF_000373265.1 as POCP was;	8.645650115004736%
POCP suggests seperate genus between the input genome and Rufibacter_ruber--RS_GCF_001647275.1 as POCP was;	8.375314861460957%
POCP suggests seperate genus between the input genome and Maribacter_sedimenticola--RS_GCF_900188415.1 as POCP was;	7.503526093088858%
POCP suggests seperate genus between the input genome and Robertkochia_marina--RS_GCF_004799345.1 as POCP was;	8.339780287792047%
POCP suggests seperate genus between the input genome and Chryseobacterium_gleum--RS_GCF_900636535.1 as POCP was;	6.204167151670353%
POCP suggests seperate genus between the input genome and Brumimicrobium_glaciale--RS_GCF_004152935.1 as POCP was;	7.049345417925479%
POCP suggests seperate genus between the input genome and Reichenbachiella_agariperforans--RS_GCF_900142205.1 as POCP was;	7.973154362416107%
POCP suggests seperate genus between the input genome and Pontibacter_actiniarum--RS_GCF_003585765.1 as POCP was;	8.609784432683618%
POCP suggests seperate genus between the input genome and Rufibacter_tibetensis--RS_GCF_001310085.1 as POCP was;	8.59424515147674%
POCP suggests seperate genus between the input genome and Maribacter_cobaltidurans--RS_GCF_002269385.1 as POCP was;	7.3199683460828275%
POCP suggests seperate genus between the input genome and Robertkochia_solimangrovi--RS_GCF_007279655.1 as POCP was;	7.769317540891145%
POCP suggests seperate genus between the input genome and Chryseobacterium_echinoideorum--RS_GCF_007474535.1 as POCP was;	6.905073411833115%
