#Matching species	POCP (%)
POCP suggests seperate genus between the input genome and Streptomyces_calvus--RS_GCF_006782915.1 as POCP was;	8.216783216783217%
POCP suggests seperate genus between the input genome and Streptomyces_griseostramineus--RS_GCF_014203535.1 as POCP was;	7.625912084000712%
POCP suggests seperate genus between the input genome and Streptomyces_prasinus--RS_GCF_001419705.1 as POCP was;	7.550386042314249%
POCP suggests seperate genus between the input genome and Protaetiibacter_intestinalis--RS_GCF_003627075.1 as POCP was;	9.53865336658354%
POCP suggests seperate genus between the input genome and Thermoleophilum_album--RS_GCF_900108055.1 as POCP was;	12.357752489331435%
POCP suggests seperate genus between the input genome and Moorella_thermoacetica--RS_GCF_001267405.1 as POCP was;	16.111019871900147%
POCP suggests seperate genus between the input genome and Halomonas_elongata--RS_GCF_000196875.2 as POCP was;	10.987348734873487%
POCP suggests seperate genus between the input genome and Streptomyces_albus--RS_GCF_000725885.1 as POCP was;	8.0931820463902%
POCP suggests seperate genus between the input genome and Agromyces_ramosus--RS_GCF_004216665.1 as POCP was;	8.528217336507492%
POCP suggests seperate genus between the input genome and Rubrobacter_radiotolerans--RS_GCF_900175965.1 as POCP was;	11.16833431430253%
POCP suggests seperate genus between the input genome and Erwinia_mallotivora--RS_GCF_000590885.1 as POCP was;	8.614039598868604%
POCP suggests seperate genus between the input genome and Tolumonas_lignilytica--RS_GCF_000527035.1 as POCP was;	10.809628008752735%
POCP suggests seperate genus between the input genome and Halomonas_zincidurans--RS_GCF_000731955.1 as POCP was;	11.921708185053381%
POCP suggests seperate genus between the input genome and Sedimentisphaera_cyanobacteriorum--RS_GCF_001997385.1 as POCP was;	19.938123066345824%
POCP suggests seperate genus between the input genome and Streptomyces_hirsutus--RS_GCF_001418415.1 as POCP was;	7.26723525230988%
POCP suggests seperate genus between the input genome and Micrococcus_flavus--RS_GCF_014204815.1 as POCP was;	9.585536414804707%
POCP suggests seperate genus between the input genome and Rubrobacter_taiwanensis--RS_GCF_004337705.1 as POCP was;	12.620918984280532%
POCP suggests seperate genus between the input genome and Klebsiella_pneumoniae--RS_GCF_000742135.1 as POCP was;	8.55005753739931%
POCP suggests seperate genus between the input genome and Thermodesulfatator_indicus--RS_GCF_000217795.1 as POCP was;	14.713519127574864%
POCP suggests seperate genus between the input genome and Rothia_dentocariosa--RS_GCF_000164695.2 as POCP was;	7.426962337205209%
POCP suggests seperate genus between the input genome and Klebsiella_indica--RS_GCF_005860775.1 as POCP was;	9.075425790754258%
POCP suggests seperate genus between the input genome and Tolumonas_auensis--RS_GCF_000023065.1 as POCP was;	10.645594155360072%
POCP suggests seperate genus between the input genome and Thermodesulfatator_atlanticus--GB_GCA_011321895.1 as POCP was;	14.512555391432791%
POCP suggests seperate genus between the input genome and Sedimentisphaera_salicampi--RS_GCF_002117005.1 as POCP was;	19.404500084588054%
POCP suggests seperate genus between the input genome and Limihaloglobus_sulfuriphilus--RS_GCF_001999965.1 as POCP was;	20.59687644966754%
POCP suggests seperate genus between the input genome and Anaerohalosphaera_lusitana--RS_GCF_002007645.1 as POCP was;	23.42483288294695%
POCP suggests seperate genus between the input genome and Phycisphaera_mikurensis--RS_GCF_000284115.1 as POCP was;	19.197836863452007%
POCP suggests seperate genus between the input genome and Streptomyces_thermovulgaris--RS_GCF_002155915.1 as POCP was;	8.557123350022758%
