#Matching species	POCP (%)
POCP suggests seperate genus between the input genome and Methanobrevibacter_woesei--RS_GCF_003111605.1 as POCP was;	8.52099817407182%
POCP suggests seperate genus between the input genome and Methanobrevibacter_gottschalkii--RS_GCF_003814835.1 as POCP was;	7.86358511837655%
POCP suggests seperate genus between the input genome and Methanobrevibacter_millerae--RS_GCF_900103415.1 as POCP was;	7.046403142646699%
POCP suggests seperate genus between the input genome and Methanobrevibacter_olleyae--RS_GCF_900114585.1 as POCP was;	7.784773898111047%
POCP suggests seperate genus between the input genome and Methanobrevibacter_ruminantium--GB_GCA_004553595.1 as POCP was;	6.580125335720681%
POCP suggests seperate genus between the input genome and Methanobrevibacter_cuticularis--RS_GCF_001639285.1 as POCP was;	7.773945343592464%
POCP suggests seperate genus between the input genome and Methanosphaera_stadtmanae--RS_GCF_000012545.1 as POCP was;	8.906633906633907%
POCP suggests seperate genus between the input genome and Methanobrevibacter_thaueri--RS_GCF_003111625.1 as POCP was;	7.492195629552549%
POCP suggests seperate genus between the input genome and Methanobrevibacter_smithii--RS_GCF_002252585.1 as POCP was;	8.354719133162247%
POCP suggests seperate genus between the input genome and Methanobrevibacter_curvatus--RS_GCF_001639295.1 as POCP was;	7.94341675734494%
POCP suggests seperate genus between the input genome and Methanosphaera_cuniculi--RS_GCF_003149675.1 as POCP was;	8.300395256916996%
POCP suggests seperate genus between the input genome and Methanobacterium_subterraneum--RS_GCF_002813695.1 as POCP was;	7.943022694350556%
POCP suggests seperate genus between the input genome and Methanobacterium_formicicum--GB_GCA_001316325.1 as POCP was;	7.274049827241316%
POCP suggests seperate genus between the input genome and Methanobacterium_congolense--RS_GCF_900095295.1 as POCP was;	8.495924919733268%
POCP suggests seperate genus between the input genome and Methanobacterium_lacus--RS_GCF_000191585.1 as POCP was;	8.518693800283957%
POCP suggests seperate genus between the input genome and Methanobacterium_paludis--RS_GCF_000214725.1 as POCP was;	8.61612515042118%
POCP suggests seperate genus between the input genome and Methanobacterium_veterum--RS_GCF_000745485.1 as POCP was;	8.186195826645266%
POCP suggests seperate genus between the input genome and Methanobacterium_bryantii--RS_GCF_002287175.1 as POCP was;	7.961783439490445%
POCP suggests seperate genus between the input genome and Methanothermobacter_marburgensis--RS_GCF_000145295.1 as POCP was;	9.241019698725376%
POCP suggests seperate genus between the input genome and Methanothermobacter_thermautotrophicus--RS_GCF_000008645.1 as POCP was;	8.798882681564246%
POCP suggests seperate genus between the input genome and Methanothermobacter_tenebrarum--RS_GCF_003264935.1 as POCP was;	10.13390139987827%
POCP suggests seperate genus between the input genome and Methanococcus_aeolicus--RS_GCF_000017185.1 as POCP was;	9.414679467327346%
POCP suggests seperate genus between the input genome and Methanothermococcus_thermolithotrophicus--RS_GCF_000376965.1 as POCP was;	9.615384615384617%
POCP suggests seperate genus between the input genome and Methanotorris_formicicus--RS_GCF_000243455.1 as POCP was;	9.33406113537118%
POCP suggests seperate genus between the input genome and Cuniculiplasma_divulgatum--RS_GCF_900083515.1 as POCP was;	4.830786026200873%
POCP suggests seperate genus between the input genome and Thermoplasma_volcanium--RS_GCF_000011185.1 as POCP was;	6.283662477558348%
POCP suggests seperate genus between the input genome and Methanoculleus_bourgensis--RS_GCF_000304355.2 as POCP was;	6.669712197350389%
POCP suggests seperate genus between the input genome and Methanococcus_vannielii--RS_GCF_000017165.1 as POCP was;	9.130434782608695%
POCP suggests seperate genus between the input genome and Methanotorris_igneus--RS_GCF_000214415.1 as POCP was;	9.103800340328986%
POCP suggests seperate genus between the input genome and Thermoplasma_acidophilum--RS_GCF_000195915.1 as POCP was;	5.77275503970678%
POCP suggests seperate genus between the input genome and Methanoculleus_thermophilus--RS_GCF_001571405.1 as POCP was;	7.529055078322385%
POCP suggests seperate genus between the input genome and Methanoculleus_taiwanensis--RS_GCF_004102725.1 as POCP was;	6.7413162705667276%
POCP suggests seperate genus between the input genome and Methanonatronarchaeum_thermophilum--RS_GCF_002153915.1 as POCP was;	8.695652173913043%
POCP suggests seperate genus between the input genome and Methanobrevibacter_arboriphilus--RS_GCF_000513315.1 as POCP was;	8.926645091693636%
POCP suggests seperate genus between the input genome and Methanobrevibacter_boviskoreani--RS_GCF_000320505.1 as POCP was;	8.60215053763441%
POCP suggests seperate genus between the input genome and Methanobrevibacter_wolinii--RS_GCF_000621965.1 as POCP was;	8.994396933058095%
