#Matching species	POCP (%)
POCP suggests seperate genus between the input genome and Actinosynnema_pretiosum--RS_GCF_002354875.1 as POCP was;	8.958178668646374%
POCP suggests seperate genus between the input genome and Saccharothrix_espanaensis--RS_GCF_000328705.1 as POCP was;	9.021451660299736%
POCP suggests seperate genus between the input genome and Saccharothrix_variisporea--RS_GCF_003634995.1 as POCP was;	9.102980230156387%
POCP suggests seperate genus between the input genome and Saccharothrix_syringae--RS_GCF_009498035.1 as POCP was;	8.685137842879845%
POCP suggests seperate genus between the input genome and Saccharothrix_deserti--RS_GCF_009769385.1 as POCP was;	8.631286762276122%
POCP suggests seperate genus between the input genome and Egibacter_rhizosphaerae--RS_GCF_004322855.1 as POCP was;	11.79596174282678%
POCP suggests seperate genus between the input genome and Thermaerobacter_subterraneus--RS_GCF_000183545.2 as POCP was;	15.462140299695001%
POCP suggests seperate genus between the input genome and Ornatilinea_apprima--RS_GCF_001306115.1 as POCP was;	27.505283060838615%
POCP suggests seperate genus between the input genome and Aggregatilinea_lenta--RS_GCF_003569045.1 as POCP was;	24.363319453858818%
POCP suggests seperate genus between the input genome and Thermoanaerobacter_pseudethanolicus--RS_GCF_000019085.1 as POCP was;	13.400961025093434%
POCP suggests seperate genus between the input genome and Thermanaeromonas_toyohensis--RS_GCF_900176005.1 as POCP was;	15.900810906099425%
POCP suggests seperate genus between the input genome and Saccharothrix_australiensis--RS_GCF_003634935.1 as POCP was;	8.885516776260328%
POCP suggests seperate genus between the input genome and Euzebya_tangerina--RS_GCF_003074135.1 as POCP was;	10.94836670179136%
POCP suggests seperate genus between the input genome and Egicoccus_halophilus--RS_GCF_004300825.1 as POCP was;	11.68639053254438%
POCP suggests seperate genus between the input genome and Levilinea_saccharolytica--RS_GCF_001306035.1 as POCP was;	26.88598979013046%
POCP suggests seperate genus between the input genome and Anaerolinea_thermophila--RS_GCF_000199675.1 as POCP was;	26.94195092758827%
POCP suggests seperate genus between the input genome and Thermoanaerobacter_thermocopriae--RS_GCF_001310975.1 as POCP was;	13.33494969087162%
POCP suggests seperate genus between the input genome and Fervidicola_ferrireducens--RS_GCF_001562425.1 as POCP was;	14.065586724614775%
POCP suggests seperate genus between the input genome and Thermosediminibacter_oceani--RS_GCF_000144645.1 as POCP was;	14.301003344481606%
POCP suggests seperate genus between the input genome and Dictyoglomus_turgidum--RS_GCF_000021645.1 as POCP was;	13.398225021471513%
POCP suggests seperate genus between the input genome and Streptomyces_albus--RS_GCF_000725885.1 as POCP was;	8.873749568816832%
POCP suggests seperate genus between the input genome and Thermaerobacter_marianensis--RS_GCF_000184705.1 as POCP was;	14.980132450331126%
POCP suggests seperate genus between the input genome and Dictyoglomus_thermophilum--RS_GCF_000020965.1 as POCP was;	13.64409181071125%
POCP suggests seperate genus between the input genome and Thermoflavimicrobium_dichotomicum--RS_GCF_900114055.1 as POCP was;	11.875858909757214%
POCP suggests seperate genus between the input genome and Lentzea_jiangxiensis--RS_GCF_900104175.1 as POCP was;	9.016517654190029%
POCP suggests seperate genus between the input genome and Lentzea_guizhouensis--RS_GCF_001701025.1 as POCP was;	8.509212730318257%
POCP suggests seperate genus between the input genome and Lentzea_terrae--RS_GCF_003265345.1 as POCP was;	8.593024797772179%
POCP suggests seperate genus between the input genome and Lentzea_albidocapillata--RS_GCF_000719115.1 as POCP was;	9.155615494118528%
POCP suggests seperate genus between the input genome and Lentzea_flaviverrucosa--RS_GCF_003350445.1 as POCP was;	8.86461953052975%
POCP suggests seperate genus between the input genome and Lentzea_albida--RS_GCF_900111005.1 as POCP was;	9.05711630566874%
POCP suggests seperate genus between the input genome and Lentzea_kentuckyensis--RS_GCF_002150765.1 as POCP was;	8.53214162942592%
POCP suggests seperate genus between the input genome and Lentzea_fradiae--RS_GCF_900100955.1 as POCP was;	9.324539458721857%
POCP suggests seperate genus between the input genome and Actinosynnema_mirum--RS_GCF_000023245.1 as POCP was;	9.024769067277036%
