#Matching species	POCP (%)
POCP suggests seperate genus between the input genome and Exiguobacterium_flavidum--RS_GCF_003344535.1 as POCP was;	9.464490263459336%
POCP suggests seperate genus between the input genome and Bacillus_glycinifermentans--RS_GCF_001042475.2 as POCP was;	8.863074109927933%
POCP suggests seperate genus between the input genome and Paenibacillus_ginsengihumi--RS_GCF_000380965.1 as POCP was;	9.133942980096826%
POCP suggests seperate genus between the input genome and Paenibacillus_larvae--RS_GCF_002003265.1 as POCP was;	8.875872944356837%
POCP suggests seperate genus between the input genome and Paenibacillus_taihuensis--RS_GCF_003386535.1 as POCP was;	8.166380461743943%
POCP suggests seperate genus between the input genome and Alkalihalobacillus_miscanthi--RS_GCF_007725405.1 as POCP was;	8.869102682701202%
POCP suggests seperate genus between the input genome and Chitinispirillum_alkaliphilum--GB_GCA_001045525.1 as POCP was;	11.253132832080201%
POCP suggests seperate genus between the input genome and Alkalispirochaeta_alkalica--RS_GCF_000373545.1 as POCP was;	10.308123249299719%
POCP suggests seperate genus between the input genome and Spirochaeta_africana--RS_GCF_000242595.2 as POCP was;	10.189739985945186%
POCP suggests seperate genus between the input genome and Spirochaeta_lutea--RS_GCF_000758165.1 as POCP was;	10.433941404090657%
POCP suggests seperate genus between the input genome and Desulfovibrio_intestinalis--RS_GCF_014202345.1 as POCP was;	8.451296426068676%
POCP suggests seperate genus between the input genome and Paenibacillus_guangzhouensis--RS_GCF_009363075.1 as POCP was;	8.471682003604972%
POCP suggests seperate genus between the input genome and Paenibacillus_montanisoli--RS_GCF_003268025.1 as POCP was;	8.21725623810001%
POCP suggests seperate genus between the input genome and Paenibacillus_humicus--RS_GCF_004000905.1 as POCP was;	8.821642429426861%
POCP suggests seperate genus between the input genome and Alkalihalobacillus_hemicellulosilyticus--RS_GCF_000513115.1 as POCP was;	9.806157354618016%
POCP suggests seperate genus between the input genome and Alkalispirochaeta_americana--RS_GCF_900156105.1 as POCP was;	10.810433812247174%
POCP suggests seperate genus between the input genome and Salinispira_pacifica--RS_GCF_000507245.1 as POCP was;	11.033390523954072%
POCP suggests seperate genus between the input genome and Sediminispirochaeta_smaragdinae--RS_GCF_000143985.1 as POCP was;	10.594947025264874%
POCP suggests seperate genus between the input genome and Spirochaeta_thermophila--RS_GCF_000147075.1 as POCP was;	11.85480165415837%
POCP suggests seperate genus between the input genome and Treponema_azotonutricium--RS_GCF_000214355.1 as POCP was;	8.91628812459442%
POCP suggests seperate genus between the input genome and Treponema_caldarium--RS_GCF_000219725.1 as POCP was;	11.73355629877369%
POCP suggests seperate genus between the input genome and Rectinema_subterraneum--RS_GCF_009768935.1 as POCP was;	10.85972850678733%
POCP suggests seperate genus between the input genome and Alkalihalobacillus_alcalophilus--RS_GCF_000292245.2 as POCP was;	9.75093984962406%
POCP suggests seperate genus between the input genome and Sediminispirochaeta_bajacaliforniensis--RS_GCF_000378205.1 as POCP was;	10.392961876832844%
POCP suggests seperate genus between the input genome and Aerococcus_urinaehominis--RS_GCF_001543245.1 as POCP was;	7.616005379959651%
POCP suggests seperate genus between the input genome and Exiguobacterium_sibiricum--RS_GCF_000620865.1 as POCP was;	9.059092744649346%
POCP suggests seperate genus between the input genome and Exiguobacterium_undae--RS_GCF_000620805.1 as POCP was;	9.194037725893683%
POCP suggests seperate genus between the input genome and Exiguobacterium_oxidotolerans--RS_GCF_000702625.1 as POCP was;	9.165989710262659%
POCP suggests seperate genus between the input genome and Exiguobacterium_antarcticum--RS_GCF_000685865.1 as POCP was;	9.173586397785687%
POCP suggests seperate genus between the input genome and Exiguobacterium_acetylicum--RS_GCF_000702605.1 as POCP was;	8.678756476683938%
POCP suggests seperate genus between the input genome and Exiguobacterium_indicum--RS_GCF_001939065.1 as POCP was;	8.986265533028122%
POCP suggests seperate genus between the input genome and Exiguobacterium_mexicanum--RS_GCF_005960665.1 as POCP was;	9.111520476123%
