#Matching species	POCP (%)
POCP suggests seperate genus between the input genome and Aeromicrobium_camelliae--RS_GCF_003850045.1 as POCP was;	22.104347826086958%
POCP suggests seperate genus between the input genome and Microlunatus_speluncae--RS_GCF_009299835.1 as POCP was;	15.180265654648956%
POCP suggests seperate genus between the input genome and Brevibacterium_senegalense--RS_GCF_000285835.1 as POCP was;	17.584892584892582%
POCP suggests seperate genus between the input genome and Brevibacterium_jeotgali--RS_GCF_900169175.1 as POCP was;	19.13415285943346%
POCP suggests seperate genus between the input genome and Glutamicibacter_creatinolyticus--RS_GCF_006094275.1 as POCP was;	17.70191800105578%
POCP suggests seperate genus between the input genome and Pedococcus_dokdonensis--RS_GCF_900104525.1 as POCP was;	21.580830869768167%
POCP suggests seperate genus between the input genome and Jonesia_quinghaiensis--RS_GCF_000423205.1 as POCP was;	17.709476765459204%
POCP suggests seperate genus between the input genome and Beutenbergia_cavernae--RS_GCF_000023105.1 as POCP was;	19.89332564509154%
POCP suggests seperate genus between the input genome and Georgenia_soli--RS_GCF_002563695.1 as POCP was;	21.39591587930509%
POCP suggests seperate genus between the input genome and Egibacter_rhizosphaerae--RS_GCF_004322855.1 as POCP was;	23.91554151106004%
POCP suggests seperate genus between the input genome and Saccharothrix_australiensis--RS_GCF_003634935.1 as POCP was;	17.155300616103673%
POCP suggests seperate genus between the input genome and Streptomyces_thermovulgaris--RS_GCF_002155915.1 as POCP was;	17.876394634574403%
POCP suggests seperate genus between the input genome and Brevibacterium_album--RS_GCF_000426445.1 as POCP was;	18.596491228070175%
POCP suggests seperate genus between the input genome and Galactobacter_valiniphilus--RS_GCF_003575975.1 as POCP was;	18.24519639517089%
POCP suggests seperate genus between the input genome and Sanguibacter_inulinus--RS_GCF_013415325.1 as POCP was;	18.624420401854714%
POCP suggests seperate genus between the input genome and Isoptericola_jiangsuensis--RS_GCF_002563715.1 as POCP was;	21.378317876559002%
POCP suggests seperate genus between the input genome and Acidimicrobium_ferrooxidans--RS_GCF_000023265.1 as POCP was;	21.482412060301506%
POCP suggests seperate genus between the input genome and Micromonospora_chalcea--RS_GCF_002926165.1 as POCP was;	18.890122086570475%
POCP suggests seperate genus between the input genome and Marmoricola_aurantiacus--RS_GCF_003752505.1 as POCP was;	21.41777509068924%
POCP suggests seperate genus between the input genome and Microlunatus_phosphovorus--RS_GCF_000270245.1 as POCP was;	16.641414141414142%
POCP suggests seperate genus between the input genome and Streptomyces_albus--RS_GCF_000725885.1 as POCP was;	17.052907739396588%
POCP suggests seperate genus between the input genome and Galactobacter_caseinivorans--RS_GCF_003640665.1 as POCP was;	18.37948336740383%
POCP suggests seperate genus between the input genome and Jonesia_denitrificans--RS_GCF_000024065.1 as POCP was;	17.653736991485335%
POCP suggests seperate genus between the input genome and Georgenia_muralis--RS_GCF_003814705.1 as POCP was;	21.52214597629445%
POCP suggests seperate genus between the input genome and Saccharothrix_syringae--RS_GCF_009498035.1 as POCP was;	14.935550935550937%
POCP suggests seperate genus between the input genome and Micromonospora_nigra--RS_GCF_900091585.1 as POCP was;	19.242479600535866%
POCP suggests seperate genus between the input genome and Micromonospora_parathelypteridis--RS_GCF_014201145.1 as POCP was;	18.253439857967155%
POCP suggests seperate genus between the input genome and Micromonospora_zamorensis--RS_GCF_900090275.1 as POCP was;	18.181818181818183%
POCP suggests seperate genus between the input genome and Micromonospora_chokoriensis--RS_GCF_900091505.1 as POCP was;	18.198157717366882%
POCP suggests seperate genus between the input genome and Micromonospora_violae--RS_GCF_004217135.1 as POCP was;	18.30708661417323%
POCP suggests seperate genus between the input genome and Micromonospora_lupini--RS_GCF_000297395.2 as POCP was;	17.62643433914152%
POCP suggests seperate genus between the input genome and Micromonospora_orduensis--RS_GCF_006228125.1 as POCP was;	18.185787577775354%
POCP suggests seperate genus between the input genome and Nocardioides_guangzhouensis--RS_GCF_004519545.1 as POCP was;	19.849604563723585%
