#Matching species	POCP (%)
POCP suggests seperate genus between the input genome and Sandarakinorhabdus_cyanobacteriorum--RS_GCF_002251755.1 as POCP was;	23.040338206799365%
POCP suggests seperate genus between the input genome and Sandarakinorhabdus_limnophila--RS_GCF_000420765.1 as POCP was;	25.800492610837438%
POCP suggests seperate genus between the input genome and Sphingomonas_lutea--RS_GCF_014396785.1 as POCP was;	23.755422433381533%
POCP suggests seperate genus between the input genome and Sphingosinicella_microcystinivorans--RS_GCF_003634215.1 as POCP was;	24.059652029826015%
POCP suggests seperate genus between the input genome and Sphingobium_indicum--RS_GCF_000382885.1 as POCP was;	17.938766709788702%
POCP suggests seperate genus between the input genome and Sphingosinicella_soli--RS_GCF_014199685.1 as POCP was;	24.876805437553102%
POCP suggests seperate genus between the input genome and Sphingobium_fuliginis--RS_GCF_004152845.1 as POCP was;	20.64771172266991%
POCP suggests seperate genus between the input genome and Parasphingopyxis_lamellibrachiae--RS_GCF_003385775.1 as POCP was;	24.97605822639341%
POCP suggests seperate genus between the input genome and Sphingomicrobium_lutaoense--RS_GCF_014195685.1 as POCP was;	27.363864205969467%
POCP suggests seperate genus between the input genome and Novosphingobium_malaysiense--RS_GCF_000802225.1 as POCP was;	19.42066210045662%
POCP suggests seperate genus between the input genome and Parapontixanthobacter_aurantiacus--RS_GCF_009827635.1 as POCP was;	24.297780396778627%
POCP suggests seperate genus between the input genome and Altererythrobacter_salegens--RS_GCF_009827435.1 as POCP was;	21.205357142857142%
POCP suggests seperate genus between the input genome and Cohaesibacter_intestini--RS_GCF_003324485.1 as POCP was;	22.68307505317533%
POCP suggests seperate genus between the input genome and Microvirga_subterranea--RS_GCF_003350535.1 as POCP was;	21.449355687958985%
POCP suggests seperate genus between the input genome and Microvirga_flavescens--RS_GCF_003290125.1 as POCP was;	25.937950937950937%
POCP suggests seperate genus between the input genome and Chthonobacter_albigriseus--RS_GCF_013839445.1 as POCP was;	22.683706070287542%
POCP suggests seperate genus between the input genome and Rhabdaerophilum_calidifontis--RS_GCF_008641065.1 as POCP was;	27.370648201577225%
POCP suggests seperate genus between the input genome and Ahrensia_kielensis--RS_GCF_000374465.1 as POCP was;	23.577089337175792%
POCP suggests seperate genus between the input genome and Salaquimonas_pukyongi--RS_GCF_001953055.1 as POCP was;	25.19220454139102%
POCP suggests seperate genus between the input genome and Oceanibacterium_hippocampi--RS_GCF_900172325.1 as POCP was;	25.64027939464494%
POCP suggests seperate genus between the input genome and Azospirillum_griseum--RS_GCF_003966125.1 as POCP was;	25.139516343343075%
POCP suggests seperate genus between the input genome and Niveispirillum_cyanobacteriorum--RS_GCF_002868735.1 as POCP was;	24.803664921465966%
POCP suggests seperate genus between the input genome and Niveispirillum_lacus--RS_GCF_002251795.1 as POCP was;	27.563150074294207%
POCP suggests seperate genus between the input genome and Oleisolibacter_albus--RS_GCF_003336875.1 as POCP was;	29.045579687977973%
POCP suggests seperate genus between the input genome and Magnetospirillum_caucaseum--RS_GCF_000342045.1 as POCP was;	23.927633498686898%
POCP suggests seperate genus between the input genome and Magnetospirillum_magnetotacticum--RS_GCF_000829825.1 as POCP was;	25.543394481270234%
POCP suggests seperate genus between the input genome and Magnetospirillum_kuznetsovii--RS_GCF_003284725.1 as POCP was;	25.641421947449768%
POCP suggests seperate genus between the input genome and Magnetospirillum_gryphiswaldense--RS_GCF_000513295.1 as POCP was;	25.865011636927854%
POCP suggests seperate genus between the input genome and Magnetospirillum_moscoviense--RS_GCF_001650635.1 as POCP was;	26.321727917472597%
POCP suggests seperate genus between the input genome and Magnetospirillum_molischianum--RS_GCF_000294655.1 as POCP was;	26.3631815907954%
POCP suggests seperate genus between the input genome and Telmatospirillum_siberiense--RS_GCF_002845745.1 as POCP was;	22.391136305076014%
POCP suggests seperate genus between the input genome and Pararhodospirillum_photometricum--RS_GCF_000284415.1 as POCP was;	26.548067054396167%
POCP suggests seperate genus between the input genome and Rhodospirillum_rubrum--RS_GCF_000013085.1 as POCP was;	26.958895311496466%
POCP suggests seperate genus between the input genome and Caenispirillum_bisanense--RS_GCF_900230255.1 as POCP was;	25.654811138682103%
POCP suggests seperate genus between the input genome and Roseospirillum_parvum--RS_GCF_900100455.1 as POCP was;	30.630463083503813%
POCP suggests seperate genus between the input genome and Sphingomonas_paucimobilis--RS_GCF_000739895.2 as POCP was;	20.853155724706628%
POCP suggests seperate genus between the input genome and Sphingobium_yanoikuyae--RS_GCF_000315525.1 as POCP was;	18.293672255273123%
POCP suggests seperate genus between the input genome and Cohaesibacter_gelatinilyticus--RS_GCF_900215605.1 as POCP was;	20.967741935483872%
POCP suggests seperate genus between the input genome and Camelimonas_lactis--RS_GCF_004342915.1 as POCP was;	22.660596863935258%
POCP suggests seperate genus between the input genome and Pararhodospirillum_oryzae--RS_GCF_007992075.1 as POCP was;	27.581227436823102%
POCP suggests seperate genus between the input genome and Parvularcula_bermudensis--RS_GCF_000152825.2 as POCP was;	25.837320574162682%
POCP suggests seperate genus between the input genome and Rhizorhabdus_dicambivorans--RS_GCF_002355275.1 as POCP was;	18.49071513235875%
POCP suggests seperate genus between the input genome and Sphingomonas_montanisoli--RS_GCF_008274695.1 as POCP was;	20.76502732240437%
