#Matching species	POCP (%)
POCP suggests seperate genus between the input genome and Asticcacaulis_biprosthecium--RS_GCF_000204015.1 as POCP was;	10.797258900217283%
POCP suggests seperate genus between the input genome and Asticcacaulis_benevestitus--RS_GCF_000376105.1 as POCP was;	11.35032724767482%
POCP suggests seperate genus between the input genome and Phenylobacterium_kunshanense--RS_GCF_003254525.1 as POCP was;	13.061979648473635%
POCP suggests seperate genus between the input genome and Caulobacter_henricii--RS_GCF_000745545.1 as POCP was;	10.947589728187415%
POCP suggests seperate genus between the input genome and Caulobacter_flavus--RS_GCF_003722335.1 as POCP was;	11.279724655819773%
POCP suggests seperate genus between the input genome and Caulobacter_vibrioides--GB_GCA_002280275.1 as POCP was;	11.54275092936803%
POCP suggests seperate genus between the input genome and Brevundimonas_abyssalis--RS_GCF_000466985.1 as POCP was;	14.288879042977404%
POCP suggests seperate genus between the input genome and Marinicauda_pacifica--RS_GCF_004793635.1 as POCP was;	17.859742780878427%
POCP suggests seperate genus between the input genome and Parvibaculum_lavamentivorans--RS_GCF_000017565.1 as POCP was;	15.440000000000001%
POCP suggests seperate genus between the input genome and Caulobacter_rhizosphaerae--RS_GCF_010977555.1 as POCP was;	10.774359751477498%
POCP suggests seperate genus between the input genome and Caulobacter_segnis--RS_GCF_000092285.1 as POCP was;	12.801716431253352%
POCP suggests seperate genus between the input genome and Parvularcula_flava--RS_GCF_009712425.2 as POCP was;	14.372895622895623%
POCP suggests seperate genus between the input genome and Hyphobacterium_indicum--RS_GCF_003129605.1 as POCP was;	17.243957139297283%
POCP suggests seperate genus between the input genome and Pseudochrobactrum_asaccharolyticum--RS_GCF_003314995.1 as POCP was;	12.844532516663666%
POCP suggests seperate genus between the input genome and Salaquimonas_pukyongi--RS_GCF_001953055.1 as POCP was;	15.273206056616196%
POCP suggests seperate genus between the input genome and Magnetospirillum_kuznetsovii--RS_GCF_003284725.1 as POCP was;	14.354066985645932%
POCP suggests seperate genus between the input genome and Magnetospirillum_gryphiswaldense--RS_GCF_000513295.1 as POCP was;	14.64226289517471%
POCP suggests seperate genus between the input genome and Magnetospirillum_moscoviense--RS_GCF_001650635.1 as POCP was;	15.189628482972136%
POCP suggests seperate genus between the input genome and Magnetospirillum_molischianum--RS_GCF_000294655.1 as POCP was;	15.823422697036888%
POCP suggests seperate genus between the input genome and Tistrella_mobilis--RS_GCF_000264455.2 as POCP was;	12.195121951219512%
POCP suggests seperate genus between the input genome and Fodinicurvata_sediminis--RS_GCF_000420625.1 as POCP was;	16.75414654629435%
POCP suggests seperate genus between the input genome and Ferruginivarius_sediminum--RS_GCF_003344765.1 as POCP was;	16.42530487804878%
POCP suggests seperate genus between the input genome and Pararhodospirillum_oryzae--RS_GCF_007992075.1 as POCP was;	16.651865008880996%
POCP suggests seperate genus between the input genome and Pararhodospirillum_photometricum--RS_GCF_000284415.1 as POCP was;	15.821205821205822%
POCP suggests seperate genus between the input genome and Rhodospirillum_rubrum--RS_GCF_000013085.1 as POCP was;	15.69722650231125%
POCP suggests seperate genus between the input genome and Streptomyces_albus--RS_GCF_000725885.1 as POCP was;	4.919093851132686%
POCP suggests seperate genus between the input genome and Asticcacaulis_excentricus--RS_GCF_000175215.2 as POCP was;	12.97486849795441%
POCP suggests seperate genus between the input genome and Phenylobacterium_immobile--RS_GCF_001375595.1 as POCP was;	14.585635359116022%
POCP suggests seperate genus between the input genome and Parvularcula_bermudensis--RS_GCF_000152825.2 as POCP was;	16.733668341708544%
POCP suggests seperate genus between the input genome and Devosia_riboflavina--RS_GCF_000743575.1 as POCP was;	11.458834857968224%
POCP suggests seperate genus between the input genome and Brevundimonas_mediterranea--RS_GCF_011064825.1 as POCP was;	15.25831873905429%
POCP suggests seperate genus between the input genome and Brevundimonas_intermedia--RS_GCF_004614235.1 as POCP was;	15.162935047661271%
POCP suggests seperate genus between the input genome and Brevundimonas_vesicularis--RS_GCF_014204545.1 as POCP was;	15.251959686450167%
POCP suggests seperate genus between the input genome and Brevundimonas_aurantiaca--RS_GCF_014199955.1 as POCP was;	15.683194974197892%
POCP suggests seperate genus between the input genome and Brevundimonas_aveniformis--RS_GCF_000428765.1 as POCP was;	17.12152420185376%
POCP suggests seperate genus between the input genome and Brevundimonas_diminuta--RS_GCF_000204035.1 as POCP was;	14.716234051913771%
POCP suggests seperate genus between the input genome and Brevundimonas_naejangsanensis--RS_GCF_000421705.1 as POCP was;	16.174074936001862%
