#Matching species	POCP (%)
POCP suggests seperate genus between the input genome and Paenibacillus_aquistagni--RS_GCF_900177815.1 as POCP was;	4.78080461843767%
POCP suggests seperate genus between the input genome and Desulfuribacillus_alkaliarsenatis--RS_GCF_001730225.1 as POCP was;	7.610474631751228%
POCP suggests seperate genus between the input genome and Hazenella_coriacea--RS_GCF_004341825.1 as POCP was;	7.958670762356884%
POCP suggests seperate genus between the input genome and Desulfofundulus_thermobenzoicus--RS_GCF_009428905.1 as POCP was;	7.402168788307402%
POCP suggests seperate genus between the input genome and Thermodesulfobium_narugense--RS_GCF_000212395.1 as POCP was;	9.564541213063764%
POCP suggests seperate genus between the input genome and Renibacterium_salmoninarum--RS_GCF_000018885.1 as POCP was;	4.056603773584905%
POCP suggests seperate genus between the input genome and Nesterenkonia_aurantiaca--RS_GCF_004364585.1 as POCP was;	4.635958395245171%
POCP suggests seperate genus between the input genome and Meiothermus_luteus--RS_GCF_003574085.1 as POCP was;	5.851212036779048%
POCP suggests seperate genus between the input genome and Crinalium_epipsammum--RS_GCF_000317495.1 as POCP was;	4.187839495356579%
POCP suggests seperate genus between the input genome and Prochlorothrix_hollandica--RS_GCF_000332315.1 as POCP was;	3.925619834710744%
POCP suggests seperate genus between the input genome and Rubricoccus_marinus--RS_GCF_002257665.1 as POCP was;	3.9532794249775383%
POCP suggests seperate genus between the input genome and Syntrophorhabdus_aromaticivorans--RS_GCF_000512235.1 as POCP was;	7.282784051624798%
POCP suggests seperate genus between the input genome and Thermodesulfobium_acidiphilum--RS_GCF_003057965.1 as POCP was;	10.068742418115649%
POCP suggests seperate genus between the input genome and Leifsonia_psychrotolerans--RS_GCF_013410665.1 as POCP was;	4.1397463508016275%
POCP suggests seperate genus between the input genome and Rothia_koreensis--RS_GCF_004136575.1 as POCP was;	4.784978800726832%
POCP suggests seperate genus between the input genome and Thermus_oshimai--RS_GCF_000373145.1 as POCP was;	8.038057742782152%
POCP suggests seperate genus between the input genome and Meiothermus_granaticius--RS_GCF_003574355.1 as POCP was;	5.483625285605483%
POCP suggests seperate genus between the input genome and Longimonas_halophila--RS_GCF_002554705.1 as POCP was;	4.822469528351881%
POCP suggests seperate genus between the input genome and Spirochaeta_thermophila--RS_GCF_000147075.1 as POCP was;	7.477906186267845%
POCP suggests seperate genus between the input genome and Desulfofundulus_kuznetsovii--GB_GCA_000214705.1 as POCP was;	7.989690721649484%
POCP suggests seperate genus between the input genome and Rothia_dentocariosa--RS_GCF_000164695.2 as POCP was;	5.307262569832402%
POCP suggests seperate genus between the input genome and Thermus_aquaticus--RS_GCF_001280255.1 as POCP was;	7.742355237475603%
POCP suggests seperate genus between the input genome and Helicobacter_baculiformis--RS_GCF_900197685.1 as POCP was;	5.553182400683468%
POCP suggests seperate genus between the input genome and Nautilia_profundicola--RS_GCF_000021725.1 as POCP was;	8.53061224489796%
POCP suggests seperate genus between the input genome and Lebetimonas_natsushimae--RS_GCF_002335445.1 as POCP was;	8.751555371215265%
POCP suggests seperate genus between the input genome and Paenibacillus_panacisoli--RS_GCF_000426545.1 as POCP was;	4.134860050890586%
POCP suggests seperate genus between the input genome and Caminibacter_mediatlanticus--RS_GCF_005843985.1 as POCP was;	8.880778588807786%
POCP suggests seperate genus between the input genome and Geobacillus_proteiniphilus--RS_GCF_001908025.1 as POCP was;	6.744186046511628%
POCP suggests seperate genus between the input genome and Geobacillus_stearothermophilus--RS_GCF_001277805.1 as POCP was;	7.452884066247859%
POCP suggests seperate genus between the input genome and Paenibacillus_massiliensis--RS_GCF_000377505.1 as POCP was;	4.315500242443834%
POCP suggests seperate genus between the input genome and Paenibacillus_lautus--RS_GCF_004000945.1 as POCP was;	3.990411731528483%
POCP suggests seperate genus between the input genome and Paenibacillus_taiwanensis--RS_GCF_000425125.1 as POCP was;	4.985007496251874%
