#Matching species	POCP (%)
POCP suggests seperate genus between the input genome and Geobacillus_thermodenitrificans--RS_GCF_000496575.1 as POCP was;	11.315924219150025%
POCP suggests seperate genus between the input genome and Geobacillus_subterraneus--RS_GCF_001618685.1 as POCP was;	11.169062460246789%
POCP suggests seperate genus between the input genome and Parageobacillus_thermantarcticus--RS_GCF_900111865.1 as POCP was;	10.436313340877657%
POCP suggests seperate genus between the input genome and Thermolongibacillus_altinsuensis--RS_GCF_004341205.1 as POCP was;	10.45822102425876%
POCP suggests seperate genus between the input genome and Anoxybacillus_flavithermus--RS_GCF_002742685.1 as POCP was;	10.33573806881243%
POCP suggests seperate genus between the input genome and Anoxybacillus_pushchinoensis--RS_GCF_900111795.1 as POCP was;	10.317460317460316%
POCP suggests seperate genus between the input genome and Anoxybacillus_gonensis--RS_GCF_001187595.1 as POCP was;	10.351854367613097%
POCP suggests seperate genus between the input genome and Anoxybacillus_vitaminiphilus--RS_GCF_003259935.1 as POCP was;	10.007543374402816%
POCP suggests seperate genus between the input genome and Anoxybacillus_tepidamans--RS_GCF_014201465.1 as POCP was;	10.70565797838525%
POCP suggests seperate genus between the input genome and Parageobacillus_thermoglucosidasius--RS_GCF_001655645.1 as POCP was;	10.384477182896156%
POCP suggests seperate genus between the input genome and Saccharococcus_thermophilus--RS_GCF_011761475.1 as POCP was;	10.27027027027027%
POCP suggests seperate genus between the input genome and Anoxybacillus_mongoliensis--RS_GCF_014201515.1 as POCP was;	10.433453737149208%
POCP suggests seperate genus between the input genome and Anoxybacillus_thermarum--RS_GCF_000836725.1 as POCP was;	10.267306374228923%
POCP suggests seperate genus between the input genome and Anoxybacillus_calidus--RS_GCF_013760845.1 as POCP was;	10.062096058801167%
POCP suggests seperate genus between the input genome and Anoxybacillus_caldiproteolyticus--RS_GCF_013761245.1 as POCP was;	10.229671011793917%
POCP suggests seperate genus between the input genome and Anoxybacillus_voinovskiensis--RS_GCF_014196205.1 as POCP was;	10.220747735102718%
POCP suggests seperate genus between the input genome and Anoxybacillus_amylolyticus--RS_GCF_001634285.1 as POCP was;	10.12461059190031%
POCP suggests seperate genus between the input genome and Aeribacillus_composti--RS_GCF_007827555.1 as POCP was;	10.045888627061887%
POCP suggests seperate genus between the input genome and Bacillus_smithii--RS_GCF_001050115.1 as POCP was;	9.611103836585047%
POCP suggests seperate genus between the input genome and Bacillus_taeanensis--RS_GCF_003318295.1 as POCP was;	9.33377674315486%
POCP suggests seperate genus between the input genome and Anaerobacillus_alkalilacustris--RS_GCF_001866005.1 as POCP was;	8.980938416422287%
POCP suggests seperate genus between the input genome and Anaerobacillus_alkalidiazotrophicus--RS_GCF_001866055.1 as POCP was;	9.20992191088654%
POCP suggests seperate genus between the input genome and Anaerobacillus_arseniciselenatis--RS_GCF_001865995.1 as POCP was;	8.662945886920651%
POCP suggests seperate genus between the input genome and Alkalihalobacillus_lonarensis--RS_GCF_900096965.1 as POCP was;	8.689478915234986%
POCP suggests seperate genus between the input genome and Geobacillus_stearothermophilus--RS_GCF_001277805.1 as POCP was;	11.26275158533223%
POCP suggests seperate genus between the input genome and Alkalihalobacillus_alcalophilus--RS_GCF_000292245.2 as POCP was;	9.888210210902386%
POCP suggests seperate genus between the input genome and Bhargavaea_beijingensis--RS_GCF_900101985.1 as POCP was;	9.769882922890593%
POCP suggests seperate genus between the input genome and Bhargavaea_cecembensis--RS_GCF_000348905.1 as POCP was;	9.651650078575171%
POCP suggests seperate genus between the input genome and Bacillus_marinisedimentorum--RS_GCF_001644195.2 as POCP was;	9.537134196105864%
POCP suggests seperate genus between the input genome and Pradoshia_eiseniae--RS_GCF_002946355.1 as POCP was;	8.876678876678877%
POCP suggests seperate genus between the input genome and Mesobacillus_zeae--RS_GCF_003570705.1 as POCP was;	8.994285714285715%
POCP suggests seperate genus between the input genome and Mesobacillus_foraminis--RS_GCF_004340465.1 as POCP was;	8.995303246885848%
POCP suggests seperate genus between the input genome and Bacillus_methanolicus--RS_GCF_008764295.1 as POCP was;	9.524990698251273%
POCP suggests seperate genus between the input genome and Geobacillus_jurassicus--RS_GCF_001544315.1 as POCP was;	11.073318216175359%
