#Matching species	POCP (%)
POCP suggests seperate genus between the input genome and Paenibacillus_stellifer--RS_GCF_000758685.1 as POCP was;	9.225717614659464%
POCP suggests seperate genus between the input genome and Paenibacillus_wynnii--RS_GCF_000757885.1 as POCP was;	8.898606732431608%
POCP suggests seperate genus between the input genome and Paenibacillus_borealis--RS_GCF_000758665.1 as POCP was;	8.446696896950298%
POCP suggests seperate genus between the input genome and Paenibacillus_taiwanensis--RS_GCF_000425125.1 as POCP was;	8.918342131865662%
POCP suggests seperate genus between the input genome and Paenibacillus_thiaminolyticus--RS_GCF_007066085.1 as POCP was;	9.023154128987379%
POCP suggests seperate genus between the input genome and Paenibacillus_chitinolyticus--RS_GCF_000739915.1 as POCP was;	8.84912003163931%
POCP suggests seperate genus between the input genome and Paenibacillus_macquariensis--RS_GCF_900156375.1 as POCP was;	7.851280530010878%
POCP suggests seperate genus between the input genome and Paenibacillus_ehimensis--RS_GCF_004000785.1 as POCP was;	8.979444644789037%
POCP suggests seperate genus between the input genome and Paenibacillus_swuensis--RS_GCF_001644605.1 as POCP was;	9.208271449788644%
POCP suggests seperate genus between the input genome and Paenibacillus_castaneae--RS_GCF_002884445.1 as POCP was;	8.731515944070013%
POCP suggests seperate genus between the input genome and Tepidibacillus_fermentans--RS_GCF_004342885.1 as POCP was;	11.860604247681723%
POCP suggests seperate genus between the input genome and Gottschalkia_acidurici--RS_GCF_000299355.1 as POCP was;	10.07570543702684%
POCP suggests seperate genus between the input genome and Thermohalobacter_berrensis--RS_GCF_003609645.1 as POCP was;	13.173738532110091%
POCP suggests seperate genus between the input genome and Monoglobus_pectinilyticus--RS_GCF_002874775.1 as POCP was;	8.921478765658417%
POCP suggests seperate genus between the input genome and Ruminiclostridium_cellulolyticum--RS_GCF_000022065.1 as POCP was;	10.650583857307842%
POCP suggests seperate genus between the input genome and Ruminiclostridium_josui--RS_GCF_000526495.1 as POCP was;	10.215316858331294%
POCP suggests seperate genus between the input genome and Ruminiclostridium_cellobioparum--RS_GCF_000350485.1 as POCP was;	10.688292784362654%
POCP suggests seperate genus between the input genome and Ruminiclostridium_sufflavum--RS_GCF_003208175.1 as POCP was;	10.263522884882107%
POCP suggests seperate genus between the input genome and Ruminiclostridium_hungatei--RS_GCF_002051585.1 as POCP was;	10.290670417252695%
POCP suggests seperate genus between the input genome and Pseudobacteroides_cellulosolvens--RS_GCF_001262605.1 as POCP was;	9.628030228677986%
POCP suggests seperate genus between the input genome and Acetivibrio_cellulolyticus--RS_GCF_000179595.2 as POCP was;	10.495689655172413%
POCP suggests seperate genus between the input genome and Acetivibrio_alkalicellulosi--GB_GCA_008125075.1 as POCP was;	11.047729918509894%
POCP suggests seperate genus between the input genome and Acetivibrio_clariflavus--RS_GCF_000237085.1 as POCP was;	10.992114864069672%
POCP suggests seperate genus between the input genome and Acetivibrio_thermocellus--RS_GCF_000015865.1 as POCP was;	11.669705652513676%
POCP suggests seperate genus between the input genome and Acetivibrio_mesophilus--RS_GCF_004102745.1 as POCP was;	11.37041358744976%
POCP suggests seperate genus between the input genome and Mageeibacillus_indolicus--RS_GCF_000025225.2 as POCP was;	6.651654252554998%
POCP suggests seperate genus between the input genome and Petroclostridium_xylanilyticum--RS_GCF_002252565.1 as POCP was;	12.819539357124778%
POCP suggests seperate genus between the input genome and Desulfitobacterium_hafniense--RS_GCF_000021925.1 as POCP was;	10.843111690569318%
POCP suggests seperate genus between the input genome and Desulfitobacterium_metallireducens--RS_GCF_000231405.2 as POCP was;	11.972119721197211%
POCP suggests seperate genus between the input genome and Dehalobacter_restrictus--RS_GCF_000512895.1 as POCP was;	12.053947738128688%
POCP suggests seperate genus between the input genome and Desulfotomaculum_reducens--RS_GCF_000016165.1 as POCP was;	12.637785183286338%
POCP suggests seperate genus between the input genome and Desulfotomaculum_hydrothermale--RS_GCF_000315365.1 as POCP was;	13.417099942229923%
POCP suggests seperate genus between the input genome and Succinispira_mobilis--RS_GCF_000384135.1 as POCP was;	10.847457627118644%
POCP suggests seperate genus between the input genome and Desulfitobacterium_dehalogenans--RS_GCF_000243155.2 as POCP was;	10.807600950118765%
POCP suggests seperate genus between the input genome and Desulfotomaculum_nigrificans--RS_GCF_000189755.2 as POCP was;	13.203403788086742%
POCP suggests seperate genus between the input genome and Exiguobacterium_undae--RS_GCF_000620805.1 as POCP was;	7.750297579685227%
POCP suggests seperate genus between the input genome and Exiguobacterium_antarcticum--RS_GCF_000685865.1 as POCP was;	7.90273556231003%
POCP suggests seperate genus between the input genome and Bacillus_fungorum--RS_GCF_002746455.1 as POCP was;	7.368002386397535%
POCP suggests seperate genus between the input genome and Bacillus_wiedmannii--RS_GCF_001583695.1 as POCP was;	7.761286332714905%
POCP suggests seperate genus between the input genome and Halobacillus_halophilus--RS_GCF_000284515.1 as POCP was;	8.36224428759421%
