MAG_118	K03455
MAG_12	K00287
MAG_12	K03455
MAG_12	K03498
MAG_127	K00836
MAG_127	K01838
MAG_127	K03455
MAG_127	K03498
MAG_127	K09181
MAG_131	K00754
MAG_131	K01838
MAG_131	K02168
MAG_131	K03455
MAG_131	K03498
MAG_131	K09181
MAG_131	K13057
MAG_131	K22934
MAG_14	K00287
MAG_14	K01838
MAG_14	K02168
MAG_14	K03455
MAG_14	K13057
MAG_155	K00287
MAG_155	K01838
MAG_155	K22450
MAG_157	K00754
MAG_157	K00836
MAG_157	K01444
MAG_157	K01752
MAG_157	K03789
MAG_167	K03455
MAG_167	K03498
MAG_167	K03789
MAG_167	K10716
MAG_168	K03455
MAG_170	K01838
MAG_170	K02030
MAG_170	K02168
MAG_170	K03455
MAG_170	K07636
MAG_170	K09181
MAG_170	K13057
MAG_170	K22934
MAG_175	K01752
MAG_175	K03455
MAG_175	K10716
MAG_190	K00287
MAG_190	K03455
MAG_190	K22934
MAG_191	K00287
MAG_191	K03455
MAG_21	K00754
MAG_21	K03455
MAG_21	K09181
MAG_21	K13057
MAG_211	K01194
MAG_211	K03498
MAG_218	K00754
MAG_218	K01752
MAG_218	K03789
MAG_218	K06995
MAG_223	K01838
MAG_223	K03789
MAG_223	K06995
MAG_225	K00697
MAG_225	K03455
MAG_225	K03498
MAG_225	K03826
MAG_225	K11527
MAG_225	K13057
MAG_225	K16055
MAG_225	K22450
MAG_232	K02030
MAG_232	K03455
MAG_232	K03498
MAG_232	K06995
MAG_232	K09181
MAG_232	K22450
MAG_266	K01838
MAG_266	K02030
MAG_266	K03789
MAG_266	K06995
MAG_269	K01838
MAG_269	K02030
MAG_269	K03789
MAG_269	K06995
MAG_39	K00287
MAG_39	K01838
MAG_39	K03455
MAG_39	K09181
MAG_91	K00287
MAG_91	K03455
MAG_99	K01838
MAG_99	K03455
