#Matching species	POCP (%)
POCP suggests seperate genus between the input genome and Geobacter_pickeringii--RS_GCF_000817955.1 as POCP was;	16.087782961810955%
POCP suggests seperate genus between the input genome and Geoalkalibacter_ferrihydriticus--RS_GCF_000820505.1 as POCP was;	16.096579476861166%
POCP suggests seperate genus between the input genome and Geoalkalibacter_subterraneus--RS_GCF_000827125.1 as POCP was;	15.75907590759076%
POCP suggests seperate genus between the input genome and Desulfuromonas_acetoxidans--RS_GCF_000167355.1 as POCP was;	13.591405184174624%
POCP suggests seperate genus between the input genome and Pelobacter_seleniigenes--RS_GCF_000711225.1 as POCP was;	13.378358959620634%
POCP suggests seperate genus between the input genome and Geothermobacter_ehrlichii--RS_GCF_008124615.1 as POCP was;	17.51422801542133%
POCP suggests seperate genus between the input genome and Geobacillus_thermodenitrificans--RS_GCF_000496575.1 as POCP was;	11.050102951269732%
POCP suggests seperate genus between the input genome and Marininema_mesophilum--RS_GCF_900106775.1 as POCP was;	11.152815013404824%
POCP suggests seperate genus between the input genome and Desulfuromonas_thiophila--RS_GCF_900101955.1 as POCP was;	15.898058252427186%
POCP suggests seperate genus between the input genome and Malonomonas_rubra--RS_GCF_900142125.1 as POCP was;	14.516392105692383%
POCP suggests seperate genus between the input genome and Bacillus_marinisedimentorum--RS_GCF_001644195.2 as POCP was;	9.464583649325043%
POCP suggests seperate genus between the input genome and Melghiribacillus_thermohalophilus--RS_GCF_004342905.1 as POCP was;	10.092913098925123%
POCP suggests seperate genus between the input genome and Thermoanaerobaculum_aquaticum--RS_GCF_000687145.1 as POCP was;	17.78516517764388%
POCP suggests seperate genus between the input genome and Anoxybacter_fermentans--RS_GCF_003991135.1 as POCP was;	14.285714285714285%
POCP suggests seperate genus between the input genome and Micromonospora_coriariae--RS_GCF_900091455.1 as POCP was;	8.021149735628304%
POCP suggests seperate genus between the input genome and Micromonospora_chersina--RS_GCF_900091475.1 as POCP was;	8.097447795823665%
POCP suggests seperate genus between the input genome and Micromonospora_narathiwatensis--RS_GCF_900089605.1 as POCP was;	8.499639336378937%
POCP suggests seperate genus between the input genome and Allostreptomyces_psammosilenae--RS_GCF_013407765.1 as POCP was;	8.244815376833586%
POCP suggests seperate genus between the input genome and Cellulomonas_rhizosphaerae--RS_GCF_003470205.1 as POCP was;	9.101575595038552%
POCP suggests seperate genus between the input genome and Blastococcus_saxobsidens--RS_GCF_000284015.1 as POCP was;	8.602301431378052%
POCP suggests seperate genus between the input genome and Frankia_irregularis--RS_GCF_001536285.1 as POCP was;	6.82261208576998%
POCP suggests seperate genus between the input genome and Egibacter_rhizosphaerae--RS_GCF_004322855.1 as POCP was;	10.040160642570282%
POCP suggests seperate genus between the input genome and Moorella_humiferrea--RS_GCF_002995755.1 as POCP was;	16.03956555469356%
POCP suggests seperate genus between the input genome and Thermaerobacter_marianensis--RS_GCF_000184705.1 as POCP was;	15.854410857495374%
POCP suggests seperate genus between the input genome and Caldithrix_abyssi--RS_GCF_001886815.1 as POCP was;	14.835426935919859%
POCP suggests seperate genus between the input genome and Geobacillus_stearothermophilus--RS_GCF_001277805.1 as POCP was;	12.144212523719165%
POCP suggests seperate genus between the input genome and Micromonospora_chalcea--RS_GCF_002926165.1 as POCP was;	7.695815756470186%
POCP suggests seperate genus between the input genome and Cellulomonas_flavigena--RS_GCF_000092865.1 as POCP was;	9.480812641083523%
POCP suggests seperate genus between the input genome and Blastococcus_aggregatus--RS_GCF_900221005.1 as POCP was;	9.535523079149183%
POCP suggests seperate genus between the input genome and Frankia_alni--RS_GCF_000058485.1 as POCP was;	7.9266869017044135%
POCP suggests seperate genus between the input genome and Desulfovibrio_indonesiensis--RS_GCF_007625075.1 as POCP was;	12.590100913022587%
POCP suggests seperate genus between the input genome and Desulfovibrio_marinus--RS_GCF_013085545.1 as POCP was;	13.099379821509604%
POCP suggests seperate genus between the input genome and Desulfonauticus_submarinus--RS_GCF_900104045.1 as POCP was;	13.110767189918196%
POCP suggests seperate genus between the input genome and Desulfobacca_acetoxidans--GB_GCA_011333555.1 as POCP was;	16.300873641593864%
POCP suggests seperate genus between the input genome and Syntrophobacter_fumaroxidans--RS_GCF_000014965.1 as POCP was;	15.209526680735605%
POCP suggests seperate genus between the input genome and Dissulfurirhabdus_thermomarina--RS_GCF_012979235.1 as POCP was;	20.01696352841391%
POCP suggests seperate genus between the input genome and Geobacter_metallireducens--GB_GCA_011046855.1 as POCP was;	15.781844537053813%
