#Matching species	POCP (%)
POCP suggests seperate genus between the input genome and Methanobacterium_bryantii--RS_GCF_002287175.1 as POCP was;	7.761437908496732%
POCP suggests seperate genus between the input genome and Methanothermobacter_tenebrarum--RS_GCF_003264935.1 as POCP was;	8.401712450945416%
POCP suggests seperate genus between the input genome and Thermococcus_celer--RS_GCF_002214365.1 as POCP was;	7.170187988687407%
POCP suggests seperate genus between the input genome and Thermococcus_thioreducens--RS_GCF_002214545.1 as POCP was;	6.695089215221854%
POCP suggests seperate genus between the input genome and Thermococcus_profundus--RS_GCF_002214585.1 as POCP was;	6.719817767653759%
POCP suggests seperate genus between the input genome and Thermococcus_celericrescens--RS_GCF_001484195.1 as POCP was;	6.354515050167224%
POCP suggests seperate genus between the input genome and Thermococcus_cleftensis--RS_GCF_000265525.1 as POCP was;	6.641521810429649%
POCP suggests seperate genus between the input genome and Thermococcus_gammatolerans--RS_GCF_000022365.1 as POCP was;	6.631171345595353%
POCP suggests seperate genus between the input genome and Thermococcus_nautili--RS_GCF_000585495.1 as POCP was;	6.784850926672038%
POCP suggests seperate genus between the input genome and Thermococcus_barossii--RS_GCF_002214465.1 as POCP was;	6.88232381581119%
POCP suggests seperate genus between the input genome and Thermococcus_piezophilus--RS_GCF_001647085.1 as POCP was;	7.039567773716829%
POCP suggests seperate genus between the input genome and Thermococcus_siculi--RS_GCF_002214505.1 as POCP was;	6.55631288542681%
POCP suggests seperate genus between the input genome and Thermococcus_peptonophilus--RS_GCF_001592435.1 as POCP was;	7.250904307793489%
POCP suggests seperate genus between the input genome and Thermococcus_eurythermalis--RS_GCF_000769655.1 as POCP was;	6.520704426463589%
POCP suggests seperate genus between the input genome and Thermococcus_guaymasensis--RS_GCF_000816105.1 as POCP was;	6.7547723935389135%
POCP suggests seperate genus between the input genome and Thermococcus_barophilus--RS_GCF_000151105.2 as POCP was;	7.4708046712525995%
POCP suggests seperate genus between the input genome and Thermococcus_paralvinellae--RS_GCF_000517445.1 as POCP was;	7.37012987012987%
POCP suggests seperate genus between the input genome and Pyrococcus_furiosus--RS_GCF_000007305.1 as POCP was;	7.1988246816846235%
POCP suggests seperate genus between the input genome and Pyrococcus_horikoshii--RS_GCF_000011105.1 as POCP was;	6.38550135501355%
POCP suggests seperate genus between the input genome and Thermococcus_chitonophagus--RS_GCF_002214605.1 as POCP was;	6.934365424931463%
POCP suggests seperate genus between the input genome and Pyrococcus_kukulkanii--RS_GCF_001577775.1 as POCP was;	6.245996156310057%
POCP suggests seperate genus between the input genome and Pyrococcus_yayanosii--RS_GCF_000215995.1 as POCP was;	6.823569251608534%
POCP suggests seperate genus between the input genome and Geoglobus_ahangari--RS_GCF_001006045.1 as POCP was;	8.618127786032689%
POCP suggests seperate genus between the input genome and Archaeoglobus_sulfaticallidus--RS_GCF_000385565.1 as POCP was;	8.133971291866029%
POCP suggests seperate genus between the input genome and Methanofervidicoccus_abyssi--RS_GCF_004310395.1 as POCP was;	7.877295966672978%
POCP suggests seperate genus between the input genome and Desulfurococcus_mucosus--RS_GCF_000186365.1 as POCP was;	4.653318502039303%
POCP suggests seperate genus between the input genome and Staphylothermus_hellenicus--RS_GCF_000092465.1 as POCP was;	5.62610229276896%
POCP suggests seperate genus between the input genome and Methanoculleus_bourgensis--RS_GCF_000304355.2 as POCP was;	6.703493580173187%
POCP suggests seperate genus between the input genome and Methanothermobacter_thermautotrophicus--RS_GCF_000008645.1 as POCP was;	8.322033898305085%
POCP suggests seperate genus between the input genome and Methanoregula_boonei--RS_GCF_000017625.1 as POCP was;	6.95970695970696%
POCP suggests seperate genus between the input genome and Methanoregula_formicica--RS_GCF_000327485.1 as POCP was;	6.764194669756662%
POCP suggests seperate genus between the input genome and Methanoculleus_taiwanensis--RS_GCF_004102725.1 as POCP was;	6.795101553166069%
POCP suggests seperate genus between the input genome and Methanomicrobium_mobile--RS_GCF_000711215.1 as POCP was;	6.391643059490085%
POCP suggests seperate genus between the input genome and Methanobacterium_subterraneum--RS_GCF_002813695.1 as POCP was;	8.093469514082328%
POCP suggests seperate genus between the input genome and Methanobacterium_formicicum--GB_GCA_001316325.1 as POCP was;	8.786289806880674%
POCP suggests seperate genus between the input genome and Methanobacterium_veterum--RS_GCF_000745485.1 as POCP was;	7.886089813800658%
