#Matching species	POCP (%)
POCP suggests seperate genus between the input genome and Consotaella_salsifontis--RS_GCF_900167365.1 as POCP was;	15.583304823811153%
POCP suggests seperate genus between the input genome and Pararhizobium_haloflavum--RS_GCF_002750855.1 as POCP was;	16.047862044694703%
POCP suggests seperate genus between the input genome and Agrobacterium_rosae--RS_GCF_002915175.1 as POCP was;	13.324479858344402%
POCP suggests seperate genus between the input genome and Rhizobium_selenitireducens--RS_GCF_000518785.1 as POCP was;	14.912280701754385%
POCP suggests seperate genus between the input genome and Bartonella_kosoyi--RS_GCF_003606325.2 as POCP was;	19.136854060193073%
POCP suggests seperate genus between the input genome and Bartonella_krasnovii--RS_GCF_003606345.3 as POCP was;	19.547989433519223%
POCP suggests seperate genus between the input genome and Bartonella_doshiae--RS_GCF_000278155.1 as POCP was;	21.1734693877551%
POCP suggests seperate genus between the input genome and Bartonella_bovis--RS_GCF_000384965.1 as POCP was;	22.32746955345061%
POCP suggests seperate genus between the input genome and Bartonella_bacilliformis--RS_GCF_000709795.1 as POCP was;	23.26007326007326%
POCP suggests seperate genus between the input genome and Phyllobacterium_trifolii--RS_GCF_014192095.1 as POCP was;	12.188259368205653%
POCP suggests seperate genus between the input genome and Hoeflea_marina--RS_GCF_003182275.1 as POCP was;	14.485247959824232%
POCP suggests seperate genus between the input genome and Agrobacterium_arsenijevicii--GB_GCA_000949895.1 as POCP was;	12.816030123722433%
POCP suggests seperate genus between the input genome and Pararhizobium_antarcticum--RS_GCF_001885585.1 as POCP was;	13.602613602613603%
POCP suggests seperate genus between the input genome and Bartonella_tribocorum--RS_GCF_000196435.1 as POCP was;	17.47422680412371%
POCP suggests seperate genus between the input genome and Bartonella_henselae--RS_GCF_000046705.1 as POCP was;	20.904836193447736%
POCP suggests seperate genus between the input genome and Bartonella_ancashensis--RS_GCF_001281405.1 as POCP was;	22.753007784854915%
POCP suggests seperate genus between the input genome and Bartonella_apis--RS_GCF_001952075.1 as POCP was;	19.659936238044633%
POCP suggests seperate genus between the input genome and Phyllobacterium_endophyticum--RS_GCF_003010935.1 as POCP was;	13.055474876561139%
POCP suggests seperate genus between the input genome and Hoeflea_phototrophica--RS_GCF_000154705.2 as POCP was;	15.629846631052905%
POCP suggests seperate genus between the input genome and Salaquimonas_pukyongi--RS_GCF_001953055.1 as POCP was;	18.608983647277995%
POCP suggests seperate genus between the input genome and Magnetovibrio_blakemorei--RS_GCF_001746755.1 as POCP was;	18.54822930933281%
POCP suggests seperate genus between the input genome and Magnetospirillum_molischianum--RS_GCF_000294655.1 as POCP was;	18.319006685768862%
POCP suggests seperate genus between the input genome and Ferruginivarius_sediminum--RS_GCF_003344765.1 as POCP was;	20.354943860919956%
POCP suggests seperate genus between the input genome and Thalassospira_marina--RS_GCF_002844375.1 as POCP was;	16.985036612543773%
POCP suggests seperate genus between the input genome and Rhizobium_leguminosarum--RS_GCF_002008365.1 as POCP was;	11.065391459074734%
POCP suggests seperate genus between the input genome and Magnetospirillum_gryphiswaldense--RS_GCF_000513295.1 as POCP was;	17.63153264121063%
POCP suggests seperate genus between the input genome and Parasphingopyxis_lamellibrachiae--RS_GCF_003385775.1 as POCP was;	18.950437317784257%
POCP suggests seperate genus between the input genome and Novosphingopyxis_baekryungensis--RS_GCF_000420305.1 as POCP was;	18.62084456424079%
POCP suggests seperate genus between the input genome and Pacificimonas_flava--RS_GCF_002211145.1 as POCP was;	19.24136469591015%
POCP suggests seperate genus between the input genome and Novosphingobium_guangzhouense--RS_GCF_002896965.1 as POCP was;	12.689713322091063%
POCP suggests seperate genus between the input genome and Novosphingobium_lindaniclasticum--RS_GCF_000445125.1 as POCP was;	14.365548980933596%
POCP suggests seperate genus between the input genome and Novosphingobium_pentaromativorans--RS_GCF_000767465.1 as POCP was;	13.175171590569978%
POCP suggests seperate genus between the input genome and Novosphingobium_naphthalenivorans--RS_GCF_001590985.1 as POCP was;	13.492427719137218%
POCP suggests seperate genus between the input genome and Paraurantiacibacter_namhicola--RS_GCF_001687545.1 as POCP was;	19.623195497920236%
