#Matching species	POCP (%)
POCP suggests seperate genus between the input genome and Methanotorris_formicicus--RS_GCF_000243455.1 as POCP was;	13.582273286828068%
POCP suggests seperate genus between the input genome and Methanotorris_igneus--RS_GCF_000214415.1 as POCP was;	14.210304054054054%
POCP suggests seperate genus between the input genome and Sulfurisphaera_tokodaii--RS_GCF_000011205.1 as POCP was;	9.089373204933265%
POCP suggests seperate genus between the input genome and Sulfolobus_acidocaldarius--GB_GCA_000508305.1 as POCP was;	9.547051932838734%
POCP suggests seperate genus between the input genome and Stygiolobus_azoricus--RS_GCF_009729035.1 as POCP was;	10.691208145682397%
POCP suggests seperate genus between the input genome and Metallosphaera_hakonensis--RS_GCF_003201675.2 as POCP was;	8.695652173913043%
POCP suggests seperate genus between the input genome and Desulfurococcus_amylolyticus--RS_GCF_000513855.1 as POCP was;	12.078194088899231%
POCP suggests seperate genus between the input genome and Sulfurisphaera_ohwakuensis--RS_GCF_009729055.1 as POCP was;	9.379194630872483%
POCP suggests seperate genus between the input genome and Metallosphaera_cuprina--RS_GCF_000204925.1 as POCP was;	9.84508764777823%
POCP suggests seperate genus between the input genome and Acidianus_infernus--RS_GCF_009729545.1 as POCP was;	10.270774976657329%
POCP suggests seperate genus between the input genome and Desulfurococcus_mucosus--RS_GCF_000186365.1 as POCP was;	12.278244631185807%
POCP suggests seperate genus between the input genome and Thermosphaera_aggregans--GB_GCA_011053855.1 as POCP was;	11.466848319709355%
POCP suggests seperate genus between the input genome and Staphylothermus_hellenicus--RS_GCF_000092465.1 as POCP was;	12.346491228070175%
POCP suggests seperate genus between the input genome and Thermogladius_calderae--RS_GCF_000264495.1 as POCP was;	11.60322952710496%
POCP suggests seperate genus between the input genome and Pyrodictium_delaneyi--RS_GCF_001412615.1 as POCP was;	12.470119521912352%
POCP suggests seperate genus between the input genome and Pyrodictium_occultum--RS_GCF_001462395.1 as POCP was;	13.014145810663766%
POCP suggests seperate genus between the input genome and Hyperthermus_butylicus--RS_GCF_000015145.1 as POCP was;	12.294390552509489%
POCP suggests seperate genus between the input genome and Ignisphaera_aggregans--GB_GCA_011375585.1 as POCP was;	11.587125416204218%
POCP suggests seperate genus between the input genome and Aeropyrum_camini--RS_GCF_000591035.1 as POCP was;	10.092348284960421%
POCP suggests seperate genus between the input genome and Aeropyrum_pernix--RS_GCF_000011125.1 as POCP was;	10.384283246977548%
POCP suggests seperate genus between the input genome and Ignicoccus_islandicus--RS_GCF_001481685.1 as POCP was;	10.744728577837595%
POCP suggests seperate genus between the input genome and Fervidicoccus_fontis--RS_GCF_000258425.1 as POCP was;	11.433926897844424%
POCP suggests seperate genus between the input genome and Pyrobaculum_islandicum--RS_GCF_000015205.1 as POCP was;	9.390962671905697%
POCP suggests seperate genus between the input genome and Vulcanisaeta_distributa--RS_GCF_000148385.1 as POCP was;	10.156819839533188%
POCP suggests seperate genus between the input genome and Vulcanisaeta_souniana--GB_GCA_001316025.1 as POCP was;	9.588850174216027%
POCP suggests seperate genus between the input genome and Vulcanisaeta_thermophila--RS_GCF_001748385.1 as POCP was;	10.487996851633214%
POCP suggests seperate genus between the input genome and Thermocladium_modestius--RS_GCF_001315925.1 as POCP was;	8.47898309981222%
POCP suggests seperate genus between the input genome and Thermofilum_adornatum--RS_GCF_000813245.1 as POCP was;	11.848931313550528%
POCP suggests seperate genus between the input genome and Thermofilum_pendens--GB_GCA_011363115.1 as POCP was;	11.331013484123533%
POCP suggests seperate genus between the input genome and Thermofilum_uzonense--RS_GCF_000993805.1 as POCP was;	11.933174224343675%
POCP suggests seperate genus between the input genome and Nitrososphaera_viennensis--RS_GCF_000698785.1 as POCP was;	10.625737898465172%
POCP suggests seperate genus between the input genome and Methanobacterium_formicicum--GB_GCA_001316325.1 as POCP was;	13.444626620956923%
POCP suggests seperate genus between the input genome and Methanothermobacter_thermautotrophicus--RS_GCF_000008645.1 as POCP was;	14.88517745302714%
POCP suggests seperate genus between the input genome and Methanothermococcus_thermolithotrophicus--RS_GCF_000376965.1 as POCP was;	13.747276688453159%
POCP suggests seperate genus between the input genome and Metallosphaera_sedula--RS_GCF_000016605.1 as POCP was;	9.934024505183789%
POCP suggests seperate genus between the input genome and Methanobacterium_congolense--RS_GCF_900095295.1 as POCP was;	14.299296444190912%
POCP suggests seperate genus between the input genome and Methanobacterium_paludis--RS_GCF_000214725.1 as POCP was;	14.389561975768872%
POCP suggests seperate genus between the input genome and Methanothermobacter_tenebrarum--RS_GCF_003264935.1 as POCP was;	15.413701067615659%
POCP suggests seperate genus between the input genome and Methanothermococcus_okinawensis--RS_GCF_000179575.2 as POCP was;	12.972264686612798%
POCP suggests seperate genus between the input genome and Methanofervidicoccus_abyssi--RS_GCF_004310395.1 as POCP was;	13.52193718532726%
