#Matching species	POCP (%)
POCP suggests seperate genus between the input genome and Desulfatirhabdium_butyrativorans--GB_GCA_011362395.1 as POCP was;	30.057904895595716%
POCP suggests seperate genus between the input genome and Desulfatibacillum_aliphaticivorans--RS_GCF_000429905.1 as POCP was;	25.506126798082047%
POCP suggests seperate genus between the input genome and Desulfatiglans_anilini--RS_GCF_000422285.1 as POCP was;	43.5630689206762%
POCP suggests seperate genus between the input genome and Syntrophus_gentianae--RS_GCF_900109885.1 as POCP was;	26.039978390059424%
POCP suggests seperate genus between the input genome and Desulfarculus_baarsii--RS_GCF_000143965.1 as POCP was;	29.59331880900508%
POCP suggests seperate genus between the input genome and Desulfurivibrio_alkaliphilus--RS_GCF_000092205.1 as POCP was;	24.144254278728607%
POCP suggests seperate genus between the input genome and Desulfobulbus_mediterraneus--RS_GCF_000429965.1 as POCP was;	21.721378409276497%
POCP suggests seperate genus between the input genome and Geobacter_metallireducens--GB_GCA_011046855.1 as POCP was;	20.784911411697465%
POCP suggests seperate genus between the input genome and Geothermobacter_ehrlichii--RS_GCF_008124615.1 as POCP was;	24.048676839868648%
POCP suggests seperate genus between the input genome and Desulfovibrio_magneticus--RS_GCF_000526455.1 as POCP was;	19.001859888406695%
POCP suggests seperate genus between the input genome and Desulfoluna_butyratoxydans--RS_GCF_900699765.1 as POCP was;	20.620239390642002%
POCP suggests seperate genus between the input genome and Desulforegula_conservatrix--RS_GCF_000426225.1 as POCP was;	21.395036887994635%
POCP suggests seperate genus between the input genome and Desulfococcus_multivorans--RS_GCF_001854245.1 as POCP was;	29.86820428336079%
POCP suggests seperate genus between the input genome and Desulfatibacillum_alkenivorans--RS_GCF_900142135.1 as POCP was;	26.169983862291556%
POCP suggests seperate genus between the input genome and Desulfobacca_acetoxidans--GB_GCA_011333555.1 as POCP was;	26.226543070314268%
POCP suggests seperate genus between the input genome and Syntrophus_aciditrophicus--RS_GCF_000013405.1 as POCP was;	26.793700174995138%
POCP suggests seperate genus between the input genome and Desulfobulbus_propionicus--GB_GCA_002746685.1 as POCP was;	21.255776026094047%
POCP suggests seperate genus between the input genome and Dissulfurirhabdus_thermomarina--RS_GCF_012979235.1 as POCP was;	28.609986504723345%
POCP suggests seperate genus between the input genome and Desulfuromonas_acetoxidans--RS_GCF_000167355.1 as POCP was;	18.144440471934214%
POCP suggests seperate genus between the input genome and Desulfobacter_curvatus--RS_GCF_000373985.1 as POCP was;	21.821281432021593%
POCP suggests seperate genus between the input genome and Desulfoluna_spongiiphila--RS_GCF_900101345.1 as POCP was;	20.40102274256493%
POCP suggests seperate genus between the input genome and Desulfosalsimonas_propionicica--RS_GCF_013761005.1 as POCP was;	31.18016759776536%
POCP suggests seperate genus between the input genome and Desulfosarcina_cetonica--RS_GCF_001311845.1 as POCP was;	25.259028266773964%
POCP suggests seperate genus between the input genome and Desulfosarcina_ovata--RS_GCF_009689005.1 as POCP was;	25.087501411313085%
POCP suggests seperate genus between the input genome and Desulfosarcina_widdelii--RS_GCF_009688965.1 as POCP was;	26.36096679466908%
POCP suggests seperate genus between the input genome and Desulfosarcina_alkanivorans--RS_GCF_009688945.1 as POCP was;	27.04630495790458%
POCP suggests seperate genus between the input genome and Desulfatitalea_tepidiphila--RS_GCF_001293685.1 as POCP was;	28.769593563601052%
