#Matching species	POCP (%)
POCP suggests seperate genus between the input genome and Methanomicrobium_mobile--RS_GCF_000711215.1 as POCP was;	14.096916299559473%
POCP suggests seperate genus between the input genome and Methanolacinia_petrolearia--RS_GCF_000147875.1 as POCP was;	14.537183544303797%
POCP suggests seperate genus between the input genome and Methanoplanus_limicola--RS_GCF_000243255.1 as POCP was;	14.00189214758751%
POCP suggests seperate genus between the input genome and Methanosarcina_vacuolata--RS_GCF_000969905.1 as POCP was;	15.206833026293754%
POCP suggests seperate genus between the input genome and Methanolobus_vulcani--RS_GCF_006546655.1 as POCP was;	17.253098760495803%
POCP suggests seperate genus between the input genome and Methanolobus_profundi--RS_GCF_900114835.1 as POCP was;	16.50145772594752%
POCP suggests seperate genus between the input genome and Methanomethylovorans_hollandica--RS_GCF_000328665.1 as POCP was;	16.76929392446634%
POCP suggests seperate genus between the input genome and Methanohalophilus_mahii--RS_GCF_000025865.1 as POCP was;	17.993405558172398%
POCP suggests seperate genus between the input genome and Methanococcoides_methylutens--RS_GCF_000765475.1 as POCP was;	17.95909671921602%
POCP suggests seperate genus between the input genome and Methanogenium_cariaci--RS_GCF_001315945.1 as POCP was;	12.113242574257425%
POCP suggests seperate genus between the input genome and Methanosarcina_lacustris--RS_GCF_000970265.1 as POCP was;	15.427769985974754%
POCP suggests seperate genus between the input genome and Methanolobus_psychrotolerans--RS_GCF_002243045.1 as POCP was;	16.38212161902935%
POCP suggests seperate genus between the input genome and Methanohalophilus_halophilus--RS_GCF_001889405.1 as POCP was;	18.300959513222562%
POCP suggests seperate genus between the input genome and Methanococcoides_burtonii--RS_GCF_000013725.1 as POCP was;	16.597938144329895%
POCP suggests seperate genus between the input genome and Methanosalsum_zhilinae--RS_GCF_000217995.1 as POCP was;	17.832003754106054%
POCP suggests seperate genus between the input genome and Methanosaeta_harundinacea--RS_GCF_000235565.1 as POCP was;	16.306191687871078%
POCP suggests seperate genus between the input genome and Methanothermobacter_thermautotrophicus--RS_GCF_000008645.1 as POCP was;	16.054487959134033%
POCP suggests seperate genus between the input genome and Methanothermococcus_okinawensis--RS_GCF_000179575.2 as POCP was;	15.487179487179487%
POCP suggests seperate genus between the input genome and Methanothermococcus_thermolithotrophicus--RS_GCF_000376965.1 as POCP was;	15.87829199693173%
POCP suggests seperate genus between the input genome and Methanotorris_igneus--RS_GCF_000214415.1 as POCP was;	15.725905841754992%
POCP suggests seperate genus between the input genome and Methanomassiliicoccus_luminyensis--RS_GCF_000308215.1 as POCP was;	18.480960264900663%
POCP suggests seperate genus between the input genome and Methanofollis_tationis--RS_GCF_013377755.1 as POCP was;	15.127528583992964%
POCP suggests seperate genus between the input genome and Methanoregula_boonei--RS_GCF_000017625.1 as POCP was;	13.667856393029604%
POCP suggests seperate genus between the input genome and Methanoculleus_bourgensis--RS_GCF_000304355.2 as POCP was;	14.646567529028315%
POCP suggests seperate genus between the input genome and Methanolacinia_paynteri--RS_GCF_000784355.1 as POCP was;	14.520657841957481%
POCP suggests seperate genus between the input genome and Methanosarcina_barkeri--RS_GCF_000970025.1 as POCP was;	14.554145376627659%
POCP suggests seperate genus between the input genome and Methanolobus_tindarius--RS_GCF_000504205.1 as POCP was;	17.286567739448834%
POCP suggests seperate genus between the input genome and Methanofollis_ethanolicus--RS_GCF_001571385.1 as POCP was;	14.387901083180052%
POCP suggests seperate genus between the input genome and Methanofollis_liminatans--RS_GCF_000275865.1 as POCP was;	15.600256794350525%
POCP suggests seperate genus between the input genome and Methanoregula_formicica--RS_GCF_000327485.1 as POCP was;	13.72434017595308%
POCP suggests seperate genus between the input genome and Methanolinea_tarda--GB_GCA_000235685.2 as POCP was;	15.395348837209303%
POCP suggests seperate genus between the input genome and Methanosphaerula_palustris--RS_GCF_000021965.1 as POCP was;	12.903869166334264%
POCP suggests seperate genus between the input genome and Methanoculleus_marisnigri--GB_GCA_002503885.1 as POCP was;	14.339386349405133%
POCP suggests seperate genus between the input genome and Methanoculleus_chikugoensis--RS_GCF_900095385.1 as POCP was;	14.496314496314497%
POCP suggests seperate genus between the input genome and Methanoculleus_taiwanensis--RS_GCF_004102725.1 as POCP was;	14.958222946810679%
