#Matching species	POCP (%)
POCP suggests seperate genus between the input genome and Thermococcus_thioreducens--RS_GCF_002214545.1 as POCP was;	7.0887609815207515%
POCP suggests seperate genus between the input genome and Thermococcus_piezophilus--RS_GCF_001647085.1 as POCP was;	7.666360012266176%
POCP suggests seperate genus between the input genome and Thermococcus_celericrescens--RS_GCF_001484195.1 as POCP was;	6.175972927241963%
POCP suggests seperate genus between the input genome and Thermococcus_siculi--RS_GCF_002214505.1 as POCP was;	7.507987220447284%
POCP suggests seperate genus between the input genome and Thermococcus_kodakarensis--RS_GCF_000009965.1 as POCP was;	7.322239031770045%
POCP suggests seperate genus between the input genome and Thermococcus_eurythermalis--RS_GCF_000769655.1 as POCP was;	7.0314888413329255%
POCP suggests seperate genus between the input genome and Thermococcus_zilligii--RS_GCF_000258515.1 as POCP was;	7.665383269163459%
POCP suggests seperate genus between the input genome and Thermococcus_pacificus--RS_GCF_002214485.1 as POCP was;	7.786467188031282%
POCP suggests seperate genus between the input genome and Thermococcus_paralvinellae--RS_GCF_000517445.1 as POCP was;	7.4808184143222505%
POCP suggests seperate genus between the input genome and Thermococcus_cleftensis--RS_GCF_000265525.1 as POCP was;	7.599478147423352%
POCP suggests seperate genus between the input genome and Thermococcus_gammatolerans--RS_GCF_000022365.1 as POCP was;	7.39102969046115%
POCP suggests seperate genus between the input genome and Thermococcus_guaymasensis--RS_GCF_000816105.1 as POCP was;	7.523409751372295%
POCP suggests seperate genus between the input genome and Thermococcus_barophilus--RS_GCF_000151105.2 as POCP was;	7.5799937868903395%
POCP suggests seperate genus between the input genome and Pyrococcus_furiosus--RS_GCF_000007305.1 as POCP was;	7.853910795087265%
POCP suggests seperate genus between the input genome and Thermococcus_chitonophagus--RS_GCF_002214605.1 as POCP was;	7.636478384348375%
POCP suggests seperate genus between the input genome and Pyrococcus_kukulkanii--RS_GCF_001577775.1 as POCP was;	7.347447073474471%
POCP suggests seperate genus between the input genome and Pyrococcus_yayanosii--RS_GCF_000215995.1 as POCP was;	8.24634655532359%
POCP suggests seperate genus between the input genome and Thermococcus_litoralis--RS_GCF_000246985.2 as POCP was;	6.821438807681283%
POCP suggests seperate genus between the input genome and Thermococcus_sibiricus--RS_GCF_000022545.1 as POCP was;	7.633587786259542%
POCP suggests seperate genus between the input genome and Palaeococcus_ferrophilus--RS_GCF_000966265.1 as POCP was;	7.089215980775007%
POCP suggests seperate genus between the input genome and Palaeococcus_pacificus--RS_GCF_000725425.1 as POCP was;	7.914151576123407%
POCP suggests seperate genus between the input genome and Methanococcus_vannielii--RS_GCF_000017165.1 as POCP was;	7.414170927684441%
POCP suggests seperate genus between the input genome and Methanococcus_aeolicus--RS_GCF_000017185.1 as POCP was;	7.23083035359555%
POCP suggests seperate genus between the input genome and Methanothermococcus_okinawensis--RS_GCF_000179575.2 as POCP was;	8.242378622506587%
POCP suggests seperate genus between the input genome and Methanothermococcus_thermolithotrophicus--RS_GCF_000376965.1 as POCP was;	8.35832083958021%
POCP suggests seperate genus between the input genome and Methanofervidicoccus_abyssi--RS_GCF_004310395.1 as POCP was;	9.248554913294797%
POCP suggests seperate genus between the input genome and Methanotorris_formicicus--RS_GCF_000243455.1 as POCP was;	7.588075880758807%
POCP suggests seperate genus between the input genome and Methanotorris_igneus--RS_GCF_000214415.1 as POCP was;	8.208955223880597%
POCP suggests seperate genus between the input genome and Methanobacterium_formicicum--GB_GCA_001316325.1 as POCP was;	5.389596824733654%
POCP suggests seperate genus between the input genome and Methanothrix_thermoacetophila--RS_GCF_000014945.1 as POCP was;	5.710206995003569%
POCP suggests seperate genus between the input genome and Methanobrevibacter_smithii--RS_GCF_002252585.1 as POCP was;	6.833631484794275%
POCP suggests seperate genus between the input genome and Methanosphaera_stadtmanae--RS_GCF_000012545.1 as POCP was;	7.468553459119496%
POCP suggests seperate genus between the input genome and Methanobacterium_paludis--RS_GCF_000214725.1 as POCP was;	6.099331977926227%
POCP suggests seperate genus between the input genome and Methanothermobacter_marburgensis--RS_GCF_000145295.1 as POCP was;	7.043795620437956%
POCP suggests seperate genus between the input genome and Methanothermobacter_thermautotrophicus--RS_GCF_000008645.1 as POCP was;	6.764295676429567%
POCP suggests seperate genus between the input genome and Methanothermobacter_tenebrarum--RS_GCF_003264935.1 as POCP was;	7.498057498057498%
