#Matching species	POCP (%)
POCP suggests seperate genus between the input genome and Ureibacillus_thermosphaericus--RS_GCF_012396605.1 as POCP was;	12.657981722729925%
POCP suggests seperate genus between the input genome and Bhargavaea_cecembensis--RS_GCF_000348905.1 as POCP was;	14.07902058987201%
POCP suggests seperate genus between the input genome and Parageobacillus_thermantarcticus--RS_GCF_900111865.1 as POCP was;	14.173090399439383%
POCP suggests seperate genus between the input genome and Caldibacillus_debilis--RS_GCF_000383875.1 as POCP was;	13.913913913913914%
POCP suggests seperate genus between the input genome and Kroppenstedtia_eburnea--RS_GCF_013282215.1 as POCP was;	15.211316800558855%
POCP suggests seperate genus between the input genome and Planifilum_fulgidum--RS_GCF_900113175.1 as POCP was;	17.153419593345657%
POCP suggests seperate genus between the input genome and Mycobacterium_tuberculosis--RS_GCF_000195955.2 as POCP was;	9.500396510705789%
POCP suggests seperate genus between the input genome and Saccharomonospora_glauca--RS_GCF_000243395.2 as POCP was;	10.910482019892886%
POCP suggests seperate genus between the input genome and Arthrobacter_silvisoli--RS_GCF_003369445.1 as POCP was;	9.94475138121547%
POCP suggests seperate genus between the input genome and Melghiribacillus_thermohalophilus--RS_GCF_004342905.1 as POCP was;	14.116296863045141%
POCP suggests seperate genus between the input genome and Melghirimyces_profundicolus--RS_GCF_003054245.1 as POCP was;	15.547284723397055%
POCP suggests seperate genus between the input genome and Saccharomonospora_cyanea--RS_GCF_000244975.1 as POCP was;	10.262008733624455%
POCP suggests seperate genus between the input genome and Arthrobacter_celericrescens--RS_GCF_003614925.1 as POCP was;	9.630818619582666%
POCP suggests seperate genus between the input genome and Arthrobacter_globiformis--RS_GCF_003261175.1 as POCP was;	8.945160323643991%
POCP suggests seperate genus between the input genome and Paeniglutamicibacter_antarcticus--RS_GCF_900010755.1 as POCP was;	8.639240506329115%
POCP suggests seperate genus between the input genome and Micrococcus_terreus--RS_GCF_900116905.1 as POCP was;	10.55064308681672%
POCP suggests seperate genus between the input genome and Patulibacter_medicamentivorans--RS_GCF_000240225.1 as POCP was;	10.227104052248775%
POCP suggests seperate genus between the input genome and Conexibacter_woesei--RS_GCF_000025265.1 as POCP was;	10.715600834663066%
POCP suggests seperate genus between the input genome and Conexibacter_arvalis--RS_GCF_014199525.1 as POCP was;	11.912894961571306%
POCP suggests seperate genus between the input genome and Solirubrobacter_soli--RS_GCF_000423665.1 as POCP was;	8.870223370869484%
POCP suggests seperate genus between the input genome and Rubrobacter_taiwanensis--RS_GCF_004337705.1 as POCP was;	16.701225259189446%
POCP suggests seperate genus between the input genome and Moorella_thermoacetica--RS_GCF_001267405.1 as POCP was;	21.01297614064462%
POCP suggests seperate genus between the input genome and Melghirimyces_algeriensis--RS_GCF_900182565.1 as POCP was;	14.877384196185286%
POCP suggests seperate genus between the input genome and Planifilum_fimeticola--RS_GCF_003001905.1 as POCP was;	16.634361233480178%
POCP suggests seperate genus between the input genome and Saccharomonospora_viridis--RS_GCF_000023865.1 as POCP was;	11.314935064935066%
POCP suggests seperate genus between the input genome and Patulibacter_minatonensis--RS_GCF_000519325.1 as POCP was;	9.08716540837337%
POCP suggests seperate genus between the input genome and Solirubrobacter_pauli--RS_GCF_003633755.1 as POCP was;	9.728021667983297%
POCP suggests seperate genus between the input genome and Rubrobacter_radiotolerans--RS_GCF_900175965.1 as POCP was;	14.676390154968095%
POCP suggests seperate genus between the input genome and Desulfoglaeba_alkanexedens--RS_GCF_005377625.1 as POCP was;	20.689655172413794%
POCP suggests seperate genus between the input genome and Syntrophobacter_fumaroxidans--RS_GCF_000014965.1 as POCP was;	18.311627177153618%
POCP suggests seperate genus between the input genome and Geobacter_daltonii--RS_GCF_000022265.1 as POCP was;	18.23587710604559%
POCP suggests seperate genus between the input genome and Geobacter_toluenoxydans--GB_GCA_001311985.1 as POCP was;	16.60763478945297%
POCP suggests seperate genus between the input genome and Geobacter_uraniireducens--RS_GCF_000016745.1 as POCP was;	17.09010339734121%
POCP suggests seperate genus between the input genome and Geobacter_pickeringii--RS_GCF_000817955.1 as POCP was;	20.55736518277235%
POCP suggests seperate genus between the input genome and Deferrisoma_camini--RS_GCF_000526155.1 as POCP was;	20.460272131698304%
POCP suggests seperate genus between the input genome and Ureibacillus_terrenus--RS_GCF_006569205.1 as POCP was;	13.473642800944138%
