#Matching species	POCP (%)
POCP suggests seperate genus between the input genome and Phaeodactylibacter_xiamenensis--RS_GCF_000759025.1 as POCP was;	8.347602739726028%
POCP suggests seperate genus between the input genome and Haliscomenobacter_hydrossis--RS_GCF_000212735.1 as POCP was;	7.213243988963343%
POCP suggests seperate genus between the input genome and Cesiribacter_andamanensis--RS_GCF_000348925.1 as POCP was;	9.912693082605776%
POCP suggests seperate genus between the input genome and Fulvivirga_aurantia--RS_GCF_009711475.1 as POCP was;	8.311537343795408%
POCP suggests seperate genus between the input genome and Nafulsella_turpanensis--RS_GCF_000346615.1 as POCP was;	9.284253578732105%
POCP suggests seperate genus between the input genome and Marivirga_tractuosa--RS_GCF_000183425.1 as POCP was;	8.54457419538593%
POCP suggests seperate genus between the input genome and Pontibacter_roseus--RS_GCF_000373265.1 as POCP was;	9.169094187820779%
POCP suggests seperate genus between the input genome and Pontibacter_diazotrophicus--RS_GCF_003367245.1 as POCP was;	8.721266027492202%
POCP suggests seperate genus between the input genome and Rufibacter_roseus--RS_GCF_001647285.1 as POCP was;	8.920439324939727%
POCP suggests seperate genus between the input genome and Adhaeribacter_swui--RS_GCF_014217805.1 as POCP was;	8.682266009852217%
POCP suggests seperate genus between the input genome and Adhaeribacter_rhizoryzae--RS_GCF_008629685.1 as POCP was;	8.622117090479007%
POCP suggests seperate genus between the input genome and Mariniphaga_sediminis--RS_GCF_003573545.1 as POCP was;	9.914834117198424%
POCP suggests seperate genus between the input genome and Sporocytophaga_myxococcoides--RS_GCF_000775915.1 as POCP was;	7.821842586943258%
POCP suggests seperate genus between the input genome and Fulvivirga_imtechensis--RS_GCF_000331535.1 as POCP was;	8.024343514031331%
POCP suggests seperate genus between the input genome and Marivirga_sericea--RS_GCF_900177665.1 as POCP was;	8.760625171373732%
POCP suggests seperate genus between the input genome and Marinoscillum_furvescens--RS_GCF_003386095.1 as POCP was;	8.121763294177086%
POCP suggests seperate genus between the input genome and Rufibacter_immobilis--RS_GCF_003721565.1 as POCP was;	8.843537414965986%
POCP suggests seperate genus between the input genome and Adhaeribacter_aquaticus--RS_GCF_000473365.1 as POCP was;	8.498253783469151%
POCP suggests seperate genus between the input genome and Adhaeribacter_aerolatus--RS_GCF_007991635.1 as POCP was;	8.628188550605383%
POCP suggests seperate genus between the input genome and Mariniphaga_anaerophila--RS_GCF_900129025.1 as POCP was;	10.333286849811742%
POCP suggests seperate genus between the input genome and Fulvivirga_kasyanovii--RS_GCF_009711405.1 as POCP was;	7.654723127035831%
POCP suggests seperate genus between the input genome and Pontibacter_actiniarum--RS_GCF_003585765.1 as POCP was;	8.975545274289491%
POCP suggests seperate genus between the input genome and Rufibacter_tibetensis--RS_GCF_001310085.1 as POCP was;	8.64149474503698%
POCP suggests seperate genus between the input genome and Owenweeksia_hongkongensis--RS_GCF_000236705.1 as POCP was;	8.17965496728138%
POCP suggests seperate genus between the input genome and Phaeocystidibacter_luteus--RS_GCF_008933115.1 as POCP was;	8.935891129693392%
POCP suggests seperate genus between the input genome and Prolixibacter_bellariivorans--RS_GCF_000621705.1 as POCP was;	11.489019817889663%
POCP suggests seperate genus between the input genome and Prolixibacter_denitrificans--RS_GCF_003014495.1 as POCP was;	11.679844638646136%
POCP suggests seperate genus between the input genome and Maribellus_luteus--RS_GCF_003576475.1 as POCP was;	9.742761277494719%
POCP suggests seperate genus between the input genome and Albibacterium_bauzanense--RS_GCF_004339765.1 as POCP was;	9.81947022102244%
POCP suggests seperate genus between the input genome and Solitalea_koreensis--RS_GCF_900182575.1 as POCP was;	9.550469290301333%
POCP suggests seperate genus between the input genome and Anseongella_ginsenosidimutans--RS_GCF_008033235.1 as POCP was;	9.145214052055184%
POCP suggests seperate genus between the input genome and Phaeodactylibacter_luteus--RS_GCF_007993045.1 as POCP was;	9.260217278841179%
