#Matching species	POCP (%)
POCP suggests seperate genus between the input genome and Thermococcus_barossii--RS_GCF_002214465.1 as POCP was;	13.044812768569674%
POCP suggests seperate genus between the input genome and Thermococcus_thioreducens--RS_GCF_002214545.1 as POCP was;	12.599093997734995%
POCP suggests seperate genus between the input genome and Thermococcus_piezophilus--RS_GCF_001647085.1 as POCP was;	12.65750286368843%
POCP suggests seperate genus between the input genome and Thermococcus_celericrescens--RS_GCF_001484195.1 as POCP was;	11.358220810166799%
POCP suggests seperate genus between the input genome and Thermococcus_siculi--RS_GCF_002214505.1 as POCP was;	12.674799166914607%
POCP suggests seperate genus between the input genome and Thermococcus_cleftensis--RS_GCF_000265525.1 as POCP was;	12.647861692447679%
POCP suggests seperate genus between the input genome and Thermococcus_kodakarensis--RS_GCF_000009965.1 as POCP was;	12.160633484162895%
POCP suggests seperate genus between the input genome and Thermococcus_peptonophilus--RS_GCF_001592435.1 as POCP was;	13.654373666565073%
POCP suggests seperate genus between the input genome and Thermococcus_gammatolerans--RS_GCF_000022365.1 as POCP was;	12.511039152193112%
POCP suggests seperate genus between the input genome and Thermococcus_eurythermalis--RS_GCF_000769655.1 as POCP was;	12.22158766419189%
POCP suggests seperate genus between the input genome and Thermococcus_nautili--RS_GCF_000585495.1 as POCP was;	12.27967097532315%
POCP suggests seperate genus between the input genome and Thermococcus_guaymasensis--RS_GCF_000816105.1 as POCP was;	12.710336538461538%
POCP suggests seperate genus between the input genome and Thermococcus_zilligii--RS_GCF_000258515.1 as POCP was;	13.374352331606218%
POCP suggests seperate genus between the input genome and Thermococcus_gorgonarius--RS_GCF_002214385.1 as POCP was;	14.415289925494006%
POCP suggests seperate genus between the input genome and Thermococcus_barophilus--RS_GCF_000151105.2 as POCP was;	13.391304347826086%
POCP suggests seperate genus between the input genome and Thermococcus_paralvinellae--RS_GCF_000517445.1 as POCP was;	13.456385829115808%
POCP suggests seperate genus between the input genome and Pyrococcus_furiosus--RS_GCF_000007305.1 as POCP was;	12.962406015037594%
POCP suggests seperate genus between the input genome and Thermococcus_chitonophagus--RS_GCF_002214605.1 as POCP was;	12.117647058823529%
POCP suggests seperate genus between the input genome and Pyrococcus_kukulkanii--RS_GCF_001577775.1 as POCP was;	12.314841707812954%
POCP suggests seperate genus between the input genome and Pyrococcus_yayanosii--RS_GCF_000215995.1 as POCP was;	13.526570048309178%
POCP suggests seperate genus between the input genome and Thermococcus_litoralis--RS_GCF_000246985.2 as POCP was;	12.204301075268816%
POCP suggests seperate genus between the input genome and Thermococcus_sibiricus--RS_GCF_000022545.1 as POCP was;	12.854500616522813%
POCP suggests seperate genus between the input genome and Methanococcus_aeolicus--RS_GCF_000017185.1 as POCP was;	11.717612809315867%
POCP suggests seperate genus between the input genome and Methanothermococcus_okinawensis--RS_GCF_000179575.2 as POCP was;	12.153739612188366%
POCP suggests seperate genus between the input genome and Methanothermococcus_thermolithotrophicus--RS_GCF_000376965.1 as POCP was;	12.349085891686789%
POCP suggests seperate genus between the input genome and Methanofervidicoccus_abyssi--RS_GCF_004310395.1 as POCP was;	14.032258064516128%
POCP suggests seperate genus between the input genome and Methanotorris_formicicus--RS_GCF_000243455.1 as POCP was;	12.284008796732643%
POCP suggests seperate genus between the input genome and Methanotorris_igneus--RS_GCF_000214415.1 as POCP was;	12.742200328407224%
POCP suggests seperate genus between the input genome and Methanocaldococcus_fervens--RS_GCF_000023985.1 as POCP was;	13.691931540342297%
POCP suggests seperate genus between the input genome and Methanocaldococcus_bathoardescens--RS_GCF_000739065.1 as POCP was;	13.176957571576406%
POCP suggests seperate genus between the input genome and Methanocaldococcus_jannaschii--RS_GCF_000091665.1 as POCP was;	12.290322580645162%
POCP suggests seperate genus between the input genome and Methanocaldococcus_infernus--RS_GCF_000092305.1 as POCP was;	13.5706340378198%
POCP suggests seperate genus between the input genome and Methanocaldococcus_villosus--RS_GCF_000371805.1 as POCP was;	13.417916186082277%
POCP suggests seperate genus between the input genome and Staphylothermus_hellenicus--RS_GCF_000092465.1 as POCP was;	9.51551063088184%
POCP suggests seperate genus between the input genome and Thermogladius_calderae--RS_GCF_000264495.1 as POCP was;	9.039334341906201%
POCP suggests seperate genus between the input genome and Thermofilum_adornatum--RS_GCF_000813245.1 as POCP was;	8.983375959079284%
POCP suggests seperate genus between the input genome and Thermofilum_pendens--GB_GCA_011363115.1 as POCP was;	8.324733402132784%
POCP suggests seperate genus between the input genome and Thermofilum_uzonense--RS_GCF_000993805.1 as POCP was;	9.389993145990404%
POCP suggests seperate genus between the input genome and Nitrososphaera_viennensis--RS_GCF_000698785.1 as POCP was;	5.63945257196791%
POCP suggests seperate genus between the input genome and Methanobacterium_formicicum--GB_GCA_001316325.1 as POCP was;	9.924272618573136%
POCP suggests seperate genus between the input genome and Methanococcus_vannielii--RS_GCF_000017165.1 as POCP was;	11.687436847423374%
POCP suggests seperate genus between the input genome and Methanobacterium_paludis--RS_GCF_000214725.1 as POCP was;	11.486118671747414%
POCP suggests seperate genus between the input genome and Methanothermus_fervidus--RS_GCF_000166095.1 as POCP was;	16.56828020464384%
POCP suggests seperate genus between the input genome and Thermococcus_celer--RS_GCF_002214365.1 as POCP was;	13.208722741433021%
