#Matching species	POCP (%)
POCP suggests seperate genus between the input genome and Thiohalocapsa_marina--RS_GCF_008632335.1 as POCP was;	34.20644494227124%
POCP suggests seperate genus between the input genome and Thioflavicoccus_mobilis--RS_GCF_000327045.1 as POCP was;	34.694232105628906%
POCP suggests seperate genus between the input genome and Sulfurivirga_caldicuralii--RS_GCF_900141795.1 as POCP was;	39.20931492011914%
POCP suggests seperate genus between the input genome and Methylocaldum_szegediense--RS_GCF_000427385.1 as POCP was;	29.594594594594593%
POCP suggests seperate genus between the input genome and Acidihalobacter_aeolianus--RS_GCF_001753165.1 as POCP was;	36.031042128603104%
POCP suggests the input genome and Spiribacter_curvatus--RS_GCF_000485905.1 belong to the same genus with a POCP was;	84.19841472769113%
POCP suggests seperate genus between the input genome and Arhodomonas_aquaeolei--RS_GCF_000374645.1 as POCP was;	49.33405327573794%
POCP suggests seperate genus between the input genome and Nitrococcus_mobilis--RS_GCF_000153205.1 as POCP was;	40.17047515415306%
POCP suggests seperate genus between the input genome and Halorhodospira_halochloris--RS_GCF_002356555.2 as POCP was;	41.863488624052%
POCP suggests the input genome and Alkalispirillum_mobile--RS_GCF_003664325.1 belong to the same genus with a POCP was;	51.81490129484187%
POCP suggests seperate genus between the input genome and Abyssibacter_profundi--RS_GCF_003151135.1 as POCP was;	34.13773900129942%
POCP suggests seperate genus between the input genome and Halomonas_utahensis--RS_GCF_900162675.1 as POCP was;	38.38364897806113%
POCP suggests seperate genus between the input genome and Methylomicrobium_agile--RS_GCF_000733855.1 as POCP was;	29.49925632126921%
POCP suggests seperate genus between the input genome and Thiorhodospira_sibirica--RS_GCF_000227725.1 as POCP was;	36.684339314845026%
POCP suggests seperate genus between the input genome and Acidihalobacter_ferrooxydans--RS_GCF_001975725.1 as POCP was;	37.17973049914595%
POCP suggests the input genome and Spiribacter_salinus--RS_GCF_000319575.2 belong to the same genus with a POCP was;	78.12080536912752%
POCP suggests seperate genus between the input genome and Aquisalimonas_asiatica--RS_GCF_900110585.1 as POCP was;	44.84806147397835%
POCP suggests seperate genus between the input genome and Halorhodospira_halophila--RS_GCF_000015585.1 as POCP was;	48.76584389593062%
POCP suggests seperate genus between the input genome and Alkalilimnicola_ehrlichii--RS_GCF_003399765.1 as POCP was;	35.919664788325385%
POCP suggests seperate genus between the input genome and Marinobacter_hydrocarbonoclasticus--RS_GCF_000284615.1 as POCP was;	35.525852972212455%
POCP suggests seperate genus between the input genome and Halomonas_elongata--RS_GCF_000196875.2 as POCP was;	37.292243767313025%
POCP suggests seperate genus between the input genome and Alcanivorax_borkumensis--RS_GCF_000009365.1 as POCP was;	36.04531410916581%
POCP suggests seperate genus between the input genome and Acidihalobacter_prosperus--RS_GCF_000754095.2 as POCP was;	37.43609164930884%
POCP suggests seperate genus between the input genome and Marinobacter_changyiensis--RS_GCF_009193265.1 as POCP was;	35.09878797941226%
POCP suggests seperate genus between the input genome and Marinobacter_oulmenensis--RS_GCF_014201735.1 as POCP was;	36.82070240295749%
POCP suggests seperate genus between the input genome and Marinobacter_lutaoensis--RS_GCF_001981305.1 as POCP was;	37.73034117861704%
POCP suggests seperate genus between the input genome and Hydrocarboniclastica_marina--RS_GCF_004851605.1 as POCP was;	34.07917383820998%
POCP suggests seperate genus between the input genome and Zooshikella_ganghwensis--RS_GCF_000428585.1 as POCP was;	25.358166189111746%
POCP suggests seperate genus between the input genome and Microbulbifer_yueqingensis--RS_GCF_900100355.1 as POCP was;	33.28861632809505%
POCP suggests seperate genus between the input genome and Alcanivorax_mobilis--RS_GCF_002864685.1 as POCP was;	34.195352088065704%
POCP suggests seperate genus between the input genome and Thiorhodococcus_minor--RS_GCF_010820565.1 as POCP was;	28.205128205128204%
POCP suggests seperate genus between the input genome and Imhoffiella_purpurea--RS_GCF_000585215.1 as POCP was;	32.03631647211414%
