#Matching species	POCP (%)
POCP suggests seperate genus between the input genome and Vicingus_serpentipes--RS_GCF_007993035.1 as POCP was;	30.780535597648594%
POCP suggests seperate genus between the input genome and Phaeocystidibacter_luteus--RS_GCF_008933115.1 as POCP was;	26.33528866934239%
POCP suggests seperate genus between the input genome and Phaeocystidibacter_marisrubri--RS_GCF_008933165.1 as POCP was;	25.284047871534614%
POCP suggests seperate genus between the input genome and Salibacter_halophilus--RS_GCF_008806325.1 as POCP was;	29.416416258105333%
POCP suggests seperate genus between the input genome and Geofilum_rhodophaeum--RS_GCF_002210225.1 as POCP was;	28.22429906542056%
POCP suggests seperate genus between the input genome and Alkaliflexus_imshenetskii--RS_GCF_000517065.1 as POCP was;	28.724793268533293%
POCP suggests seperate genus between the input genome and Geofilum_rubicundum--RS_GCF_000974365.1 as POCP was;	29.834457388105456%
POCP suggests seperate genus between the input genome and Breznakibacter_xylanolyticus--RS_GCF_003254275.1 as POCP was;	27.02778953307942%
POCP suggests seperate genus between the input genome and Alkalitalea_saponilacus--RS_GCF_002201795.1 as POCP was;	29.376449720289262%
POCP suggests seperate genus between the input genome and Natronoflexus_pectinivorans--RS_GCF_004345615.1 as POCP was;	29.894856493321964%
POCP suggests seperate genus between the input genome and Marinilabilia_rubra--RS_GCF_003121985.1 as POCP was;	30.50647820965842%
POCP suggests seperate genus between the input genome and Saccharicrinis_aurantiacus--RS_GCF_001660705.2 as POCP was;	24.79714777477256%
POCP suggests seperate genus between the input genome and Labilibacter_sediminis--RS_GCF_005877885.1 as POCP was;	26.47450647935085%
POCP suggests seperate genus between the input genome and Saccharicrinis_carchari--RS_GCF_900182605.1 as POCP was;	31.255206886975838%
POCP suggests seperate genus between the input genome and Saccharicrinis_fermentans--RS_GCF_000517085.1 as POCP was;	26.131316768695235%
POCP suggests seperate genus between the input genome and Mangrovibacterium_diazotrophicum--RS_GCF_003610535.1 as POCP was;	27.82766990291262%
POCP suggests seperate genus between the input genome and Sunxiuqinia_indica--RS_GCF_009847015.1 as POCP was;	30.062499999999996%
POCP suggests seperate genus between the input genome and Sunxiuqinia_elliptica--RS_GCF_900113005.1 as POCP was;	30.516859783882307%
POCP suggests seperate genus between the input genome and Prolixibacter_bellariivorans--RS_GCF_000621705.1 as POCP was;	30.648655537147956%
POCP suggests seperate genus between the input genome and Prolixibacter_denitrificans--RS_GCF_003014495.1 as POCP was;	31.444385872430153%
POCP suggests seperate genus between the input genome and Puteibacter_caeruleilacunae--RS_GCF_005217565.1 as POCP was;	24.13939651508712%
POCP suggests seperate genus between the input genome and Mariniphaga_anaerophila--RS_GCF_900129025.1 as POCP was;	29.615894039735096%
POCP suggests seperate genus between the input genome and Mariniphaga_sediminis--RS_GCF_003573545.1 as POCP was;	29.808391947610964%
POCP suggests seperate genus between the input genome and Tangfeifania_diversioriginum--RS_GCF_900141875.1 as POCP was;	33.259539002474284%
POCP suggests seperate genus between the input genome and Maribellus_luteus--RS_GCF_003576475.1 as POCP was;	29.01732732019938%
POCP suggests seperate genus between the input genome and Draconibacterium_orientale--RS_GCF_000626635.1 as POCP was;	31.2835591920225%
POCP suggests seperate genus between the input genome and Draconibacterium_sediminis--RS_GCF_000949475.1 as POCP was;	28.94165863066538%
POCP suggests seperate genus between the input genome and Draconibacterium_mangrovi--RS_GCF_010586825.1 as POCP was;	28.728547256466037%
POCP suggests seperate genus between the input genome and Ancylomarina_longa--RS_GCF_003996985.1 as POCP was;	32.22381635581062%
POCP suggests seperate genus between the input genome and Labilibaculum_antarcticum--RS_GCF_002356295.1 as POCP was;	30.521889685876825%
POCP suggests seperate genus between the input genome and Marinifilum_breve--RS_GCF_003202155.1 as POCP was;	29.482120838471022%
POCP suggests seperate genus between the input genome and Marinifilum_flexuosum--RS_GCF_003610555.1 as POCP was;	30.715846292250355%
POCP suggests seperate genus between the input genome and Marinifilum_fragile--RS_GCF_001310955.1 as POCP was;	32.223805206579456%
POCP suggests seperate genus between the input genome and Lentimicrobium_saccharophilum--RS_GCF_001192835.1 as POCP was;	44.707223251175385%
POCP suggests seperate genus between the input genome and Anseongella_ginsenosidimutans--RS_GCF_008033235.1 as POCP was;	23.576248313090417%
POCP suggests seperate genus between the input genome and Fulvivirga_lutimaris--RS_GCF_009711525.1 as POCP was;	23.18708501497201%
POCP suggests seperate genus between the input genome and Marivirga_tractuosa--RS_GCF_000183425.1 as POCP was;	24.618294825023646%
POCP suggests seperate genus between the input genome and Marinoscillum_furvescens--RS_GCF_003386095.1 as POCP was;	20.925747348119575%
POCP suggests seperate genus between the input genome and Ancylomarina_subtilis--RS_GCF_004217115.1 as POCP was;	33.05244806043876%
POCP suggests seperate genus between the input genome and Labilibaculum_manganireducens--RS_GCF_002843385.1 as POCP was;	30.828220858895705%
POCP suggests seperate genus between the input genome and Fulvivirga_kasyanovii--RS_GCF_009711405.1 as POCP was;	21.49337782876212%
POCP suggests seperate genus between the input genome and Salinimicrobium_catena--RS_GCF_900102915.1 as POCP was;	27.55941499085923%
POCP suggests seperate genus between the input genome and Lishizhenia_tianjinensis--RS_GCF_900116425.1 as POCP was;	23.662643421248696%
POCP suggests seperate genus between the input genome and Owenweeksia_hongkongensis--RS_GCF_000236705.1 as POCP was;	26.284668449950725%
