#Matching species	POCP (%)
POCP suggests seperate genus between the input genome and Halobacillus_litoralis--RS_GCF_009856355.1 as POCP was;	10.402484175325451%
POCP suggests seperate genus between the input genome and Halobacillus_locisalis--RS_GCF_013694105.1 as POCP was;	9.947204223662107%
POCP suggests seperate genus between the input genome and Halobacillus_salinus--RS_GCF_004684905.1 as POCP was;	9.99524036173251%
POCP suggests seperate genus between the input genome and Melghiribacillus_thermohalophilus--RS_GCF_004342905.1 as POCP was;	10.648518815052041%
POCP suggests seperate genus between the input genome and Salinibacillus_kushneri--RS_GCF_900111405.1 as POCP was;	10.172241637543685%
POCP suggests seperate genus between the input genome and Salinibacillus_xinjiangensis--RS_GCF_009649735.1 as POCP was;	10.255791505791507%
POCP suggests seperate genus between the input genome and Halanaerobium_congolense--RS_GCF_004366375.1 as POCP was;	9.157098851862223%
POCP suggests seperate genus between the input genome and Halanaerobium_praevalens--RS_GCF_000165465.1 as POCP was;	8.766086298258895%
POCP suggests seperate genus between the input genome and Halothermothrix_orenii--RS_GCF_000020485.1 as POCP was;	9.500362056480812%
POCP suggests seperate genus between the input genome and Anoxybacter_fermentans--RS_GCF_003991135.1 as POCP was;	9.68961919666145%
POCP suggests seperate genus between the input genome and Halalkalibacillus_halophilus--RS_GCF_000423105.1 as POCP was;	10.183777808484178%
POCP suggests seperate genus between the input genome and Aureibacillus_halotolerans--RS_GCF_004363045.1 as POCP was;	8.623280545601665%
POCP suggests seperate genus between the input genome and Oceanobacillus_oncorhynchi--RS_GCF_000821065.1 as POCP was;	9.311195871662553%
POCP suggests seperate genus between the input genome and Halalkalibacillus_sediminis--RS_GCF_002844535.1 as POCP was;	10.376344086021504%
POCP suggests seperate genus between the input genome and Pontibacillus_halophilus--RS_GCF_000425205.1 as POCP was;	9.71051667277391%
POCP suggests seperate genus between the input genome and Selenihalanaerobacter_shriftii--RS_GCF_900167185.1 as POCP was;	9.334257975034674%
POCP suggests seperate genus between the input genome and Halanaerobium_saccharolyticum--RS_GCF_003053565.1 as POCP was;	9.321692411014103%
POCP suggests seperate genus between the input genome and Halanaerobium_salsuginis--RS_GCF_900114545.1 as POCP was;	8.6137654064534%
POCP suggests seperate genus between the input genome and Halobacillus_halophilus--RS_GCF_000284515.1 as POCP was;	9.784004670169294%
POCP suggests seperate genus between the input genome and Pontibacillus_chungwhensis--RS_GCF_000770675.1 as POCP was;	9.962700036096738%
POCP suggests seperate genus between the input genome and Ectobacillus_panaciterrae--RS_GCF_000430785.1 as POCP was;	9.972270719934272%
POCP suggests seperate genus between the input genome and Oceanobacillus_iheyensis--RS_GCF_000011245.1 as POCP was;	9.86318407960199%
POCP suggests seperate genus between the input genome and Oceanobacillus_damuensis--RS_GCF_001618145.1 as POCP was;	9.947706203945806%
POCP suggests seperate genus between the input genome and Oceanobacillus_polygoni--RS_GCF_008304605.1 as POCP was;	9.68983472945438%
POCP suggests seperate genus between the input genome and Ornithinibacillus_scapharcae--RS_GCF_000190475.1 as POCP was;	9.482043380348465%
POCP suggests seperate genus between the input genome and Ornithinibacillus_halophilus--RS_GCF_900129485.1 as POCP was;	9.763799418971834%
POCP suggests seperate genus between the input genome and Ornithinibacillus_californiensis--RS_GCF_001038485.1 as POCP was;	9.613130128956623%
POCP suggests seperate genus between the input genome and Ornithinibacillus_contaminans--RS_GCF_001038425.2 as POCP was;	9.709228824273072%
POCP suggests seperate genus between the input genome and Gracilibacillus_halotolerans--RS_GCF_014206945.1 as POCP was;	8.960666840323%
