#Matching species	POCP (%)
POCP suggests seperate genus between the input genome and Ereboglobus_luteus--RS_GCF_003096195.1 as POCP was;	27.191912149206903%
POCP suggests seperate genus between the input genome and Cephaloticoccus_primus--RS_GCF_001580015.1 as POCP was;	32.873412176960144%
POCP suggests seperate genus between the input genome and Cephaloticoccus_capnophilus--RS_GCF_001580045.1 as POCP was;	33.88825541619156%
POCP suggests seperate genus between the input genome and Rhodococcus_coprophilus--RS_GCF_001895045.1 as POCP was;	10.4612250836607%
POCP suggests seperate genus between the input genome and Sinomonas_mesophila--RS_GCF_001999765.1 as POCP was;	10.579825258141382%
POCP suggests seperate genus between the input genome and Prosthecobacter_fusiformis--RS_GCF_004364345.1 as POCP was;	17.722371967654986%
POCP suggests seperate genus between the input genome and Akkermansia_glycaniphila--RS_GCF_001683795.1 as POCP was;	16.531726605159104%
POCP suggests seperate genus between the input genome and Akkermansia_muciniphila--RS_GCF_000020225.1 as POCP was;	18.407551816129693%
POCP suggests seperate genus between the input genome and Prosthecobacter_vanneervenii--RS_GCF_014203095.1 as POCP was;	16.68555597531797%
POCP suggests seperate genus between the input genome and Coraliomargarita_akajimensis--RS_GCF_000025905.1 as POCP was;	37.41636644364385%
POCP suggests seperate genus between the input genome and Puniceicoccus_vermicola--RS_GCF_014230055.1 as POCP was;	49.825199272828975%
POCP suggests seperate genus between the input genome and Ruficoccus_amylovorans--RS_GCF_014230085.1 as POCP was;	35.49862763037511%
POCP suggests seperate genus between the input genome and Geminisphaera_colitermitum--RS_GCF_000171235.2 as POCP was;	24.76005188067445%
POCP suggests seperate genus between the input genome and Opitutus_terrae--RS_GCF_000019965.1 as POCP was;	26.403806934058466%
POCP suggests seperate genus between the input genome and Nibricoccus_aquaticus--RS_GCF_002310495.1 as POCP was;	27.630559429722613%
POCP suggests seperate genus between the input genome and Oleiharenicola_lentus--RS_GCF_004118375.1 as POCP was;	27.31003039513678%
POCP suggests seperate genus between the input genome and Sinomonas_susongensis--RS_GCF_005877005.1 as POCP was;	10.375988381474906%
POCP suggests seperate genus between the input genome and Acidimicrobium_ferrooxidans--RS_GCF_000023265.1 as POCP was;	11.584722515298585%
POCP suggests seperate genus between the input genome and Thiohalocapsa_marina--RS_GCF_008632335.1 as POCP was;	15.28445202294218%
POCP suggests seperate genus between the input genome and Brevifollis_gellanilyticus--RS_GCF_007992435.1 as POCP was;	15.224302366654893%
POCP suggests seperate genus between the input genome and Verrucomicrobium_spinosum--RS_GCF_000172155.1 as POCP was;	15.594435992175615%
POCP suggests seperate genus between the input genome and Coraliomargarita_sinensis--RS_GCF_003185655.1 as POCP was;	39.762818276944536%
POCP suggests seperate genus between the input genome and Pelagicoccus_albus--RS_GCF_014230145.1 as POCP was;	28.319251659625834%
POCP suggests seperate genus between the input genome and Rariglobus_hedericola--RS_GCF_007559335.1 as POCP was;	29.67032967032967%
