#Matching species	POCP (%)
POCP suggests seperate genus between the input genome and Limnochorda_pilosa--RS_GCF_001544015.1 as POCP was;	12.956137117582012%
POCP suggests seperate genus between the input genome and Desulfofundulus_kuznetsovii--GB_GCA_000214705.1 as POCP was;	14.150082161767392%
POCP suggests seperate genus between the input genome and Mycobacterium_tuberculosis--RS_GCF_000195955.2 as POCP was;	6.675545197269852%
POCP suggests seperate genus between the input genome and Pseudonocardia_hierapolitana--RS_GCF_007994075.1 as POCP was;	6.112564177080306%
POCP suggests seperate genus between the input genome and Acidipropionibacterium_virtanenii--RS_GCF_003325455.1 as POCP was;	7.8439179773044%
POCP suggests seperate genus between the input genome and Micropruina_glycogenica--RS_GCF_900289045.1 as POCP was;	7.512159971176365%
POCP suggests seperate genus between the input genome and Rubrobacter_xylanophilus--RS_GCF_007164525.1 as POCP was;	12.205438066465257%
POCP suggests seperate genus between the input genome and Syntrophorhabdus_aromaticivorans--RS_GCF_000512235.1 as POCP was;	12.581110310021629%
POCP suggests seperate genus between the input genome and Alteribacter_aurantiacus--RS_GCF_000429705.1 as POCP was;	9.148104063934705%
POCP suggests seperate genus between the input genome and Geomicrobium_halophilum--RS_GCF_014207655.1 as POCP was;	9.307077837637005%
POCP suggests seperate genus between the input genome and Pseudonocardia_thermophila--RS_GCF_900142365.1 as POCP was;	7.35009671179884%
POCP suggests seperate genus between the input genome and Rubrobacter_radiotolerans--RS_GCF_900175965.1 as POCP was;	10.699826489300174%
POCP suggests seperate genus between the input genome and Pseudonocardia_cypriaca--RS_GCF_006717045.1 as POCP was;	6.303166957056472%
POCP suggests seperate genus between the input genome and Actinoalloteichus_cyanogriseus--RS_GCF_000429185.1 as POCP was;	7.3808827828120425%
POCP suggests seperate genus between the input genome and Acidipropionibacterium_acidipropionici--RS_GCF_001441165.1 as POCP was;	7.636363636363637%
POCP suggests seperate genus between the input genome and Treponema_caldarium--RS_GCF_000219725.1 as POCP was;	10.066694456023344%
POCP suggests seperate genus between the input genome and Halorhodospira_halophila--RS_GCF_000015585.1 as POCP was;	11.108576642335768%
POCP suggests seperate genus between the input genome and Salibacterium_halotolerans--RS_GCF_900115625.1 as POCP was;	8.417266187050359%
POCP suggests seperate genus between the input genome and Acidipropionibacterium_jensenii--RS_GCF_000425285.1 as POCP was;	8.309828596224778%
POCP suggests seperate genus between the input genome and Halorhodospira_halochloris--RS_GCF_002356555.2 as POCP was;	9.395824078187472%
POCP suggests seperate genus between the input genome and Arboricoccus_pini--RS_GCF_900187945.1 as POCP was;	7.955958089149353%
POCP suggests seperate genus between the input genome and Salipaludibacillus_aurantiacus--RS_GCF_900111295.1 as POCP was;	9.188485932671979%
POCP suggests seperate genus between the input genome and Alteribacter_natronophilus--RS_GCF_006007885.1 as POCP was;	9.357229019472687%
POCP suggests seperate genus between the input genome and Evansella_clarkii--RS_GCF_002019695.1 as POCP was;	8.064963908939477%
POCP suggests seperate genus between the input genome and Alteribacter_populi--RS_GCF_002352765.1 as POCP was;	8.553705517466536%
POCP suggests seperate genus between the input genome and Salibacterium_qingdaonense--RS_GCF_900114715.1 as POCP was;	8.767728863510776%
POCP suggests seperate genus between the input genome and Marinococcus_halophilus--RS_GCF_002265875.1 as POCP was;	8.705701078582434%
POCP suggests seperate genus between the input genome and Marinococcus_halotolerans--RS_GCF_000420725.1 as POCP was;	9.15880503144654%
POCP suggests seperate genus between the input genome and Marinococcus_luteus--RS_GCF_900106595.1 as POCP was;	9.616178291374329%
POCP suggests seperate genus between the input genome and Salsuginibacillus_kocurii--RS_GCF_000377705.1 as POCP was;	8.982252806954003%
